type,study,date,ind,refreshdttm,reas,subtype,warning,sort,indication
ADAM,argx-113-[iim]-0000,2023-04-21,iim,,,ADAM,,2,iim
ADAM,argx-113-[x-ind]-0000,2023-04-21,x-ind,,,ADAM,,2,x-ind
ADAM,argx-117-[mmn]-2003,2023-04-21,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-119-[hv]-0000,2023-04-21,hv,,UPTODATE,ADAM,Y,2,hv
ADAM,argx-119-[hv]-2201,2023-04-21,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-113-[hv]-0000,2023-04-22,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-117-[mmn]-2003,2023-04-22,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-119-[hv]-0000,2023-04-22,hv,,UPTODATE,ADAM,Y,2,hv
ADAM,argx-119-[hv]-2201,2023-04-22,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-113-[hv]-0000,2023-04-23,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-117-[mmn]-2003,2023-04-23,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-119-[hv]-0000,2023-04-23,hv,,UPTODATE,ADAM,Y,2,hv
ADAM,argx-119-[hv]-2201,2023-04-23,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-113-[hv]-0000,2023-04-24,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-117-[mmn]-2003,2023-04-24,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-119-[hv]-0000,2023-04-24,hv,,UPTODATE,ADAM,Y,2,hv
ADAM,argx-119-[hv]-2201,2023-04-24,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-113-[hv]-0000,2023-04-25,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-113-[pv]-0000,2023-04-25,pv,,,ADAM,,2,pv
ADAM,argx-113-[x-ind]-0000,2023-04-25,x-ind,,,ADAM,,2,x-ind
ADAM,argx-117-[mmn]-2003,2023-04-25,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-119-[hv]-0000,2023-04-25,hv,,UPTODATE,ADAM,Y,2,hv
ADAM,argx-119-[hv]-2201,2023-04-25,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-113-[hv]-0000,2023-04-26,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-117-[mmn]-2003,2023-04-26,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-119-[hv]-0000,2023-04-26,hv,,UPTODATE,ADAM,Y,2,hv
ADAM,argx-119-[hv]-2201,2023-04-26,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-113-[hv]-0000,2023-04-27,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-113-[pots]-0000,2023-04-27,pots,,,ADAM,,2,pots
ADAM,argx-117-[hv]-0000,2023-04-27,hv,,,ADAM,,2,hv
ADAM,argx-117-[mmn]-2003,2023-04-27,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-119-[hv]-0000,2023-04-27,hv,,,ADAM,,2,hv
ADAM,argx-119-[hv]-2201,2023-04-27,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[x-ind]-0000,2023-04-27,x-ind,,,ADAM,,2,x-ind
ADAM,argx-113-[hv]-0000,2023-04-28,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-113-[itp]-2005,2023-04-28,itp,,,ADAM,,2,itp
ADAM,argx-113-[pots]-0000,2023-04-28,pots,,UPTODATE,ADAM,,2,pots
ADAM,argx-117-[mmn]-2003,2023-04-28,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-119-[hv]-0000,2023-04-28,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[hv]-2201,2023-04-28,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[x-ind]-0000,2023-04-28,x-ind,,UPTODATE,ADAM,,2,x-ind
ADAM,argx-113-[hv]-0000,2023-04-29,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-113-[pots]-0000,2023-04-29,pots,,UPTODATE,ADAM,,2,pots
ADAM,argx-117-[mmn]-2003,2023-04-29,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-119-[hv]-0000,2023-04-29,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[hv]-2201,2023-04-29,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[x-ind]-0000,2023-04-29,x-ind,,UPTODATE,ADAM,,2,x-ind
ADAM,argx-113-[hv]-0000,2023-04-30,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-113-[pots]-0000,2023-04-30,pots,,UPTODATE,ADAM,,2,pots
ADAM,argx-117-[mmn]-2003,2023-04-30,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-119-[hv]-0000,2023-04-30,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[hv]-2201,2023-04-30,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[x-ind]-0000,2023-04-30,x-ind,,UPTODATE,ADAM,,2,x-ind
ADAM,argx-113-[hv]-0000,2023-05-01,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-113-[pots]-0000,2023-05-01,pots,,UPTODATE,ADAM,,2,pots
ADAM,argx-117-[mmn]-2003,2023-05-01,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-119-[hv]-0000,2023-05-01,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[hv]-2201,2023-05-01,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[x-ind]-0000,2023-05-01,x-ind,,UPTODATE,ADAM,,2,x-ind
ADAM,argx-113-[hv]-0000,2023-05-02,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-113-[pots]-0000,2023-05-02,pots,,UPTODATE,ADAM,,2,pots
ADAM,argx-117-[mmn]-2003,2023-05-02,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-119-[hv]-0000,2023-05-02,hv,,,ADAM,,2,hv
ADAM,argx-119-[x-ind]-0000,2023-05-02,x-ind,,,ADAM,,2,x-ind
ADAM,argx-113-[hv]-0000,2023-05-03,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-113-[pots]-0000,2023-05-03,pots,,UPTODATE,ADAM,,2,pots
ADAM,argx-117-[mmn]-0000,2023-05-03,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-117-[mmn]-2002,2023-05-03,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-117-[mmn]-2003,2023-05-03,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-117-[x-ind]-0000,2023-05-03,x-ind,,UPTODATE,ADAM,,2,x-ind
ADAM,argx-119-[hv]-0000,2023-05-03,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[hv]-2201,2023-05-03,hv,,,ADAM,,2,hv
ADAM,argx-119-[x-ind]-0000,2023-05-03,x-ind,,UPTODATE,ADAM,,2,x-ind
ADAM,argx-113-[hv]-0000,2023-05-04,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-113-[pots]-0000,2023-05-04,pots,,UPTODATE,ADAM,,2,pots
ADAM,argx-117-[mmn]-0000,2023-05-04,mmn,,,ADAM,,2,mmn
ADAM,argx-117-[mmn]-2003,2023-05-04,mmn,,,ADAM,,2,mmn
ADAM,argx-117-[x-ind]-0000,2023-05-04,x-ind,,,ADAM,,2,x-ind
ADAM,argx-119-[hv]-0000,2023-05-04,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[hv]-2201,2023-05-04,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[x-ind]-0000,2023-05-04,x-ind,,UPTODATE,ADAM,,2,x-ind
ADAM,argx-113-[pots]-0000,2023-05-05,pots,,UPTODATE,ADAM,,2,pots
ADAM,argx-117-[mmn]-2003,2023-05-05,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-119-[hv]-0000,2023-05-05,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[hv]-2201,2023-05-05,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[x-ind]-0000,2023-05-05,x-ind,,UPTODATE,ADAM,,2,x-ind
ADAM,argx-113-[hv]-0000,2023-05-06,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-113-[itp]-0000,2023-05-06,itp,,,ADAM,,2,itp
ADAM,argx-113-[mg]-0000,2023-05-06,mg,,,ADAM,,2,mg
ADAM,argx-113-[pots]-0000,2023-05-06,pots,,UPTODATE,ADAM,,2,pots
ADAM,argx-113-[x-ind]-0000,2023-05-06,x-ind,,,ADAM,,2,x-ind
ADAM,argx-117-[mmn]-2003,2023-05-06,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-119-[hv]-0000,2023-05-06,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[hv]-2201,2023-05-06,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[x-ind]-0000,2023-05-06,x-ind,,UPTODATE,ADAM,,2,x-ind
ADAM,argx-113-[hv]-0000,2023-05-07,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-113-[pots]-0000,2023-05-07,pots,,UPTODATE,ADAM,,2,pots
ADAM,argx-117-[mmn]-2003,2023-05-07,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-119-[hv]-0000,2023-05-07,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[hv]-2201,2023-05-07,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[x-ind]-0000,2023-05-07,x-ind,,UPTODATE,ADAM,,2,x-ind
ADAM,argx-113-[pots]-0000,2023-05-08,pots,,UPTODATE,ADAM,,2,pots
ADAM,argx-117-[mmn]-2003,2023-05-08,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-119-[hv]-0000,2023-05-08,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[hv]-2201,2023-05-08,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[x-ind]-0000,2023-05-08,x-ind,,UPTODATE,ADAM,,2,x-ind
ADAM,argx-113-[cidp]-0000,2023-05-09,cidp,,,ADAM,,2,cidp
ADAM,argx-113-[hv]-0000,2023-05-09,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-113-[itp]-0000,2023-05-09,itp,,,ADAM,,2,itp
ADAM,argx-113-[pots]-0000,2023-05-09,pots,,UPTODATE,ADAM,,2,pots
ADAM,argx-113-[x-ind]-0000,2023-05-09,x-ind,,,ADAM,,2,x-ind
ADAM,argx-117-[mmn]-2003,2023-05-09,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-119-[hv]-0000,2023-05-09,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[hv]-2201,2023-05-09,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[x-ind]-0000,2023-05-09,x-ind,,UPTODATE,ADAM,,2,x-ind
ADAM,argx-113-[pots]-0000,2023-05-10,pots,,UPTODATE,ADAM,,2,pots
ADAM,argx-117-[mmn]-2003,2023-05-10,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-119-[hv]-0000,2023-05-10,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[hv]-2201,2023-05-10,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[x-ind]-0000,2023-05-10,x-ind,,UPTODATE,ADAM,,2,x-ind
ADAM,argx-113-[hv]-0000,2023-05-11,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-113-[mg]-0000,2023-05-11,mg,,,ADAM,,2,mg
ADAM,argx-113-[pots]-0000,2023-05-11,pots,,UPTODATE,ADAM,,2,pots
ADAM,argx-113-[x-ind]-0000,2023-05-11,x-ind,,,ADAM,,2,x-ind
ADAM,argx-117-[mmn]-2003,2023-05-11,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-119-[hv]-0000,2023-05-11,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[hv]-2201,2023-05-11,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[x-ind]-0000,2023-05-11,x-ind,,UPTODATE,ADAM,,2,x-ind
ADAM,argx-113-[hv]-0000,2023-05-12,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-113-[pots]-0000,2023-05-12,pots,,UPTODATE,ADAM,,2,pots
ADAM,argx-117-[mmn]-2003,2023-05-12,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-119-[hv]-0000,2023-05-12,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[hv]-2201,2023-05-12,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[x-ind]-0000,2023-05-12,x-ind,,UPTODATE,ADAM,,2,x-ind
ADAM,argx-113-[hv]-0000,2023-05-13,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-113-[pots]-0000,2023-05-13,pots,,UPTODATE,ADAM,,2,pots
ADAM,argx-117-[mmn]-2003,2023-05-13,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-119-[hv]-0000,2023-05-13,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[hv]-2201,2023-05-13,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[x-ind]-0000,2023-05-13,x-ind,,UPTODATE,ADAM,,2,x-ind
ADAM,argx-113-[hv]-0000,2023-05-14,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-113-[pots]-0000,2023-05-14,pots,,UPTODATE,ADAM,,2,pots
ADAM,argx-117-[mmn]-2003,2023-05-14,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-119-[hv]-0000,2023-05-14,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[hv]-2201,2023-05-14,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[x-ind]-0000,2023-05-14,x-ind,,UPTODATE,ADAM,,2,x-ind
ADAM,argx-113-[pots]-0000,2023-05-15,pots,,UPTODATE,ADAM,,2,pots
ADAM,argx-117-[mmn]-2003,2023-05-15,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-119-[hv]-0000,2023-05-15,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[hv]-2201,2023-05-15,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[x-ind]-0000,2023-05-15,x-ind,,UPTODATE,ADAM,,2,x-ind
ADAM,argx-113-[hv]-0000,2023-05-16,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-113-[pots]-0000,2023-05-16,pots,,UPTODATE,ADAM,,2,pots
ADAM,argx-113-[pv]-0000,2023-05-16,pv,,,ADAM,,2,pv
ADAM,argx-113-[x-ind]-0000,2023-05-16,x-ind,,,ADAM,,2,x-ind
ADAM,argx-117-[mmn]-0000,2023-05-16,mmn,,,ADAM,,2,mmn
ADAM,argx-117-[mmn]-2002,2023-05-16,mmn,,,ADAM,,2,mmn
ADAM,argx-117-[mmn]-2003,2023-05-16,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-117-[x-ind]-0000,2023-05-16,x-ind,,,ADAM,,2,x-ind
ADAM,argx-119-[hv]-0000,2023-05-16,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[hv]-2201,2023-05-16,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[x-ind]-0000,2023-05-16,x-ind,,UPTODATE,ADAM,,2,x-ind
ADAM,argx-113-[hv]-0000,2023-05-17,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-113-[mg]-0000,2023-05-17,mg,,,ADAM,,2,mg
ADAM,argx-113-[pots]-0000,2023-05-17,pots,,UPTODATE,ADAM,,2,pots
ADAM,argx-113-[x-ind]-0000,2023-05-17,x-ind,,,ADAM,,2,x-ind
ADAM,argx-117-[mmn]-2003,2023-05-17,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-119-[hv]-0000,2023-05-17,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[hv]-2201,2023-05-17,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[x-ind]-0000,2023-05-17,x-ind,,UPTODATE,ADAM,,2,x-ind
ADAM,argx-113-[hv]-0000,2023-05-18,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-113-[mg]-0000,2023-05-18,mg,,,ADAM,,2,mg
ADAM,argx-113-[pots]-0000,2023-05-18,pots,,UPTODATE,ADAM,,2,pots
ADAM,argx-113-[x-ind]-0000,2023-05-18,x-ind,,,ADAM,,2,x-ind
ADAM,argx-117-[mmn]-2003,2023-05-18,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-119-[hv]-0000,2023-05-18,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[hv]-2201,2023-05-18,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[x-ind]-0000,2023-05-18,x-ind,,UPTODATE,ADAM,,2,x-ind
ADAM,argx-113-[pots]-0000,2023-05-19,pots,,UPTODATE,ADAM,,2,pots
ADAM,argx-117-[mmn]-2003,2023-05-19,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-119-[hv]-0000,2023-05-19,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[hv]-2201,2023-05-19,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[x-ind]-0000,2023-05-19,x-ind,,UPTODATE,ADAM,,2,x-ind
ADAM,argx-113-[cidp]-0000,2023-05-20,cidp,,,ADAM,,2,cidp
ADAM,argx-113-[hv]-0000,2023-05-20,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-113-[pots]-0000,2023-05-20,pots,,UPTODATE,ADAM,,2,pots
ADAM,argx-113-[pv]-0000,2023-05-20,pv,,,ADAM,,2,pv
ADAM,argx-113-[x-ind]-0000,2023-05-20,x-ind,,,ADAM,,2,x-ind
ADAM,argx-117-[mmn]-2003,2023-05-20,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-119-[hv]-0000,2023-05-20,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[hv]-2201,2023-05-20,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[x-ind]-0000,2023-05-20,x-ind,,UPTODATE,ADAM,,2,x-ind
ADAM,argx-113-[hv]-0000,2023-05-21,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-113-[pots]-0000,2023-05-21,pots,,UPTODATE,ADAM,,2,pots
ADAM,argx-117-[mmn]-2003,2023-05-21,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-119-[hv]-0000,2023-05-21,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[hv]-2201,2023-05-21,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[x-ind]-0000,2023-05-21,x-ind,,UPTODATE,ADAM,,2,x-ind
ADAM,argx-113-[pots]-0000,2023-05-22,pots,,UPTODATE,ADAM,,2,pots
ADAM,argx-117-[mmn]-2003,2023-05-22,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-119-[hv]-0000,2023-05-22,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[hv]-2201,2023-05-22,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[x-ind]-0000,2023-05-22,x-ind,,UPTODATE,ADAM,,2,x-ind
ADAM,argx-113-[hv]-0000,2023-05-23,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-113-[iim]-0000,2023-05-23,iim,,,ADAM,,2,iim
ADAM,argx-113-[pots]-0000,2023-05-23,pots,,UPTODATE,ADAM,,2,pots
ADAM,argx-113-[x-ind]-0000,2023-05-23,x-ind,,,ADAM,,2,x-ind
ADAM,argx-117-[mmn]-2003,2023-05-23,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-119-[hv]-0000,2023-05-23,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[hv]-2201,2023-05-23,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[x-ind]-0000,2023-05-23,x-ind,,UPTODATE,ADAM,,2,x-ind
ADAM,argx-113-[hv]-0000,2023-05-24,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-113-[pots]-0000,2023-05-24,pots,,UPTODATE,ADAM,,2,pots
ADAM,argx-117-[mmn]-2003,2023-05-24,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-119-[hv]-0000,2023-05-24,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[hv]-2201,2023-05-24,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[x-ind]-0000,2023-05-24,x-ind,,UPTODATE,ADAM,,2,x-ind
ADAM,argx-113-[hv]-0000,2023-05-25,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-113-[pots]-0000,2023-05-25,pots,,UPTODATE,ADAM,,2,pots
ADAM,argx-117-[mmn]-2003,2023-05-25,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-119-[hv]-0000,2023-05-25,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[hv]-2201,2023-05-25,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[x-ind]-0000,2023-05-25,x-ind,,UPTODATE,ADAM,,2,x-ind
ADAM,argx-113-[pots]-0000,2023-05-26,pots,,UPTODATE,ADAM,,2,pots
ADAM,argx-117-[mmn]-2003,2023-05-26,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-119-[hv]-0000,2023-05-26,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[hv]-2201,2023-05-26,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[x-ind]-0000,2023-05-26,x-ind,,UPTODATE,ADAM,,2,x-ind
ADAM,argx-113-[hv]-0000,2023-05-27,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-113-[mg]-0000,2023-05-27,mg,,,ADAM,,2,mg
ADAM,argx-113-[pots]-0000,2023-05-27,pots,,UPTODATE,ADAM,,2,pots
ADAM,argx-113-[x-ind]-0000,2023-05-27,x-ind,,,ADAM,,2,x-ind
ADAM,argx-117-[mmn]-2003,2023-05-27,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-119-[hv]-0000,2023-05-27,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[hv]-2201,2023-05-27,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[x-ind]-0000,2023-05-27,x-ind,,UPTODATE,ADAM,,2,x-ind
ADAM,argx-113-[hv]-0000,2023-05-28,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-113-[pots]-0000,2023-05-28,pots,,UPTODATE,ADAM,,2,pots
ADAM,argx-117-[mmn]-2003,2023-05-28,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-119-[hv]-0000,2023-05-28,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[hv]-2201,2023-05-28,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[x-ind]-0000,2023-05-28,x-ind,,UPTODATE,ADAM,,2,x-ind
ADAM,argx-113-[hv]-0000,2023-05-29,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-113-[pots]-0000,2023-05-29,pots,,UPTODATE,ADAM,,2,pots
ADAM,argx-117-[mmn]-2003,2023-05-29,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-119-[hv]-0000,2023-05-29,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[hv]-2201,2023-05-29,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[x-ind]-0000,2023-05-29,x-ind,,UPTODATE,ADAM,,2,x-ind
ADAM,argx-113-[pots]-0000,2023-05-30,pots,,UPTODATE,ADAM,,2,pots
ADAM,argx-117-[mmn]-2003,2023-05-30,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-119-[hv]-0000,2023-05-30,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[hv]-2201,2023-05-30,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[x-ind]-0000,2023-05-30,x-ind,,UPTODATE,ADAM,,2,x-ind
ADAM,argx-113-[bp]-0000,2023-05-31,bp,,,ADAM,,2,bp
ADAM,argx-113-[cidp]-0000,2023-05-31,cidp,,,ADAM,,2,cidp
ADAM,argx-113-[hv]-0000,2023-05-31,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-113-[pots]-0000,2023-05-31,pots,,UPTODATE,ADAM,,2,pots
ADAM,argx-113-[x-ind]-0000,2023-05-31,x-ind,,,ADAM,,2,x-ind
ADAM,argx-117-[mmn]-2003,2023-05-31,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-119-[hv]-0000,2023-05-31,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[hv]-2201,2023-05-31,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[x-ind]-0000,2023-05-31,x-ind,,UPTODATE,ADAM,,2,x-ind
ADAM,argx-113-[pots]-0000,2023-06-01,pots,,UPTODATE,ADAM,,2,pots
ADAM,argx-117-[mmn]-2003,2023-06-01,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-119-[hv]-0000,2023-06-01,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[hv]-2201,2023-06-01,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[x-ind]-0000,2023-06-01,x-ind,,UPTODATE,ADAM,,2,x-ind
ADAM,argx-113-[cidp]-0000,2023-06-02,cidp,,UPTODATE,ADAM,,2,cidp
ADAM,argx-113-[hv]-0000,2023-06-02,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-113-[itp]-0000,2023-06-02,itp,,,ADAM,,2,itp
ADAM,argx-113-[pots]-0000,2023-06-02,pots,,UPTODATE,ADAM,,2,pots
ADAM,argx-113-[x-ind]-0000,2023-06-02,x-ind,,,ADAM,,2,x-ind
ADAM,argx-117-[mmn]-0000,2023-06-02,mmn,,,ADAM,,2,mmn
ADAM,argx-117-[mmn]-2003,2023-06-02,mmn,,,ADAM,,2,mmn
ADAM,argx-117-[x-ind]-0000,2023-06-02,x-ind,,,ADAM,,2,x-ind
ADAM,argx-119-[hv]-0000,2023-06-02,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[hv]-2201,2023-06-02,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[x-ind]-0000,2023-06-02,x-ind,,UPTODATE,ADAM,,2,x-ind
ADAM,argx-113-[hv]-0000,2023-06-03,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-113-[mg]-0000,2023-06-03,mg,,UPTODATE,ADAM,,2,mg
ADAM,argx-113-[pots]-0000,2023-06-03,pots,,UPTODATE,ADAM,,2,pots
ADAM,argx-113-[x-ind]-0000,2023-06-03,x-ind,,UPTODATE,ADAM,,2,x-ind
ADAM,argx-117-[mmn]-2003,2023-06-03,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-119-[hv]-0000,2023-06-03,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[hv]-2201,2023-06-03,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[x-ind]-0000,2023-06-03,x-ind,,UPTODATE,ADAM,,2,x-ind
ADAM,argx-113-[hv]-0000,2023-06-04,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-113-[pots]-0000,2023-06-04,pots,,UPTODATE,ADAM,,2,pots
ADAM,argx-117-[mmn]-2003,2023-06-04,mmn,,UPTODATE,ADAM,,2,mmn
ADAM,argx-119-[hv]-0000,2023-06-04,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[hv]-2201,2023-06-04,hv,,UPTODATE,ADAM,,2,hv
ADAM,argx-119-[x-ind]-0000,2023-06-04,x-ind,,UPTODATE,ADAM,,2,x-ind
