type,study,date,ind,refreshdttm,reas,subtype,warning,sort,indication
ADAM,argx-113-[x-ind]-0000,2024-05-08,x-ind,2024-05-08T11:30:26,OK,ADAM,,2,x-ind
REPORT,argx-113-[x-ind]-0000,2024-05-08,x-ind,2024-05-08T11:36:00,OK,REPORT,,2,x-ind
SDTM,argx-117-[mmn]-2202,2024-05-08,mmn,2024-05-08T00:05:23,UPTODATE,SDTM,,1,
ADAM,argx-119-[cms]-0000,2024-05-08,cms,2024-05-08T01:02:12,OK,ADAM,Y,2,cms
ADAM,argx-119-[cms]-2301,2024-05-08,cms,2024-05-08T00:41:43,OK,ADAM,Y,2,cms
ADAM,argx-113-[mg]-2006,2024-05-09,mg,2024-05-09T05:31:32,OK,ADAM,,2,mg
REPORT,argx-113-[mg]-2006,2024-05-09,mg,2024-05-09T05:32:58,OK,REPORT,,2,mg
SDTM,argx-117-[mmn]-2202,2024-05-09,mmn,2024-05-09T00:05:13,UPTODATE,SDTM,,1,
ADAM,argx-119-[cms]-0000,2024-05-09,cms,2024-05-09T01:01:51,OK,ADAM,Y,2,cms
ADAM,argx-119-[cms]-2301,2024-05-09,cms,2024-05-09T00:41:39,OK,ADAM,Y,2,cms
SDTM,argx-117-[mmn]-2202,2024-05-10,mmn,2024-05-10T00:05:17,UPTODATE,SDTM,,1,
ADAM,argx-119-[cms]-0000,2024-05-10,cms,2024-05-10T01:01:39,OK,ADAM,Y,2,cms
ADAM,argx-119-[cms]-2301,2024-05-10,cms,2024-05-10T00:41:30,OK,ADAM,Y,2,cms
SDTM,argx-117-[mmn]-0000,2024-05-11,mmn,2024-05-11T00:53:30,OK,SDTM,,1,mmn
ADAM,argx-117-[mmn]-0000,2024-05-11,mmn,2024-05-11T01:19:44,OK,ADAM,,2,mmn
REPORT,argx-117-[mmn]-0000,2024-05-11,mmn,2024-05-11T01:21:30,OK,REPORT,,2,mmn
SDTM,argx-117-[mmn]-2202,2024-05-11,mmn,2024-05-11T00:04:01,OK,SDTM,,1,
ADAM,argx-117-[mmn]-2202,2024-05-11,mmn,2024-05-11T00:35:22,OK,ADAM,,2,mmn
REPORT,argx-117-[mmn]-2202,2024-05-11,mmn,2024-05-11T00:36:37,OK,REPORT,,2,mmn
SDTM,argx-117-[x-ind]-0000,2024-05-11,x-ind,2024-05-11T01:03:26,OK,SDTM,,1,x-ind
ADAM,argx-117-[x-ind]-0000,2024-05-11,x-ind,2024-05-11T01:39:35,OK,ADAM,,2,x-ind
REPORT,argx-117-[x-ind]-0000,2024-05-11,x-ind,2024-05-11T01:41:28,OK,REPORT,,2,x-ind
ADAM,argx-119-[cms]-0000,2024-05-11,cms,2024-05-11T01:02:13,OK,ADAM,Y,2,cms
ADAM,argx-119-[cms]-2301,2024-05-11,cms,2024-05-11T00:41:56,OK,ADAM,Y,2,cms
SDTM,argx-113-[bp]-2010,2024-05-12,bp,2024-05-12T00:36:41,UPTODATE,SDTM,,1,
SDTM,argx-113-[mg]-2008,2024-05-12,mg,2024-05-12T01:30:17,UPTODATE,SDTM,,1,
ADAM,argx-119-[cms]-0000,2024-05-12,cms,2024-05-12T01:02:21,OK,ADAM,Y,2,cms
ADAM,argx-119-[cms]-2301,2024-05-12,cms,2024-05-12T00:41:55,OK,ADAM,Y,2,cms
SDTM,argx-113-[bp]-2010,2024-05-13,bp,2024-05-13T00:37:06,UPTODATE,SDTM,,1,
SDTM,argx-113-[mg]-2008,2024-05-13,mg,2024-05-13T01:31:44,UPTODATE,SDTM,,1,
ADAM,argx-119-[cms]-0000,2024-05-13,cms,2024-05-13T01:02:58,OK,ADAM,Y,2,cms
ADAM,argx-119-[cms]-2301,2024-05-13,cms,2024-05-13T00:41:51,OK,ADAM,Y,2,cms
SDTM,argx-113-[bp]-2010,2024-05-14,bp,2024-05-14T00:37:39,UPTODATE,SDTM,,1,
SDTM,argx-113-[mg]-2008,2024-05-14,mg,2024-05-14T01:32:01,UPTODATE,SDTM,,1,
ADAM,argx-113-[x-ind]-0000,2024-05-14,x-ind,2024-05-14T07:16:00,OK,ADAM,,2,x-ind
REPORT,argx-113-[x-ind]-0000,2024-05-14,x-ind,2024-05-14T07:21:38,OK,REPORT,,2,x-ind
SDTM,argx-117-[x-ind]-0000,2024-05-14,x-ind,2024-05-14T14:54:44,OK,SDTM,,1,x-ind
ADAM,argx-119-[cms]-0000,2024-05-14,cms,2024-05-14T01:01:46,OK,ADAM,Y,2,cms
ADAM,argx-119-[cms]-2301,2024-05-14,cms,2024-05-14T00:41:43,OK,ADAM,Y,2,cms
SDTM,argx-113-[bp]-0000,2024-05-15,bp,2024-05-15T06:20:01,OK,SDTM,,1,bp
ADAM,argx-113-[bp]-0000,2024-05-15,bp,2024-05-15T09:17:25,OK,ADAM,,2,bp
REPORT,argx-113-[bp]-0000,2024-05-15,bp,2024-05-15T09:19:19,OK,REPORT,,2,bp
SDTM,argx-113-[bp]-2010,2024-05-15,bp,2024-05-15T00:34:01,OK,SDTM,,1,
ADAM,argx-113-[bp]-2010,2024-05-15,bp,2024-05-15T04:52:38,OK,ADAM,,2,bp
REPORT,argx-113-[bp]-2010,2024-05-15,bp,2024-05-15T04:54:00,OK,REPORT,,2,bp
SDTM,argx-113-[mg]-0000,2024-05-15,mg,2024-05-15T06:57:48,OK,SDTM,,1,mg
ADAM,argx-113-[mg]-0000,2024-05-15,mg,2024-05-15T09:52:24,OK,ADAM,,2,mg
REPORT,argx-113-[mg]-0000,2024-05-15,mg,2024-05-15T09:55:18,OK,REPORT,,2,mg
SDTM,argx-113-[mg]-2008,2024-05-15,mg,2024-05-15T01:27:59,OK,SDTM,,1,
ADAM,argx-113-[mg]-2008,2024-05-15,mg,2024-05-15T05:46:50,OK,ADAM,,2,mg
REPORT,argx-113-[mg]-2008,2024-05-15,mg,2024-05-15T05:48:14,OK,REPORT,,2,mg
SDTM,argx-113-[x-ind]-0000,2024-05-15,x-ind,2024-05-15T09:06:13,OK,SDTM,,1,x-ind
ADAM,argx-113-[x-ind]-0000,2024-05-15,x-ind,2024-05-15T11:26:50,OK,ADAM,,2,x-ind
REPORT,argx-113-[x-ind]-0000,2024-05-15,x-ind,2024-05-15T11:32:04,OK,REPORT,,2,x-ind
SDTM,argx-117-[dgf]-0000,2024-05-15,dgf,2024-05-15T00:44:59,OK,SDTM,,1,dgf
ADAM,argx-117-[dgf]-0000,2024-05-15,dgf,2024-05-15T00:59:16,OK,ADAM,,2,dgf
REPORT,argx-117-[dgf]-0000,2024-05-15,dgf,2024-05-15T01:00:33,OK,REPORT,,2,dgf
ADAM,argx-117-[dgf]-2201,2024-05-15,dgf,2024-05-15T00:28:57,OK,ADAM,,2,dgf
REPORT,argx-117-[dgf]-2201,2024-05-15,dgf,2024-05-15T00:30:14,OK,REPORT,,2,dgf
ADAM,argx-117-[x-ind]-0000,2024-05-15,x-ind,2024-05-15T01:13:04,OK,ADAM,,2,x-ind
REPORT,argx-117-[x-ind]-0000,2024-05-15,x-ind,2024-05-15T01:14:40,OK,REPORT,,2,x-ind
ADAM,argx-119-[cms]-0000,2024-05-15,cms,2024-05-15T01:01:14,OK,ADAM,Y,2,cms
ADAM,argx-119-[cms]-2301,2024-05-15,cms,2024-05-15T00:41:36,OK,ADAM,Y,2,cms
ADAM,argx-119-[cms]-0000,2024-05-16,cms,2024-05-16T01:01:50,OK,ADAM,Y,2,cms
ADAM,argx-119-[cms]-2301,2024-05-16,cms,2024-05-16T00:41:32,OK,ADAM,Y,2,cms
ADAM,argx-119-[cms]-0000,2024-05-17,cms,2024-05-17T01:01:18,OK,ADAM,Y,2,cms
ADAM,argx-119-[cms]-2301,2024-05-17,cms,2024-05-17T00:41:31,OK,ADAM,Y,2,cms
SDTM,argx-113-[hv]-0000,2024-05-18,hv,2024-05-18T06:35:10,OK,SDTM,,1,hv
ADAM,argx-113-[hv]-0000,2024-05-18,hv,2024-05-18T09:03:27,OK,ADAM,,2,hv
REPORT,argx-113-[hv]-0000,2024-05-18,hv,2024-05-18T09:05:42,OK,REPORT,,2,hv
SDTM,argx-113-[hv]-2201,2024-05-18,hv,2024-05-18T00:45:42,OK,SDTM,,1,
ADAM,argx-113-[hv]-2201,2024-05-18,hv,2024-05-18T05:09:00,OK,ADAM,,2,hv
REPORT,argx-113-[hv]-2201,2024-05-18,hv,2024-05-18T05:10:22,OK,REPORT,,2,hv
SDTM,argx-113-[x-ind]-0000,2024-05-18,x-ind,2024-05-18T08:47:06,OK,SDTM,,1,x-ind
ADAM,argx-119-[cms]-0000,2024-05-18,cms,2024-05-18T01:02:55,OK,ADAM,Y,2,cms
ADAM,argx-119-[cms]-2301,2024-05-18,cms,2024-05-18T00:42:28,OK,ADAM,Y,2,cms
SDTM,argx-113-[cidp]-1902,2024-05-19,cidp,2024-05-19T00:40:51,UPTODATE,SDTM,,1,
ADAM,argx-113-[x-ind]-0000,2024-05-19,x-ind,2024-05-19T08:30:41,OK,ADAM,,2,x-ind
REPORT,argx-113-[x-ind]-0000,2024-05-19,x-ind,2024-05-19T08:35:54,OK,REPORT,,2,x-ind
ADAM,argx-119-[cms]-0000,2024-05-19,cms,2024-05-19T01:03:19,OK,ADAM,Y,2,cms
ADAM,argx-119-[cms]-2301,2024-05-19,cms,2024-05-19T00:42:37,OK,ADAM,Y,2,cms
SDTM,argx-113-[cidp]-1902,2024-05-20,cidp,2024-05-20T00:41:17,UPTODATE,SDTM,,1,
ADAM,argx-119-[cms]-0000,2024-05-20,cms,2024-05-20T01:02:59,OK,ADAM,Y,2,cms
ADAM,argx-119-[cms]-2301,2024-05-20,cms,2024-05-20T00:42:14,OK,ADAM,Y,2,cms
SDTM,argx-113-[cidp]-1902,2024-05-21,cidp,2024-05-21T00:40:12,UPTODATE,SDTM,,1,
SDTM,argx-113-[iim]-2011,2024-05-21,iim,2024-05-21T00:55:59,UPTODATE,SDTM,,1,
ADAM,argx-119-[cms]-0000,2024-05-21,cms,2024-05-21T01:02:23,OK,ADAM,Y,2,cms
ADAM,argx-119-[cms]-2301,2024-05-21,cms,2024-05-21T00:41:38,OK,ADAM,Y,2,cms
SDTM,argx-113-[cidp]-0000,2024-05-22,cidp,2024-05-22T06:34:19,OK,SDTM,,1,cidp
ADAM,argx-113-[cidp]-0000,2024-05-22,cidp,2024-05-22T09:32:03,OK,ADAM,,2,cidp
REPORT,argx-113-[cidp]-0000,2024-05-22,cidp,2024-05-22T09:33:56,OK,REPORT,,2,cidp
SDTM,argx-113-[cidp]-1902,2024-05-22,cidp,2024-05-22T00:38:58,UPTODATE,SDTM,,1,
ADAM,argx-113-[cidp]-1902,2024-05-22,cidp,2024-05-22T05:04:05,OK,ADAM,,2,cidp
REPORT,argx-113-[cidp]-1902,2024-05-22,cidp,2024-05-22T05:06:03,OK,REPORT,,2,cidp
SDTM,argx-113-[iim]-2011,2024-05-22,iim,2024-05-22T00:56:41,UPTODATE,SDTM,,1,
SDTM,argx-113-[pots]-0000,2024-05-22,pots,2024-05-22T07:00:03,OK,SDTM,,1,pots
ADAM,argx-113-[pots]-0000,2024-05-22,pots,2024-05-22T09:58:47,OK,ADAM,,2,pots
REPORT,argx-113-[pots]-0000,2024-05-22,pots,2024-05-22T10:00:05,OK,REPORT,,2,pots
SDTM,argx-113-[pots]-2105,2024-05-22,pots,2024-05-22T01:50:55,OK,SDTM,,1,
ADAM,argx-113-[pots]-2105,2024-05-22,pots,2024-05-22T06:07:12,OK,ADAM,,2,pots
REPORT,argx-113-[pots]-2105,2024-05-22,pots,2024-05-22T06:08:28,OK,REPORT,,2,pots
SDTM,argx-113-[x-ind]-0000,2024-05-22,x-ind,2024-05-22T09:15:28,OK,SDTM,,1,x-ind
ADAM,argx-113-[x-ind]-0000,2024-05-22,x-ind,2024-05-22T11:27:33,OK,ADAM,,2,x-ind
REPORT,argx-113-[x-ind]-0000,2024-05-22,x-ind,2024-05-22T11:33:06,OK,REPORT,,2,x-ind
ADAM,argx-119-[cms]-0000,2024-05-22,cms,2024-05-22T01:02:33,OK,ADAM,Y,2,cms
ADAM,argx-119-[cms]-2301,2024-05-22,cms,2024-05-22T00:42:02,OK,ADAM,Y,2,cms
SDTM,argx-113-[iim]-2011,2024-05-23,iim,2024-05-23T00:55:16,UPTODATE,SDTM,,1,
SDTM,argx-113-[itp]-0000,2024-05-23,itp,2024-05-23T06:49:21,OK,SDTM,,1,itp
ADAM,argx-113-[itp]-0000,2024-05-23,itp,2024-05-23T08:01:54,OK,ADAM,,2,itp
REPORT,argx-113-[itp]-0000,2024-05-23,itp,2024-05-23T08:03:55,OK,REPORT,,2,itp
ADAM,argx-113-[itp]-1801,2024-05-23,itp,2024-05-23T05:31:20,OK,ADAM,,2,itp
REPORT,argx-113-[itp]-1801,2024-05-23,itp,2024-05-23T05:33:14,OK,REPORT,,2,itp
SDTM,argx-113-[pots]-0000,2024-05-23,pots,2024-05-23T07:02:56,OK,SDTM,,1,pots
ADAM,argx-113-[pots]-0000,2024-05-23,pots,2024-05-23T08:24:24,OK,ADAM,,2,pots
REPORT,argx-113-[pots]-0000,2024-05-23,pots,2024-05-23T08:25:44,OK,REPORT,,2,pots
SDTM,argx-113-[pots]-2105,2024-05-23,pots,2024-05-23T01:48:17,UPTODATE,SDTM,,1,
SDTM,argx-113-[pots]-2105,2024-05-23,pots,2024-05-23T01:49:06,OK,SDTM,,1,
ADAM,argx-113-[pots]-2105,2024-05-23,pots,2024-05-23T06:15:01,OK,ADAM,,2,pots
REPORT,argx-113-[pots]-2105,2024-05-23,pots,2024-05-23T06:16:21,OK,REPORT,,2,pots
SDTM,argx-113-[x-ind]-0000,2024-05-23,x-ind,2024-05-23T07:39:04,OK,SDTM,,1,x-ind
ADAM,argx-113-[x-ind]-0000,2024-05-23,x-ind,2024-05-23T09:52:54,OK,ADAM,,2,x-ind
REPORT,argx-113-[x-ind]-0000,2024-05-23,x-ind,2024-05-23T09:58:21,OK,REPORT,,2,x-ind
ADAM,argx-119-[cms]-0000,2024-05-23,cms,2024-05-23T01:02:14,OK,ADAM,Y,2,cms
ADAM,argx-119-[cms]-2301,2024-05-23,cms,2024-05-23T00:41:41,OK,ADAM,Y,2,cms
SDTM,argx-113-[iim]-0000,2024-05-24,iim,2024-05-24T06:13:37,OK,SDTM,,1,iim
ADAM,argx-113-[iim]-0000,2024-05-24,iim,2024-05-24T07:11:18,OK,ADAM,,2,iim
REPORT,argx-113-[iim]-0000,2024-05-24,iim,2024-05-24T07:12:37,OK,REPORT,,2,iim
SDTM,argx-113-[iim]-2011,2024-05-24,iim,2024-05-24T00:54:34,OK,SDTM,,1,
ADAM,argx-113-[iim]-2011,2024-05-24,iim,2024-05-24T05:11:30,OK,ADAM,,2,iim
REPORT,argx-113-[iim]-2011,2024-05-24,iim,2024-05-24T05:12:48,OK,REPORT,,2,iim
SDTM,argx-113-[x-ind]-0000,2024-05-24,x-ind,2024-05-24T06:56:56,OK,SDTM,,1,x-ind
ADAM,argx-113-[x-ind]-0000,2024-05-24,x-ind,2024-05-24T08:49:33,OK,ADAM,,2,x-ind
REPORT,argx-113-[x-ind]-0000,2024-05-24,x-ind,2024-05-24T08:55:09,OK,REPORT,,2,x-ind
ADAM,argx-117-[x-ind]-0000,2024-05-24,x-ind,2024-05-24T00:43:18,OK,ADAM,,2,x-ind
REPORT,argx-117-[x-ind]-0000,2024-05-24,x-ind,2024-05-24T00:44:51,OK,REPORT,,2,x-ind
SDTM,argx-117-[x-ind]-0000,2024-05-24,x-ind,2024-05-24T09:36:27,OK,SDTM,,1,x-ind
ADAM,argx-119-[cms]-0000,2024-05-24,cms,2024-05-24T01:27:25,OK,ADAM,Y,2,cms
ADAM,argx-119-[cms]-2301,2024-05-24,cms,2024-05-24T00:46:27,OK,ADAM,Y,2,cms
SDTM,argx-119-[hv]-0000,2024-05-24,hv,2024-05-24T01:15:03,OK,SDTM,,1,hv
ADAM,argx-119-[hv]-0000,2024-05-24,hv,2024-05-24T01:40:51,OK,ADAM,,2,hv
REPORT,argx-119-[hv]-0000,2024-05-24,hv,2024-05-24T01:42:10,OK,REPORT,,2,hv
SDTM,argx-119-[hv]-2201,2024-05-24,hv,2024-05-24T00:21:50,OK,SDTM,,1,
ADAM,argx-119-[hv]-2201,2024-05-24,hv,2024-05-24T01:01:35,OK,ADAM,,2,hv
REPORT,argx-119-[hv]-2201,2024-05-24,hv,2024-05-24T01:02:52,OK,REPORT,,2,hv
SDTM,argx-119-[x-ind]-0000,2024-05-24,x-ind,2024-05-24T01:20:23,OK,SDTM,,1,x-ind
ADAM,argx-119-[x-ind]-0000,2024-05-24,x-ind,2024-05-24T01:57:19,OK,ADAM,,2,x-ind
REPORT,argx-119-[x-ind]-0000,2024-05-24,x-ind,2024-05-24T01:58:57,OK,REPORT,,2,x-ind
SDTM,argx-113-[bp]-2010,2024-05-25,bp,2024-05-25T00:35:59,UPTODATE,SDTM,,1,
SDTM,argx-113-[iim]-0000,2024-05-25,iim,2024-05-25T06:49:18,OK,SDTM,,1,iim
ADAM,argx-113-[iim]-0000,2024-05-25,iim,2024-05-25T09:41:11,OK,ADAM,,2,iim
REPORT,argx-113-[iim]-0000,2024-05-25,iim,2024-05-25T09:42:52,OK,REPORT,,2,iim
SDTM,argx-113-[iim]-2007,2024-05-25,iim,2024-05-25T00:56:09,OK,SDTM,,1,
ADAM,argx-113-[iim]-2007,2024-05-25,iim,2024-05-25T05:26:03,OK,ADAM,,2,iim
REPORT,argx-113-[iim]-2007,2024-05-25,iim,2024-05-25T05:27:45,OK,REPORT,,2,iim
SDTM,argx-113-[iim]-2011,2024-05-25,iim,2024-05-25T00:59:24,UPTODATE,SDTM,,1,
ADAM,argx-113-[iim]-2011,2024-05-25,iim,2024-05-25T05:43:08,OK,ADAM,,2,iim
REPORT,argx-113-[iim]-2011,2024-05-25,iim,2024-05-25T05:44:33,OK,REPORT,,2,iim
SDTM,argx-113-[x-ind]-0000,2024-05-25,x-ind,2024-05-25T09:25:28,OK,SDTM,,1,x-ind
ADAM,argx-113-[x-ind]-0000,2024-05-25,x-ind,2024-05-25T11:17:43,OK,ADAM,,2,x-ind
REPORT,argx-113-[x-ind]-0000,2024-05-25,x-ind,2024-05-25T11:23:20,OK,REPORT,,2,x-ind
ADAM,argx-119-[cms]-0000,2024-05-25,cms,2024-05-25T01:02:57,OK,ADAM,Y,2,cms
ADAM,argx-119-[cms]-2301,2024-05-25,cms,2024-05-25T00:42:15,OK,ADAM,Y,2,cms
SDTM,argx-113-[bp]-2010,2024-05-26,bp,2024-05-26T00:34:25,UPTODATE,SDTM,,1,
ADAM,argx-119-[cms]-0000,2024-05-26,cms,2024-05-26T01:03:05,OK,ADAM,Y,2,cms
ADAM,argx-119-[cms]-2301,2024-05-26,cms,2024-05-26T00:42:21,OK,ADAM,Y,2,cms
SDTM,argx-113-[bp]-2010,2024-05-27,bp,2024-05-27T00:36:32,UPTODATE,SDTM,,1,
ADAM,argx-119-[cms]-0000,2024-05-27,cms,2024-05-27T01:03:01,OK,ADAM,Y,2,cms
ADAM,argx-119-[cms]-2301,2024-05-27,cms,2024-05-27T00:42:10,OK,ADAM,Y,2,cms
SDTM,argx-113-[bp]-0000,2024-05-28,bp,2024-05-28T06:26:58,OK,SDTM,,1,bp
ADAM,argx-113-[bp]-0000,2024-05-28,bp,2024-05-28T08:52:30,OK,ADAM,,2,bp
REPORT,argx-113-[bp]-0000,2024-05-28,bp,2024-05-28T08:54:25,OK,REPORT,,2,bp
ADAM,argx-113-[bp]-2009,2024-05-28,bp,2024-05-28T04:47:16,OK,ADAM,,2,bp
REPORT,argx-113-[bp]-2009,2024-05-28,bp,2024-05-28T04:48:54,OK,REPORT,,2,bp
SDTM,argx-113-[bp]-2010,2024-05-28,bp,2024-05-28T00:32:50,OK,SDTM,,1,
ADAM,argx-113-[bp]-2010,2024-05-28,bp,2024-05-28T05:03:59,OK,ADAM,,2,bp
REPORT,argx-113-[bp]-2010,2024-05-28,bp,2024-05-28T05:05:22,OK,REPORT,,2,bp
ADAM,argx-113-[pv]-1905,2024-05-28,pv,2024-05-28T06:01:48,OK,ADAM,,2,pv
REPORT,argx-113-[pv]-1905,2024-05-28,pv,2024-05-28T06:03:41,OK,REPORT,,2,pv
SDTM,argx-113-[x-ind]-0000,2024-05-28,x-ind,2024-05-28T08:41:14,OK,SDTM,,1,x-ind
ADAM,argx-113-[x-ind]-0000,2024-05-28,x-ind,2024-05-28T10:30:24,OK,ADAM,,2,x-ind
REPORT,argx-113-[x-ind]-0000,2024-05-28,x-ind,2024-05-28T10:35:37,OK,REPORT,,2,x-ind
ADAM,argx-119-[cms]-0000,2024-05-28,cms,2024-05-28T01:02:26,OK,ADAM,Y,2,cms
ADAM,argx-119-[cms]-2301,2024-05-28,cms,2024-05-28T00:41:57,OK,ADAM,Y,2,cms
SDTM,argx-113-[itp]-0000,2024-05-29,itp,2024-05-29T06:27:44,OK,SDTM,,1,itp
ADAM,argx-113-[itp]-0000,2024-05-29,itp,2024-05-29T07:37:45,OK,ADAM,,2,itp
REPORT,argx-113-[itp]-0000,2024-05-29,itp,2024-05-29T07:39:43,OK,REPORT,,2,itp
ADAM,argx-113-[itp]-1801,2024-05-29,itp,2024-05-29T05:25:10,OK,ADAM,,2,itp
REPORT,argx-113-[itp]-1801,2024-05-29,itp,2024-05-29T05:26:47,OK,REPORT,,2,itp
SDTM,argx-113-[ln]-2202,2024-05-29,ln,2024-05-29T01:13:20,UPTODATE,SDTM,,1,
SDTM,argx-113-[mn]-2203,2024-05-29,mn,2024-05-29T01:33:05,UPTODATE,SDTM,,1,
SDTM,argx-113-[sjogren]-2106,2024-05-29,sjogren,2024-05-29T01:51:46,UPTODATE,SDTM,,1,
SDTM,argx-113-[x-ind]-0000,2024-05-29,x-ind,2024-05-29T07:15:24,OK,SDTM,,1,x-ind
ADAM,argx-113-[x-ind]-0000,2024-05-29,x-ind,2024-05-29T09:13:12,OK,ADAM,,2,x-ind
REPORT,argx-113-[x-ind]-0000,2024-05-29,x-ind,2024-05-29T09:18:51,OK,REPORT,,2,x-ind
ADAM,argx-119-[cms]-0000,2024-05-29,cms,2024-05-29T01:02:26,OK,ADAM,Y,2,cms
ADAM,argx-119-[cms]-2301,2024-05-29,cms,2024-05-29T00:41:52,OK,ADAM,Y,2,cms
SDTM,argx-113-[ln]-2202,2024-05-30,ln,2024-05-30T01:14:24,UPTODATE,SDTM,,1,
SDTM,argx-113-[mn]-2203,2024-05-30,mn,2024-05-30T01:36:26,UPTODATE,SDTM,,1,
SDTM,argx-113-[sjogren]-0000,2024-05-30,sjogren,2024-05-30T06:44:00,OK,SDTM,,1,sjogren
ADAM,argx-113-[sjogren]-0000,2024-05-30,sjogren,2024-05-30T08:58:13,OK,ADAM,,2,sjogren
REPORT,argx-113-[sjogren]-0000,2024-05-30,sjogren,2024-05-30T08:59:31,OK,REPORT,,2,sjogren
SDTM,argx-113-[sjogren]-2106,2024-05-30,sjogren,2024-05-30T01:52:49,UPTODATE,SDTM,,1,
SDTM,argx-113-[sjogren]-2211,2024-05-30,sjogren,2024-05-30T01:54:07,OK,SDTM,,1,
ADAM,argx-113-[sjogren]-2211,2024-05-30,sjogren,2024-05-30T05:58:37,OK,ADAM,,2,sjogren
REPORT,argx-113-[sjogren]-2211,2024-05-30,sjogren,2024-05-30T05:59:54,OK,REPORT,,2,sjogren
SDTM,argx-113-[x-ind]-0000,2024-05-30,x-ind,2024-05-30T08:33:29,OK,SDTM,,1,x-ind
ADAM,argx-113-[x-ind]-0000,2024-05-30,x-ind,2024-05-30T10:25:10,OK,ADAM,,2,x-ind
REPORT,argx-113-[x-ind]-0000,2024-05-30,x-ind,2024-05-30T10:30:36,OK,REPORT,,2,x-ind
ADAM,argx-119-[cms]-0000,2024-05-30,cms,2024-05-30T01:01:26,OK,ADAM,Y,2,cms
ADAM,argx-119-[cms]-2301,2024-05-30,cms,2024-05-30T00:41:58,OK,ADAM,Y,2,cms
SDTM,argx-113-[ln]-2202,2024-05-31,ln,2024-05-31T01:15:48,UPTODATE,SDTM,,1,
SDTM,argx-113-[mn]-2203,2024-05-31,mn,2024-05-31T01:38:45,UPTODATE,SDTM,,1,
SDTM,argx-113-[sjogren]-2106,2024-05-31,sjogren,2024-05-31T01:54:23,UPTODATE,SDTM,,1,
ADAM,argx-119-[cms]-0000,2024-05-31,cms,2024-05-31T01:11:45,OK,ADAM,Y,2,cms
ADAM,argx-119-[cms]-2301,2024-05-31,cms,2024-05-31T00:46:31,OK,ADAM,Y,2,cms
SDTM,argx-113-[ln]-0000,2024-06-01,ln,2024-06-01T07:14:18,OK,SDTM,,1,ln
ADAM,argx-113-[ln]-0000,2024-06-01,ln,2024-06-01T10:10:46,OK,ADAM,,2,ln
REPORT,argx-113-[ln]-0000,2024-06-01,ln,2024-06-01T10:12:05,OK,REPORT,,2,ln
SDTM,argx-113-[ln]-2202,2024-06-01,ln,2024-06-01T01:13:55,OK,SDTM,,1,
ADAM,argx-113-[ln]-2202,2024-06-01,ln,2024-06-01T05:33:30,OK,ADAM,,2,ln
REPORT,argx-113-[ln]-2202,2024-06-01,ln,2024-06-01T05:34:50,OK,REPORT,,2,ln
SDTM,argx-113-[mn]-0000,2024-06-01,mn,2024-06-01T07:23:26,OK,SDTM,,1,mn
ADAM,argx-113-[mn]-0000,2024-06-01,mn,2024-06-01T10:28:15,OK,ADAM,,2,mn
REPORT,argx-113-[mn]-0000,2024-06-01,mn,2024-06-01T10:29:37,OK,REPORT,,2,mn
SDTM,argx-113-[mn]-2203,2024-06-01,mn,2024-06-01T01:35:46,OK,SDTM,,1,
ADAM,argx-113-[mn]-2203,2024-06-01,mn,2024-06-01T06:04:37,OK,ADAM,,2,mn
REPORT,argx-113-[mn]-2203,2024-06-01,mn,2024-06-01T06:05:59,OK,REPORT,,2,mn
SDTM,argx-113-[pots]-0000,2024-06-01,pots,2024-06-01T07:29:00,OK,SDTM,,1,pots
ADAM,argx-113-[pots]-0000,2024-06-01,pots,2024-06-01T10:45:41,OK,ADAM,,2,pots
REPORT,argx-113-[pots]-0000,2024-06-01,pots,2024-06-01T10:47:00,OK,REPORT,,2,pots
SDTM,argx-113-[pots]-2105,2024-06-01,pots,2024-06-01T01:52:42,UPTODATE,SDTM,,1,
SDTM,argx-113-[pots]-2105,2024-06-01,pots,2024-06-01T01:53:39,OK,SDTM,,1,
ADAM,argx-113-[pots]-2105,2024-06-01,pots,2024-06-01T06:25:03,OK,ADAM,,2,pots
REPORT,argx-113-[pots]-2105,2024-06-01,pots,2024-06-01T06:26:18,OK,REPORT,,2,pots
SDTM,argx-113-[sjogren]-0000,2024-06-01,sjogren,2024-06-01T07:34:55,OK,SDTM,,1,sjogren
ADAM,argx-113-[sjogren]-0000,2024-06-01,sjogren,2024-06-01T11:01:20,OK,ADAM,,2,sjogren
REPORT,argx-113-[sjogren]-0000,2024-06-01,sjogren,2024-06-01T11:02:35,OK,REPORT,,2,sjogren
SDTM,argx-113-[sjogren]-2106,2024-06-01,sjogren,2024-06-01T01:55:32,OK,SDTM,,1,
ADAM,argx-113-[sjogren]-2106,2024-06-01,sjogren,2024-06-01T06:41:19,OK,ADAM,,2,sjogren
REPORT,argx-113-[sjogren]-2106,2024-06-01,sjogren,2024-06-01T06:42:37,OK,REPORT,,2,sjogren
SDTM,argx-113-[x-ind]-0000,2024-06-01,x-ind,2024-06-01T09:52:42,OK,SDTM,,1,x-ind
ADAM,argx-113-[x-ind]-0000,2024-06-01,x-ind,2024-06-01T12:29:02,OK,ADAM,,2,x-ind
REPORT,argx-113-[x-ind]-0000,2024-06-01,x-ind,2024-06-01T12:34:35,OK,REPORT,,2,x-ind
ADAM,argx-119-[cms]-0000,2024-06-01,cms,2024-06-01T01:04:43,OK,ADAM,Y,2,cms
