cpu_pct_used,mem_pct_used,swap_pct_used,transient_pct_used,saswork_pct_used,xythosfs_pct_used,workspace_pct_used,high_usage,TotalRecvQ_bytes,TotalSendQ_bytes,usockets_servers,usockets_connections,tcp_active_connections,tcp_inactive_connections,active_https_conn,inactive_https_conn,enP65410s1_rx_packets,enP65410s1_rx_bytes,enP65410s1_tx_packets,enP65410s1_tx_bytes,eth0_rx_packets,eth0_rx_bytes,eth0_tx_packets,eth0_tx_bytes,lo_rx_packets,lo_rx_bytes,lo_tx_packets,lo_tx_bytes,eth1_rx_packets,eth1_rx_bytes,eth1_tx_packets,eth1_tx_bytes,date
3,23.5,100,0.9,0.2,60.9,66.6,,7,270,42,103,121,160,3,2,,,,,243,69120,259,53300,176,116946,176,116946,236,71027,262,53498,2025-03-22T21:35:07+00:00
3,23.5,100,0.9,0.2,60.9,66.6,,7,270,42,103,133,159,4,2,,,,,82,16559,100,16577,138,138291,138,138291,75,16542,100,16577,2025-03-22T21:37:07+00:00
3,23.5,99.9,0.9,0.2,60.9,66.6,,43,162,42,103,105,160,3,2,,,,,427,485047,286,470316,114,111424,114,111424,700,508340,579,489654,2025-03-22T21:39:07+00:00
1,23.2,99.9,0.8,0.2,60.9,66.6,,9,378,42,100,137,156,5,1,,,,,42,5508,50,5391,118,111294,118,111294,35,4931,50,5391,2025-03-22T21:41:07+00:00
0,23.3,99.9,0.8,0.2,60.9,66.6,,7,270,42,100,141,155,4,1,,,,,67,9841,86,9514,115,112669,115,112669,60,9614,86,9514,2025-03-22T21:43:07+00:00
4,23.4,99.9,0.9,0.2,60.9,66.6,,8,2837,45,107,126,163,3,2,,,,,22,7435,30,2534,140,118046,140,118046,12,5965,30,2534,2025-03-22T21:45:07+00:00
3,23.7,99.9,0.9,0.2,60.9,66.6,,55,162,42,103,129,164,4,2,,,,,114,17425,128,19337,178,119538,178,119538,92,13989,129,19403,2025-03-22T21:47:07+00:00
4,23.7,99.9,0.9,0.2,60.9,66.6,,12,540,42,103,114,159,4,2,,,,,133,20893,156,22012,132,114048,132,114048,111,17723,157,22078,2025-03-22T21:49:06+00:00
2,23.7,99.9,0.9,0.2,60.9,66.6,,2,0,42,103,125,162,4,2,,,,,111,15016,122,14307,65,10076,65,10076,97,14240,122,14307,2025-03-22T21:51:06+00:00
3,23.7,99.9,0.9,0.2,60.9,66.6,,421,726,42,103,143,160,3,2,,,,,56,7633,63,7341,117,111242,117,111242,49,7252,63,7341,2025-03-22T21:53:07+00:00
5,23.7,99.9,0.9,0.2,60.9,66.6,,6,216,42,103,121,159,3,2,,,,,112,15999,131,15368,108,110748,108,110748,104,16253,131,15368,2025-03-22T21:55:07+00:00
3,23.7,99.9,0.9,0.3,60.9,66.6,,8,324,42,103,134,161,4,2,,,,,112,15778,123,14715,92,11480,92,11480,105,16181,123,14715,2025-03-22T21:57:06+00:00
0,23.2,99.9,0.8,0.2,60.9,66.6,,72,324,42,100,113,151,3,1,,,,,96,18344,102,19024,117,111242,117,111242,89,18523,102,19024,2025-03-22T21:59:07+00:00
2,23.5,99.9,0.8,0.2,60.9,66.6,,14,648,42,103,142,162,4,2,,,,,589,479537,736,143685,888,1554416,888,1554416,742,497027,754,144873,2025-03-22T22:01:07+00:00
6,23.3,99.9,0.8,0.2,60.9,66.6,,6,270,42,102,148,164,4,1,,,,,148,24232,180,21987,495,194869,495,194869,131,24014,180,21987,2025-03-22T22:03:07+00:00
1,23.3,99.9,0.8,0.2,60.9,66.6,,7,270,42,100,124,156,3,1,,,,,109,15359,123,14676,112,110956,112,110956,101,15571,123,14676,2025-03-22T22:05:07+00:00
0,23.3,99.9,0.8,0.2,60.9,66.6,,56,216,42,100,129,157,3,1,,,,,62,8250,69,7767,108,110774,108,110774,52,7488,69,7767,2025-03-22T22:07:07+00:00
0,23.3,99.9,0.8,0.2,60.9,66.6,,56,216,42,100,105,154,2,1,,,,,100,14488,117,13182,118,111294,118,111294,89,14023,117,13182,2025-03-22T22:09:07+00:00
0,23.2,99.9,0.8,0.2,60.9,66.6,,8,324,42,100,129,152,4,1,,,,,101,13756,114,13653,121,111450,121,111450,94,14005,114,13653,2025-03-22T22:11:07+00:00
1,23.3,99.9,0.8,0.2,60.9,66.6,,49,324,42,100,146,152,3,1,,,,,87,12159,93,10842,116,111190,116,111190,80,12212,93,10842,2025-03-22T22:13:07+00:00
0,23.2,99.9,0.8,0.2,60.9,66.6,,3,54,42,100,117,148,3,1,,,,,70,11374,91,13411,118,111268,118,111268,43,6695,92,13477,2025-03-22T22:15:07+00:00
0,23.2,99.9,0.8,0.2,60.9,66.6,,7,270,42,100,131,128,3,1,,,,,121,23125,136,25758,112,110982,112,110982,93,18487,136,25410,2025-03-22T22:17:07+00:00
1,23.2,99.9,0.8,0.2,60.9,66.6,,8,324,42,100,111,128,3,1,,,,,63,9351,70,9091,115,111138,115,111138,56,9068,70,9091,2025-03-22T22:19:07+00:00
1,23.2,99.9,0.8,0.2,60.9,66.6,,58,324,42,100,135,131,3,1,,,,,26,3816,42,3601,110,110878,110,110878,19,3015,42,3601,2025-03-22T22:21:07+00:00
0,23.3,99.9,0.8,0.2,60.9,66.6,,7,270,45,104,140,129,3,1,,,,,108,20121,115,20983,115,111138,115,111138,101,20468,115,20983,2025-03-22T22:23:07+00:00
0,23.2,99.9,0.8,0.2,60.9,66.6,,167,2202,42,100,120,126,3,1,,,,,58,8286,65,7905,112,110982,112,110982,57,9010,65,7905,2025-03-22T22:25:07+00:00
1,23.5,99.9,0.9,0.2,60.9,66.6,,6,276,42,103,129,138,3,2,,,,,4248,1902864,3807,1513084,120,111398,120,111398,4887,2003543,4532,1560734,2025-03-22T22:27:07+00:00
2,23.5,99.9,0.9,0.2,60.9,66.6,,6,260,42,103,106,138,3,2,,,,,5432,4720664,3733,4331730,108,110774,108,110774,7878,4956953,6511,4515078,2025-03-22T22:29:07+00:00
2,23.5,99.9,0.9,0.2,60.9,66.6,,10,515,42,103,135,135,5,2,,,,,4869,4092343,3578,3783904,108,112344,108,112344,6976,4299571,5914,3938020,2025-03-22T22:31:07+00:00
3,23.5,99.9,0.9,0.2,60.9,66.6,,98,432,42,103,148,137,3,2,,,,,117,17077,139,16159,112,110982,112,110982,110,17550,139,16159,2025-03-22T22:33:07+00:00
3,23.5,99.9,0.9,0.2,60.9,66.6,,6,216,42,103,121,137,3,2,,,,,2734,3666503,1401,3529940,126,112018,126,112018,4866,3844705,3712,3682466,2025-03-22T22:35:07+00:00
3,23.5,99.9,0.9,0.2,60.9,66.6,,7,270,42,103,132,137,3,2,,,,,117,16272,130,15115,114,111474,114,111474,103,15580,130,15115,2025-03-22T22:37:06+00:00
4,23.5,99.9,0.9,0.2,60.9,66.6,,13,594,42,103,113,136,3,2,,,,,102,23444,111,21594,150,115179,150,115179,95,23707,113,21726,2025-03-22T22:39:07+00:00
1,23.3,99.9,0.8,0.2,60.9,66.6,,59,378,42,100,140,132,5,1,,,,,63,8952,72,8361,116,111190,116,111190,56,8669,72,8361,2025-03-22T22:41:07+00:00
0,23.3,99.9,0.8,0.2,60.9,66.6,,7,270,42,100,139,129,3,1,,,,,58,7845,62,7317,114,111086,114,111086,51,7492,62,7317,2025-03-22T22:43:07+00:00
6,23.4,99.9,0.9,0.2,60.9,66.6,,9,378,48,110,131,135,4,1,,,,,565,242086,591,90071,223,258802,223,258802,557,248531,592,90137,2025-03-22T22:45:07+00:00
2,23.7,99.9,0.9,0.2,60.9,66.6,,73,540,42,103,140,143,4,2,,,,,96,18708,104,20135,111,110930,111,110930,96,20052,104,20135,2025-03-22T22:47:07+00:00
2,23.7,99.9,0.9,0.2,60.9,66.6,,75,486,42,103,112,143,3,2,,,,,71,9928,81,9391,119,111346,119,111346,64,9757,81,9391,2025-03-22T22:49:07+00:00
2,23.8,99.9,0.9,0.2,60.9,66.6,,7,270,42,103,129,138,4,2,,,,,69,11656,81,11528,125,111658,125,111658,62,11457,81,11528,2025-03-22T22:51:07+00:00
3,23.8,99.9,0.9,0.2,60.9,66.6,,13,594,42,103,147,141,2,2,,,,,106,14965,120,14394,102,110462,102,110462,99,15284,120,14394,2025-03-22T22:53:07+00:00
2,23.8,99.9,0.9,0.2,60.9,66.6,,11,486,45,107,125,137,3,2,,,,,87,11843,91,11113,108,110748,108,110748,79,11747,91,11113,2025-03-22T22:55:07+00:00
3,23.8,99.9,0.9,0.3,60.9,66.6,,59,378,42,103,135,140,4,2,,,,,128,18384,153,17356,134,112126,134,112126,114,17846,153,17356,2025-03-22T22:57:07+00:00
0,23.2,99.9,0.8,0.2,60.9,66.6,,10,432,42,100,109,132,3,1,,,,,87,12331,92,11365,125,111658,125,111658,73,11219,92,11365,2025-03-22T22:59:07+00:00
4,23.3,99.9,0.8,0.2,60.9,66.6,,9,378,45,104,129,133,3,1,,,,,112,23583,125,22704,121,111450,121,111450,81,18520,127,22836,2025-03-22T23:01:07+00:00
0,23.3,99.9,0.8,0.2,60.9,66.6,,8,324,42,100,142,139,4,1,,,,,118,18524,134,19432,119,111346,119,111346,93,14560,135,19498,2025-03-22T23:03:07+00:00
2,23.3,99.9,0.8,0.2,60.9,66.6,,8,324,42,100,123,138,3,1,,,,,31,6090,43,7998,116,111190,116,111190,11,1871,45,8149,2025-03-22T23:05:07+00:00
0,23.3,99.9,0.8,0.2,60.9,66.6,,8,524,42,100,135,140,4,1,,,,,68,9138,70,8228,133,112074,133,112074,61,8925,70,8228,2025-03-22T23:07:07+00:00
1,23.3,99.9,0.8,0.2,60.9,66.6,,7,270,42,100,106,136,3,1,,,,,128,18314,150,17008,116,111190,116,111190,114,17776,150,17008,2025-03-22T23:09:07+00:00
0,23.3,99.9,0.8,0.2,60.9,66.6,,52,378,42,100,129,137,4,1,,,,,55,7384,59,6959,117,111242,117,111242,48,6989,59,6959,2025-03-22T23:11:07+00:00
0,23.3,99.9,0.8,0.2,60.9,66.6,,4,108,42,100,140,134,3,1,,,,,106,14987,114,13673,129,111866,129,111866,99,15306,114,13673,2025-03-22T23:13:07+00:00
0,23.3,99.9,0.8,0.2,60.9,66.6,,54,108,42,100,118,134,3,1,,,,,24,3663,38,3315,120,111372,120,111372,16,2685,38,3315,2025-03-22T23:15:07+00:00
1,23.3,99.9,0.8,0.2,60.9,66.6,,60,432,42,100,134,132,3,1,,,,,113,15712,124,14477,101,110410,101,110410,99,14964,124,14477,2025-03-22T23:17:07+00:00
1,23.3,99.9,0.8,0.2,60.9,66.6,,8,324,42,100,110,130,3,1,,,,,109,14746,120,14223,113,111034,113,111034,95,13942,120,14223,2025-03-22T23:19:07+00:00
0,23.3,99.9,0.8,0.2,60.9,66.6,,47,378,42,100,135,132,3,1,,,,,106,14920,121,14517,108,110774,108,110774,99,15239,121,14517,2025-03-22T23:21:07+00:00
0,23.3,99.9,0.8,0.2,60.9,66.6,,6,216,42,100,140,130,3,1,,,,,423,89285,435,60135,105,110618,105,110618,416,94042,435,60135,2025-03-22T23:23:07+00:00
1,23.3,99.9,0.8,0.2,60.9,66.6,,94,162,42,100,121,129,4,1,,,,,237,49037,253,37493,116,111190,116,111190,222,48488,254,37559,2025-03-22T23:25:07+00:00
1,23.5,99.9,0.9,0.2,60.9,66.6,,9,421,45,107,134,139,3,2,,,,,4010,1846357,3571,1487314,177,117302,177,117302,4631,1939903,4294,1535032,2025-03-22T23:27:07+00:00
2,23.5,99.9,0.9,0.2,60.9,66.6,,11,714,42,103,112,139,4,2,,,,,5538,5452271,3742,5046585,142,114306,142,114306,8436,5717216,6942,5257725,2025-03-22T23:29:07+00:00
4,23.6,99.9,0.9,0.2,60.9,66.6,,49,1280,42,103,127,140,3,2,,,,,5380,6087824,3180,5744436,146,116378,146,116378,8763,6386459,6929,5991930,2025-03-22T23:31:07+00:00
4,23.6,99.9,0.9,0.2,60.9,66.6,,11,486,42,103,146,140,2,2,,,,,106,14959,120,14359,110,109829,110,109829,99,15278,120,14359,2025-03-22T23:33:06+00:00
4,23.6,99.9,0.9,0.2,60.9,66.6,,9,378,42,103,124,139,4,2,,,,,1836,2350952,1035,2316197,193,120454,193,120454,3194,2465498,2531,2414933,2025-03-22T23:35:07+00:00
3,23.5,99.9,0.9,0.2,60.9,66.6,,62,540,42,103,136,142,3,2,,,,,988,1460279,627,1065802,178,117168,178,117168,1803,1527198,1311,1110946,2025-03-22T23:37:07+00:00
3,23.5,99.9,0.9,0.2,60.9,66.6,,36,432,42,103,110,141,3,2,,,,,109,19961,115,19585,197,142188,197,142188,102,20322,115,19585,2025-03-22T23:39:07+00:00
1,23.3,99.9,0.8,0.2,60.9,66.6,,9,378,42,100,139,131,5,1,,,,,114,21436,131,22605,112,110982,112,110982,107,21867,130,22539,2025-03-22T23:41:07+00:00
0,23.3,99.9,0.8,0.2,60.9,66.6,,7,270,42,100,141,129,4,1,,,,,263,56891,274,39134,116,111190,116,111190,254,58513,275,39200,2025-03-22T23:43:07+00:00
4,23.3,99.9,0.9,0.2,60.9,66.6,,7,362,42,103,125,136,3,2,,,,,174,32750,189,23904,173,134057,173,134057,162,33209,189,23904,2025-03-22T23:45:07+00:00
2,23.7,99.9,0.9,0.2,60.9,66.6,,10,432,42,103,139,138,3,2,,,,,126,22944,134,17511,115,111138,115,111138,123,24243,134,17511,2025-03-22T23:47:07+00:00
3,23.7,99.9,0.9,0.2,60.9,66.6,,49,324,42,103,107,138,3,2,,,,,70,11613,84,13759,114,111086,114,111086,55,8726,85,13825,2025-03-22T23:49:07+00:00
3,23.7,99.9,0.9,0.2,60.9,66.6,,61,486,42,103,134,140,3,2,,,,,120,18483,134,19831,102,110462,102,110462,90,13589,135,19897,2025-03-22T23:51:07+00:00
2,23.7,99.9,0.9,0.2,60.9,66.6,,100,540,42,103,149,137,4,2,,,,,84,14025,104,14432,115,111138,115,111138,51,8162,105,14498,2025-03-22T23:53:07+00:00
2,23.7,99.9,0.9,0.2,60.9,66.6,,10,432,42,103,125,135,4,2,,,,,117,16319,125,14703,109,110800,109,110800,94,13936,125,14703,2025-03-22T23:55:07+00:00
3,23.7,99.9,0.9,0.3,60.9,66.6,,8,324,42,103,131,134,3,2,,,,,113,16318,126,14930,114,111086,114,111086,98,15193,126,14930,2025-03-22T23:57:06+00:00
0,23.3,99.9,0.8,0.2,60.9,66.6,,8,324,42,100,108,123,3,1,,,,,127,18236,145,16528,119,111346,119,111346,105,16142,145,16528,2025-03-22T23:59:07+00:00
