cpu_pct_used,mem_pct_used,swap_pct_used,transient_pct_used,saswork_pct_used,xythosfs_pct_used,workspace_pct_used,high_usage,TotalRecvQ_bytes,TotalSendQ_bytes,usockets_servers,usockets_connections,tcp_active_connections,tcp_inactive_connections,active_https_conn,inactive_https_conn,enP65410s1_rx_packets,enP65410s1_rx_bytes,enP65410s1_tx_packets,enP65410s1_tx_bytes,eth0_rx_packets,eth0_rx_bytes,eth0_tx_packets,eth0_tx_bytes,lo_rx_packets,lo_rx_bytes,lo_tx_packets,lo_tx_bytes,eth1_rx_packets,eth1_rx_bytes,eth1_tx_packets,eth1_tx_bytes,date
0,23,100,0.8,0.2,62.1,66.6,,8,324,42,100,142,135,5,1,,,,,15,1713,21,1667,123,111554,123,111554,8,758,21,1667,2025-03-22T16:41:07+00:00
2,23,100,0.8,0.2,62.1,66.6,,12,540,42,100,149,136,3,1,,,,,24,2926,32,2975,113,111034,113,111034,17,2097,32,2975,2025-03-22T16:43:07+00:00
4,23.1,100,0.9,0.2,62.1,66.6,,9,1364,42,103,123,141,3,2,,,,,60,12189,70,7037,125,112142,125,112142,41,9954,69,6927,2025-03-22T16:45:07+00:00
2,23.4,100,0.9,0.2,62.1,66.6,,47,378,42,103,133,145,3,2,,,,,86,11785,92,11431,122,111502,122,111502,83,12524,92,11431,2025-03-22T16:47:07+00:00
2,23.4,100,0.9,0.2,62.1,66.6,,12,540,42,103,114,142,4,2,,,,,61,8145,70,8127,117,111242,117,111242,54,7834,70,8127,2025-03-22T16:49:07+00:00
2,23.4,100,0.9,0.2,62.1,66.6,,51,324,42,103,129,143,3,2,,,,,62,8337,68,8041,120,111398,120,111398,55,8040,68,8041,2025-03-22T16:51:07+00:00
3,23.5,100,0.9,0.2,62.1,66.6,,7,292,42,103,140,141,3,2,,,,,61,8190,68,7886,120,111398,120,111398,54,7879,68,7886,2025-03-22T16:53:07+00:00
4,23.4,100,0.9,0.2,62.1,66.6,,7,270,42,103,127,141,5,2,,,,,106,17256,124,14959,115,111112,115,111112,98,17426,124,14959,2025-03-22T16:55:07+00:00
3,23.5,100,0.9,0.3,62.1,66.6,,61,486,42,103,134,144,3,2,,,,,20,2323,27,2107,100,110358,100,110358,10,973,27,2107,2025-03-22T16:57:07+00:00
0,23,100,0.8,0.2,62.1,66.6,,5,162,42,100,106,133,3,1,,,,,40,6467,50,8467,114,111086,114,111086,15,1530,51,8533,2025-03-22T16:59:07+00:00
0,23,100,0.8,0.2,62.1,66.6,,6,216,42,100,135,139,4,1,,,,,96,18170,115,21582,115,111138,115,111138,74,14482,116,21648,2025-03-22T17:01:07+00:00
2,23,100,0.8,0.2,62.1,66.6,,7,270,42,100,144,143,3,1,,,,,31,5479,40,7576,103,110514,103,110514,9,881,41,7642,2025-03-22T17:03:07+00:00
0,23,100,0.8,0.2,62.1,66.6,,8,324,42,100,121,139,3,1,,,,,52,7125,59,7255,102,110462,102,110462,48,7214,59,7255,2025-03-22T17:05:07+00:00
0,23,100,0.8,0.2,62.1,66.6,,7,270,42,100,130,140,3,1,,,,,41,5295,46,4981,101,110410,101,110410,33,4600,46,4981,2025-03-22T17:07:07+00:00
0,23,100,0.8,0.2,62.1,66.6,,1544,2382,42,100,114,139,3,1,,,,,41,5141,47,4992,113,111034,113,111034,34,4550,47,4992,2025-03-22T17:09:07+00:00
0,23,100,0.8,0.2,62.1,66.6,,56,216,42,100,127,141,6,1,,,,,61,9889,67,10160,110,110878,110,110878,54,9578,67,10160,2025-03-22T17:11:07+00:00
0,23,100,0.8,0.2,62.1,66.6,,8,324,42,100,142,138,2,1,,,,,40,5239,45,5018,112,110982,112,110982,35,5013,45,5018,2025-03-22T17:13:07+00:00
3,23.1,100,0.8,0.2,62.1,66.6,,3482,3310,42,103,125,144,3,2,,,,,156,68075,168,23031,214,152776,214,152776,145,68397,168,23031,2025-03-22T17:15:07+00:00
0,23,100,0.8,0.2,62.1,66.6,,5,162,42,100,133,154,3,1,,,,,180,33381,192,24686,110,110878,110,110878,169,34036,192,24686,2025-03-22T17:17:07+00:00
0,23,100,0.8,0.2,62.1,66.6,,9,378,42,100,111,152,3,1,,,,,264,55059,278,41424,100,110358,100,110358,244,54102,279,41490,2025-03-22T17:19:07+00:00
0,23,100,0.8,0.2,62.1,66.6,,1189,1290,42,100,137,150,4,1,,,,,62,9894,73,11886,116,111190,116,111190,40,5730,74,11952,2025-03-22T17:21:07+00:00
0,23,100,0.8,0.2,62.1,66.6,,60,432,42,100,146,154,3,1,,,,,237,46647,250,36584,108,110774,108,110774,214,44759,250,36524,2025-03-22T17:23:07+00:00
0,23,100,0.8,0.2,62.1,66.6,,6,216,42,100,120,149,3,1,,,,,63,8528,69,7844,113,111008,113,111008,55,8096,69,7844,2025-03-22T17:25:07+00:00
2,23.3,100,0.9,0.2,62.1,66.6,,6,292,42,103,132,158,3,2,,,,,3973,1752497,3567,1386698,110,110878,110,110878,4539,1844648,4220,1429736,2025-03-22T17:27:07+00:00
2,23.3,100,0.9,0.2,62.1,66.6,,12,616,42,103,113,160,3,2,,,,,5336,4348648,3770,3939390,122,111502,122,111502,7467,4563295,6265,4104060,2025-03-22T17:29:07+00:00
2,23.3,100,0.9,0.2,62.1,66.6,,11,486,42,103,139,163,5,2,,,,,5209,4660396,3699,4275840,133,113644,133,113644,7637,4892867,6355,4451136,2025-03-22T17:31:07+00:00
4,23.3,100,0.9,0.2,62.1,66.6,,13,594,42,103,148,163,3,2,,,,,92,12886,99,12017,115,111138,115,111138,84,12899,99,12017,2025-03-22T17:33:07+00:00
4,23.3,100,0.9,0.2,62.1,66.6,,13,594,42,103,129,161,3,2,,,,,115,40406,121,28029,178,117050,178,117050,110,40900,124,28227,2025-03-22T17:35:07+00:00
3,23.3,100,0.9,0.2,62.1,66.6,,73,492,42,103,140,160,3,2,,,,,42,14789,45,13489,168,116805,168,116805,37,14344,47,13621,2025-03-22T17:37:07+00:00
3,23.3,100,0.9,0.2,62.1,66.6,,96,162,42,103,104,164,3,2,,,,,53,7517,58,7359,138,113418,138,113418,53,8259,58,7359,2025-03-22T17:39:07+00:00
0,23,100,0.8,0.2,62,66.6,,10,432,42,100,144,148,5,1,,,,,31,4202,38,4101,108,110774,108,110774,26,3850,38,4101,2025-03-22T17:41:07+00:00
0,23,100,0.8,0.2,62,66.6,,8,324,42,100,144,146,3,1,,,,,207,40846,216,28809,122,111502,122,111502,200,42579,216,28809,2025-03-22T17:43:07+00:00
6,23.1,100,0.9,0.2,62,66.6,,7,863,42,103,122,155,3,2,,,,,79,16919,92,14213,132,113162,132,113162,57,13097,93,14279,2025-03-22T17:45:07+00:00
2,23.4,100,0.9,0.2,62,66.6,,12,540,42,103,138,157,5,2,,,,,245,49697,268,38979,103,110514,103,110514,223,48095,269,39045,2025-03-22T17:47:07+00:00
2,23.5,100,0.9,0.2,62,66.6,,8,324,42,103,109,157,3,2,,,,,84,13233,99,15363,128,111814,128,111814,62,9377,100,15429,2025-03-22T17:49:07+00:00
2,23.4,100,0.9,0.2,62,66.6,,59,378,42,103,128,159,3,2,,,,,102,14340,119,14325,92,11480,92,11480,95,14603,119,14325,2025-03-22T17:51:06+00:00
3,23.5,100,0.9,0.2,62,66.6,,146,432,42,103,143,162,3,2,,,,,76,10928,86,10917,110,110878,110,110878,75,11818,85,10807,2025-03-22T17:53:07+00:00
2,23.5,100,0.9,0.2,62,66.6,,98,378,42,103,126,155,4,2,,,,,52,7465,60,7544,115,111138,115,111138,52,8193,60,7544,2025-03-22T17:55:07+00:00
4,23.5,100,0.9,0.3,62,66.6,,8,324,42,103,137,156,3,2,,,,,67,9368,75,8928,125,111658,125,111658,60,9141,75,8928,2025-03-22T17:57:07+00:00
0,23,100,0.8,0.2,62,66.6,,7,270,42,100,106,145,3,1,,,,,56,7944,64,7878,112,110982,112,110982,53,8263,64,7878,2025-03-22T17:59:07+00:00
0,23,100,0.8,0.2,62,66.6,,5,162,42,101,135,153,3,1,,,,,40,5325,45,4725,119,111346,119,111346,29,4020,45,4725,2025-03-22T18:01:07+00:00
0,23,100,0.8,0.2,62,66.6,,5,216,42,101,150,159,5,1,,,,,71,11182,76,9201,126,111248,126,111248,64,11011,76,9201,2025-03-22T18:03:07+00:00
0,23,100,0.8,0.2,62,66.6,,4,108,42,101,122,158,2,1,,,,,61,8511,70,8195,108,110748,108,110748,53,8051,70,8195,2025-03-22T18:05:07+00:00
0,23,100,0.8,0.2,62,66.6,,64,54,42,101,128,156,3,1,,,,,53,7524,63,7733,113,111034,113,111034,53,8266,63,7733,2025-03-22T18:07:07+00:00
0,23,100,0.8,0.2,62,66.6,,56,216,42,101,106,160,3,1,,,,,397,307485,438,291744,118,111294,118,111294,535,318357,523,297354,2025-03-22T18:09:07+00:00
1,23,100,0.8,0.2,62,66.6,,58,324,42,101,126,160,4,1,,,,,220,793388,219,25725,143,875789,143,875789,754,824517,219,25833,2025-03-22T18:11:07+00:00
2,23.1,100,0.8,0.2,62,66.6,,177,270,42,101,147,153,3,1,,,,,117,607913,113,12421,135,707602,135,707602,534,631282,113,12481,2025-03-22T18:13:07+00:00
1,23.1,100,0.8,0.2,61.6,66.6,,4,108,42,101,119,149,3,1,,,,,55,273314,54,4678,133,380650,133,380650,231,282706,54,4726,2025-03-22T18:15:07+00:00
1,23.2,100,0.8,0.2,61.6,66.6,,4,108,42,101,139,134,9,1,,,,,89,11481,98,12624,109,110826,109,110826,74,10313,98,12624,2025-03-22T18:17:07+00:00
4,23.4,100,0.8,0.2,61.6,66.6,,7,270,42,101,110,134,5,1,,,,,109,15256,132,15673,114,111086,114,111086,102,15617,132,15673,2025-03-22T18:19:06+00:00
5,23.3,100,0.8,0.2,61.6,66.6,,3,54,46,111,136,150,3,1,,,,,1210,109979,1524,45280884,343,197298,343,197298,1234,128215,33647,47401122,2025-03-22T18:21:07+00:00
0,23.3,100,0.8,0.2,61.6,66.6,,6,216,42,100,152,139,4,1,,,,,21,2906,27,2540,100,110358,100,110358,14,2035,27,2540,2025-03-22T18:23:07+00:00
0,23.3,100,0.8,0.2,61.6,66.6,,55,162,42,100,118,139,3,1,,,,,36,4958,48,4983,123,111528,123,111528,28,4148,48,4983,2025-03-22T18:25:07+00:00
1,23.5,100,0.9,0.2,61.6,66.6,,178,108,42,103,129,149,3,2,,,,,4058,1765196,3664,1395914,109,110826,109,110826,4633,1859255,4318,1439078,2025-03-22T18:27:07+00:00
5,23.5,100,0.9,0.2,61.6,66.6,,2,0,42,103,103,144,3,2,,,,,5265,4241132,3795,3885583,115,111138,115,111138,7365,4452739,6233,4046491,2025-03-22T18:29:07+00:00
2,23.5,100,0.9,0.2,61.6,66.6,,2,44,42,103,126,143,4,2,,,,,4825,3671577,3543,3253427,140,114518,140,114518,6541,3851244,5551,3385955,2025-03-22T18:31:07+00:00
3,23.6,100,0.9,0.2,61.6,66.6,,6,216,42,103,140,146,3,2,,,,,97,15123,113,17083,124,113648,124,113648,75,11449,114,17149,2025-03-22T18:33:07+00:00
3,23.5,100,0.9,0.2,61.6,66.6,,5,162,42,103,121,142,3,2,,,,,2662,3469605,1369,3273883,136,115788,136,115788,4585,3629274,3507,3414991,2025-03-22T18:35:07+00:00
4,23.5,100,0.9,0.2,61.6,66.6,,68,270,42,103,134,141,3,2,,,,,336,336835,242,325294,146,116509,146,116509,503,349684,437,338164,2025-03-22T18:37:07+00:00
4,23.5,100,0.9,0.2,61.6,66.6,,2,0,42,103,103,142,3,2,,,,,615,799813,377,709534,183,140007,183,140007,1064,837790,831,739498,2025-03-22T18:39:07+00:00
0,23.3,100,0.8,0.2,61.6,66.6,,4,108,42,100,133,135,5,1,,,,,68,9460,80,9214,125,112866,125,112866,61,9247,80,9214,2025-03-22T18:41:07+00:00
1,23.3,100,0.8,0.2,61.6,66.6,,55,162,42,100,140,135,3,1,,,,,68,9505,80,9210,114,111086,114,111086,61,9292,80,9210,2025-03-22T18:43:07+00:00
5,23.4,100,0.9,0.2,61.6,66.6,,61,486,42,102,126,139,3,1,,,,,290,114094,310,46479,251,253392,251,253392,282,116689,311,46545,2025-03-22T18:45:07+00:00
3,23.7,100,0.9,0.2,61.5,66.6,,4,108,42,103,128,140,3,2,,,,,58,8212,69,8474,104,110566,104,110566,58,9024,69,8474,2025-03-22T18:47:07+00:00
2,23.7,100,0.9,0.2,61.5,66.6,,5,162,42,103,105,142,3,2,,,,,22,3028,34,3109,118,111294,118,111294,15,2171,34,3109,2025-03-22T18:49:07+00:00
2,23.7,100,0.9,0.2,61.5,66.6,,5,162,42,103,126,142,3,2,,,,,64,12374,76,10811,112,110982,112,110982,60,12679,77,10877,2025-03-22T18:51:07+00:00
2,23.7,100,0.9,0.2,61.5,66.6,,3,54,42,103,137,140,3,2,,,,,80,10814,91,50383,135,112178,135,112178,66,10040,115,51967,2025-03-22T18:53:07+00:00
2,23.7,100,0.9,0.2,61.5,66.6,,9,378,42,103,128,140,5,2,,,,,74,10279,88,9907,127,111736,127,111736,63,9427,88,9907,2025-03-22T18:55:07+00:00
2,23.7,100,0.9,0.3,61.5,66.6,,69,216,42,103,132,140,3,2,,,,,36,4700,47,4604,112,110982,112,110982,29,4039,47,4604,2025-03-22T18:57:07+00:00
1,23.3,100,0.8,0.2,61.5,66.6,,5,162,42,100,104,133,3,1,,,,,99,13828,111,13343,122,111502,122,111502,92,14049,111,13343,2025-03-22T18:59:07+00:00
2,23.4,100,1.1,0.2,61.5,66.6,,8,324,42,103,138,146,4,2,,,,,744,390510,746,191792,909,1337987,909,1337987,781,399352,787,194498,2025-03-22T19:01:07+00:00
2,23.5,100,1.1,0.2,61.5,66.6,,6,259,42,103,141,151,3,2,,,,,938,476979,965,224022,1186,2667148,1186,2667148,996,490092,1015,227322,2025-03-22T19:03:07+00:00
0,23.3,100,0.8,0.2,61.5,66.6,,1111,2094,42,100,116,143,4,1,,,,,55,7758,65,7385,113,111034,113,111034,51,7873,64,7275,2025-03-22T19:05:07+00:00
1,23.3,100,0.8,0.2,61.5,66.6,,7,270,42,100,130,139,3,1,,,,,156,27372,173,21308,110,110878,110,110878,142,27226,173,21308,2025-03-22T19:07:07+00:00
0,23.3,100,0.8,0.2,61.4,66.6,,1887,378,42,100,109,141,3,1,,,,,76,9902,87,9320,111,110930,111,110930,62,8636,87,9320,2025-03-22T19:09:07+00:00
1,23.3,100,0.8,0.2,61.4,66.6,,2,0,42,100,125,141,5,1,,,,,72,11796,87,11643,112,110982,112,110982,65,11617,87,11643,2025-03-22T19:11:07+00:00
1,23.3,100,0.8,0.2,61.4,66.6,,5,162,42,100,143,131,3,1,,,,,121,20497,139,17020,106,110670,106,110670,114,21026,139,17020,2025-03-22T19:13:07+00:00
3,23.3,100,0.8,0.2,61.4,66.6,,9,470,42,103,125,139,3,2,,,,,21,3020,36,3337,120,111565,120,111565,13,2087,36,3337,2025-03-22T19:15:07+00:00
0,23.3,100,0.8,0.2,61.4,66.6,,5,162,42,100,138,158,3,1,,,,,40,5592,52,5566,116,111190,116,111190,33,4987,52,5566,2025-03-22T19:17:07+00:00
1,23.3,100,0.8,0.2,61.4,66.6,,564,1842,42,100,107,154,3,1,,,,,63,10420,75,10855,117,111242,117,111242,56,10137,75,10855,2025-03-22T19:19:07+00:00
0,23.3,100,0.8,0.2,61.4,66.6,,3,54,42,100,129,152,3,1,,,,,35,5018,44,12849,116,111190,116,111190,27,4255,48,13113,2025-03-22T19:21:07+00:00
0,23.3,100,0.8,0.2,61.4,66.6,,94,216,42,100,140,153,3,1,,,,,133,23265,151,18830,118,111294,118,111294,126,23962,151,18830,2025-03-22T19:23:07+00:00
0,23.3,100,0.8,0.2,61.4,66.6,,7,270,42,100,120,151,4,1,,,,,114,19841,133,20066,121,111450,121,111450,96,17105,134,20132,2025-03-22T19:25:07+00:00
1,23.5,100,0.9,0.2,61.4,66.6,,132,324,42,103,132,160,3,2,,,,,3967,1737221,3572,1384351,120,111398,120,111398,4522,1825809,4225,1427449,2025-03-22T19:27:07+00:00
2,23.5,100,0.9,0.2,61.4,66.6,,5,238,42,103,106,161,3,2,,,,,5126,4656812,3619,4262022,110,110368,110,110368,7478,4880228,6242,4435140,2025-03-22T19:29:07+00:00
2,23.6,100,0.9,0.2,61.4,66.6,,5,162,45,107,136,163,4,2,,,,,5234,4535025,3732,4151829,80,106768,80,106768,7537,4759596,6301,4321383,2025-03-22T19:31:07+00:00
3,23.6,100,0.9,0.2,61.4,66.6,,7,270,42,103,141,163,4,2,,,,,228,42011,242,38492,121,113692,121,113692,215,43276,244,38624,2025-03-22T19:33:07+00:00
4,23.6,100,0.9,0.2,61.4,66.6,,840,2202,42,103,125,163,4,2,,,,,1128,1420595,637,1368141,161,116549,161,116549,1913,1487411,1507,1425561,2025-03-22T19:35:07+00:00
7,23.5,100,0.9,0.2,61.4,66.6,,7,346,42,105,132,161,3,2,,,,,54,7712,62,7692,154,116943,154,116943,54,8468,62,7692,2025-03-22T19:37:07+00:00
7,23.5,100,0.9,0.2,61.4,66.6,,4,108,42,103,105,162,3,2,,,,,1543,1953691,844,1890084,139,113477,139,113477,2579,2042966,2055,1970010,2025-03-22T19:39:07+00:00
0,23.3,100,0.8,0.2,61.4,66.6,,55,162,42,100,137,156,6,1,,,,,56,7748,64,7422,130,113100,130,113100,49,7367,64,7422,2025-03-22T19:41:07+00:00
0,23.3,100,0.8,0.2,61.4,66.6,,4,108,42,100,139,153,3,1,,,,,18,2561,27,2489,128,112996,128,112996,11,1648,27,2489,2025-03-22T19:43:07+00:00
3,23.4,100,0.9,0.2,61.4,66.6,,4,108,42,103,123,156,3,2,,,,,291,118283,302,46391,208,211900,208,211900,280,120427,303,46457,2025-03-22T19:45:07+00:00
2,23.7,100,0.9,0.2,61.4,66.6,,4,108,42,103,129,159,3,2,,,,,39,5206,46,4686,112,111160,112,111160,29,4122,46,4686,2025-03-22T19:47:07+00:00
2,23.7,100,0.9,0.2,61.4,66.6,,9,378,42,103,110,161,3,2,,,,,108,16561,123,18850,116,111190,116,111190,90,13741,124,18916,2025-03-22T19:49:07+00:00
2,23.8,100,0.9,0.2,61.4,66.6,,5,162,42,103,128,161,3,2,,,,,136,20733,159,21937,118,111294,118,111294,107,16440,160,22003,2025-03-22T19:51:07+00:00
2,23.8,100,0.9,0.2,61.4,66.6,,9,378,42,103,125,161,3,2,,,,,43,7326,56,9591,118,111294,118,111294,22,3006,57,9657,2025-03-22T19:53:07+00:00
3,23.8,100,0.9,0.2,61.4,66.6,,1883,2040,42,103,121,159,4,2,,,,,50,6888,57,6875,114,111086,114,111086,47,7123,57,6875,2025-03-22T19:55:07+00:00
2,23.8,100,0.9,0.3,61.4,66.6,,5,162,42,103,131,160,3,2,,,,,67,9144,77,8996,122,111502,122,111502,59,8807,77,8996,2025-03-22T19:57:07+00:00
2,23.3,100,0.8,0.2,61.3,66.6,,56,216,42,100,104,154,3,1,,,,,59,11048,67,11926,115,111138,115,111138,56,11409,67,11926,2025-03-22T19:59:07+00:00
5,23.8,100,10,0.2,60.9,66.6,,5,162,42,109,128,179,3,4,,,,,1047,594784,1016,258460,1923,2472341,1923,2472341,1113,612392,1092,263476,2025-03-22T20:01:07+00:00
5,23.8,100,10,0.2,60.9,66.6,,5,303,42,109,153,189,5,4,,,,,537,326243,532,120807,1101,1287248,1101,1287248,582,335888,560,122515,2025-03-22T20:03:07+00:00
4,23.9,100,11,0.2,60.9,66.6,,6,817,42,109,126,189,3,4,,,,,137,35299,151,32278,308,132263,308,132263,123,34804,152,32344,2025-03-22T20:05:07+00:00
3,23.6,100,9.9,0.2,60.9,66.6,,114,594,42,106,138,178,3,3,,,,,95,13180,106,13076,133,113271,133,113271,92,14045,106,13076,2025-03-22T20:07:07+00:00
6,23.6,100,3,0.2,60.9,66.6,,34,368,42,106,118,180,4,3,,,,,127,35339,147,34781,206,120101,206,120101,125,36282,150,34979,2025-03-22T20:09:07+00:00
3,23.7,100,5.4,0.2,60.9,66.6,,54,108,42,108,138,191,5,3,,,,,464,166476,497,89848,1007,692695,1007,692695,432,166367,502,90160,2025-03-22T20:11:07+00:00
5,23.8,100,2.7,0.2,60.9,66.6,,226,378,42,109,146,193,3,4,,,,,112,17088,123,18466,390,143926,390,143926,90,13624,123,18326,2025-03-22T20:13:07+00:00
1,23.5,100,1.8,0.2,60.9,66.6,,5,108,42,105,138,166,6,2,,,,,580,179215,683,126613,435,809874,435,809874,567,182663,688,126943,2025-03-22T20:15:07+00:00
0,23.3,100,0.8,0.2,60.9,66.6,,6,216,42,100,133,139,3,1,,,,,58,7864,66,7586,109,110826,109,110826,51,7511,66,7586,2025-03-22T20:17:07+00:00
0,23.3,100,0.8,0.2,60.9,66.6,,4,108,42,100,106,137,4,1,,,,,69,9142,77,8439,100,110358,100,110358,55,7778,77,8439,2025-03-22T20:19:07+00:00
1,23.3,100,0.8,0.2,60.9,66.6,,5,162,42,100,131,136,3,1,,,,,72,10468,89,9984,113,111034,113,111034,65,10311,89,9984,2025-03-22T20:21:07+00:00
0,23.3,100,0.8,0.2,60.9,66.6,,10,432,42,100,144,134,3,1,,,,,68,9329,78,9094,117,111242,117,111242,60,8910,77,8888,2025-03-22T20:23:07+00:00
0,23.3,100,0.8,0.2,60.9,66.6,,3,54,42,100,118,136,3,1,,,,,14,1755,16,1315,120,111372,120,111372,6,637,16,1315,2025-03-22T20:25:07+00:00
2,23.5,100,0.9,0.2,60.9,66.6,,41,98,42,103,125,148,2,2,,,,,4472,2034195,3932,1631359,163,116721,163,116721,5131,2139594,4731,1684093,2025-03-22T20:27:07+00:00
2,23.5,100,0.9,0.2,60.9,66.6,,46,443,42,103,111,144,4,2,,,,,5403,4664468,3691,4250855,177,140532,177,140532,7670,4888717,6386,4428801,2025-03-22T20:29:07+00:00
2,23.5,100,0.9,0.2,60.9,66.6,,53,162,42,103,128,146,2,2,,,,,5314,5171522,3552,4783033,162,140540,162,140540,8007,5422104,6581,4982947,2025-03-22T20:31:07+00:00
2,23.5,100,0.9,0.2,60.9,66.6,,6,216,45,109,138,142,3,2,,,,,112,16087,127,14815,122,112436,122,112436,105,16490,127,14815,2025-03-22T20:33:07+00:00
4,23.5,100,0.9,0.2,60.9,66.6,,11,486,42,103,127,143,4,2,,,,,1005,1361837,571,1189613,152,135981,152,135981,1761,1425396,1354,1241291,2025-03-22T20:35:07+00:00
4,23.5,100,0.9,0.2,60.9,66.6,,10,475,42,103,136,143,3,2,,,,,98,22556,102,21047,169,119294,169,119294,92,22829,104,21179,2025-03-22T20:37:07+00:00
4,23.5,100,0.9,0.2,60.9,66.6,,9,378,43,103,111,140,3,2,,,,,101,15353,112,16820,114,111510,114,111510,74,10845,113,16886,2025-03-22T20:39:07+00:00
1,23.2,100,0.8,0.2,60.9,66.6,,8,324,42,100,136,137,6,1,,,,,94,14735,108,17557,105,110618,105,110618,72,11019,109,17623,2025-03-22T20:41:07+00:00
1,23.2,100,0.8,0.2,60.9,66.6,,4,108,42,100,138,138,3,1,,,,,99,13697,108,13174,121,111450,121,111450,92,13918,108,13174,2025-03-22T20:43:07+00:00
4,23.3,100,0.9,0.2,60.9,66.6,,4,331,42,103,121,143,3,2,,,,,129,49978,159,21209,212,200652,212,200652,120,50253,159,21209,2025-03-22T20:45:07+00:00
2,23.6,100,0.9,0.2,60.9,66.6,,56,216,42,103,129,146,3,2,,,,,61,8577,69,8322,114,111086,114,111086,55,8487,69,8322,2025-03-22T20:47:07+00:00
3,23.7,100,0.9,0.2,60.9,66.6,,59,378,42,103,109,149,3,2,,,,,95,13188,107,12951,109,110826,109,110826,88,13353,107,12951,2025-03-22T20:49:07+00:00
2,23.7,100,0.9,0.2,60.9,66.6,,5,162,42,103,129,146,4,2,,,,,61,8820,77,8372,112,110982,112,110982,53,8399,76,8230,2025-03-22T20:51:07+00:00
3,23.7,100,0.9,0.2,60.9,66.6,,9,378,42,103,141,144,3,2,,,,,93,13264,106,13149,116,111190,116,111190,86,13401,106,13149,2025-03-22T20:53:07+00:00
3,23.7,100,0.9,0.2,60.9,66.6,,7,270,42,103,122,143,3,2,,,,,85,15395,97,13799,119,111320,119,111320,77,15249,98,13865,2025-03-22T20:55:07+00:00
2,23.7,100,0.9,0.3,60.9,66.6,,6,216,42,103,132,145,3,2,,,,,26,3164,32,2978,122,111502,122,111502,19,2363,32,2978,2025-03-22T20:57:07+00:00
0,23.2,100,0.8,0.2,60.9,66.6,,7,270,42,100,108,138,3,1,,,,,56,8950,63,8735,108,110774,108,110774,42,7404,63,8735,2025-03-22T20:59:07+00:00
1,23.2,100,0.8,0.2,60.9,66.6,,4,108,42,100,132,140,4,1,,,,,101,14932,118,13348,101,110410,101,110410,87,14016,118,13348,2025-03-22T21:01:07+00:00
0,23.3,100,0.8,0.2,60.9,66.6,,1533,1932,42,100,138,144,4,1,,,,,87,16967,109,19289,110,110878,110,110878,66,13466,110,19355,2025-03-22T21:03:07+00:00
2,23.2,100,0.8,0.2,60.9,66.6,,55,162,42,100,121,145,3,1,,,,,29,5412,40,7558,113,111008,113,111008,6,637,41,7624,2025-03-22T21:05:07+00:00
1,23.2,100,0.8,0.2,60.9,66.6,,55,162,42,100,128,144,3,1,,,,,72,11374,85,9507,105,110618,105,110618,52,7374,84,9381,2025-03-22T21:07:07+00:00
1,23.2,100,0.8,0.2,60.9,66.6,,1188,2316,42,100,105,141,3,1,,,,,59,8004,70,7917,102,110462,102,110462,52,7665,70,7917,2025-03-22T21:09:07+00:00
0,23.2,100,0.8,0.2,60.9,66.6,,3,54,42,100,123,143,4,1,,,,,81,13748,90,13848,111,110930,111,110930,67,12552,90,13848,2025-03-22T21:11:07+00:00
1,23.3,100,0.8,0.2,60.9,66.6,,44,54,42,100,138,141,3,1,,,,,41,4864,47,57670,115,111138,115,111138,22,3034,77,59650,2025-03-22T21:13:07+00:00
3,23.3,100,0.8,0.2,60.9,66.6,,7,314,42,103,122,146,3,2,,,,,150,65151,162,21487,167,133634,167,133634,138,65323,162,21487,2025-03-22T21:15:07+00:00
1,23.2,100,0.8,0.2,60.9,66.6,,56,216,42,100,138,152,3,1,,,,,11,2001,18,1638,117,111242,117,111242,6,1456,18,1638,2025-03-22T21:17:07+00:00
0,23.2,100,0.8,0.2,60.9,66.6,,54,108,42,100,106,152,3,1,,,,,73,14320,82,15684,118,111294,118,111294,73,15342,82,15684,2025-03-22T21:19:07+00:00
1,23.2,100,0.8,0.2,60.9,66.6,,3,54,42,100,130,151,3,1,,,,,45,7786,51,7740,103,110514,103,110514,38,7251,51,7740,2025-03-22T21:21:07+00:00
0,23.2,100,0.8,0.2,60.9,66.6,,45,270,42,100,141,149,4,1,,,,,99,19470,112,22767,111,110930,111,110930,81,16524,113,22833,2025-03-22T21:23:07+00:00
1,23.2,100,0.8,0.2,60.9,66.6,,3,54,42,100,118,147,3,1,,,,,51,8834,71,10370,110,110852,110,110852,21,3202,72,10436,2025-03-22T21:25:07+00:00
2,23.5,100,0.9,0.2,60.9,66.6,,6,276,42,103,129,158,3,2,,,,,3963,1839517,3529,1481256,122,111502,122,111502,4588,1932793,4251,1528984,2025-03-22T21:27:07+00:00
2,23.5,100,0.9,0.2,60.9,66.6,,7,314,42,103,108,160,3,2,,,,,5301,4519956,3660,4123544,113,111034,113,111034,7577,4743683,6297,4297494,2025-03-22T21:29:07+00:00
2,23.5,100,0.9,0.2,60.9,66.6,,61,546,42,103,141,164,4,2,,,,,5333,4664083,3733,4278411,139,113956,139,113956,7735,4895871,6440,4457133,2025-03-22T21:31:07+00:00
4,23.5,100,0.9,0.2,60.9,66.6,,9,378,42,103,142,159,4,2,,,,,83,15505,92,16278,113,111034,113,111034,76,15502,92,16278,2025-03-22T21:33:07+00:00
