cpu_pct_used,mem_pct_used,swap_pct_used,transient_pct_used,saswork_pct_used,workspace_pct_used,xythosfs_pct_used,TotalRecvQ_bytes,TotalSendQ_bytes,usockets_servers,usockets_connections,tcp_active_connections,tcp_inactive_connections,active_https_conn,inactive_https_conn,eth0_rx_packets,eth0_rx_bytes,eth0_tx_packets,eth0_tx_bytes,eth1_rx_packets,eth1_rx_bytes,eth1_tx_packets,eth1_tx_bytes,lo_rx_packets,lo_rx_bytes,lo_tx_packets,lo_tx_bytes,high_usage,date
2,23.6,99.9,0.9,0.2,66.6,61,7,270,45,107,136,160,3,2,2795,3621674,1482,3480978,4913,3800554,3776,3632382,202,121079,202,121079,,2025-03-23T05:37:07+00:00
6,23.5,99.9,0.9,0.2,66.6,61,10,432,45,109,109,160,3,2,246,189285,217,186163,330,196867,304,191905,196,123117,196,123117,,2025-03-23T05:39:07+00:00
4,23.5,99.9,0.9,0.2,66.6,61,9,378,45,107,131,160,4,2,207,56158,222,41123,203,58089,225,41321,190,142668,190,142668,,2025-03-23T05:41:07+00:00
0,23.3,99.9,0.8,0.2,66.6,61,44,216,45,104,150,153,5,1,105,18265,120,16928,102,19248,121,16994,119,111346,119,111346,,2025-03-23T05:43:07+00:00
6,23.4,99.9,2.2,0.2,66.6,61,57,362,48,113,122,170,3,2,1457,654312,1490,249772,1492,675902,1489,249662,1551,3740301,1551,3740301,,2025-03-23T05:45:07+00:00
2,23.7,99.9,0.9,0.2,66.6,61,111,432,45,107,135,162,4,2,40,5861,52,5470,33,5256,52,5470,110,110878,110,110878,,2025-03-23T05:47:07+00:00
2,23.7,99.9,0.9,0.2,66.6,61,34,324,45,107,108,160,3,2,173,34917,192,31423,170,36874,192,31423,110,110878,110,110878,,2025-03-23T05:49:07+00:00
2,23.8,99.9,0.9,0.2,66.6,61,95,648,45,107,136,160,3,2,112,17015,139,16262,111,18495,139,16262,113,111034,113,111034,,2025-03-23T05:51:07+00:00
2,23.8,99.9,0.9,0.2,66.6,61,10,432,45,107,145,158,3,2,119,20392,137,18571,112,20871,138,18637,123,111554,123,111554,,2025-03-23T05:53:07+00:00
2,23.8,99.9,0.9,0.2,66.6,61,11,486,45,107,127,157,3,2,141,20757,165,23035,107,15907,166,23101,110,110852,110,110852,,2025-03-23T05:55:07+00:00
3,23.8,99.9,0.9,0.3,66.6,61,10,432,45,107,136,154,3,2,147,22148,175,24019,118,18122,176,24085,112,110982,112,110982,,2025-03-23T05:57:07+00:00
0,23.3,99.9,0.8,0.2,66.6,61,10,432,45,104,109,144,3,1,121,16483,136,15860,107,15847,136,15860,118,111294,118,111294,,2025-03-23T05:59:07+00:00
0,23.3,99.9,0.8,0.2,66.6,61,4,108,45,104,134,150,4,1,175,36257,196,32421,167,37352,196,32421,113,111034,113,111034,,2025-03-23T06:01:07+00:00
0,23.3,99.9,0.8,0.2,66.6,61,4,108,45,104,150,142,3,1,287,55562,308,41095,280,58415,308,41095,115,111138,115,111138,,2025-03-23T06:03:07+00:00
0,23.3,99.9,0.8,0.2,66.6,61,60,432,45,104,123,140,3,1,113,15509,126,15110,105,15777,126,15110,108,110748,108,110748,,2025-03-23T06:05:07+00:00
0,23.3,99.9,0.8,0.2,66.6,61,11,487,45,104,138,138,3,1,103,14120,120,14230,96,14397,120,14230,120,111398,120,111398,,2025-03-23T06:07:07+00:00
0,23.3,99.9,0.8,0.2,66.6,61,8,324,45,104,108,144,3,1,109,15476,122,14809,102,15837,122,14809,103,110514,103,110514,,2025-03-23T06:09:07+00:00
0,23.3,99.9,0.8,0.2,66.6,61,42,108,45,104,126,141,4,1,98,15188,115,14609,91,15395,115,14609,114,111086,114,111086,,2025-03-23T06:11:07+00:00
0,23.3,99.9,0.8,0.2,66.6,61,6,216,45,104,141,138,3,1,103,14145,118,14086,96,14422,118,14086,109,110826,109,110826,,2025-03-23T06:13:07+00:00
0,23.3,99.9,0.8,0.2,66.6,61,5,162,45,104,121,135,4,1,106,15115,124,14367,98,15285,124,14367,108,110748,108,110748,,2025-03-23T06:15:07+00:00
0,23.3,99.9,0.8,0.2,66.6,61,7,270,45,104,131,137,3,1,110,16673,123,18403,88,13181,124,18469,113,112604,113,112604,,2025-03-23T06:17:07+00:00
1,23.3,99.9,0.8,0.2,66.6,61,4,108,45,104,105,135,3,1,114,17197,127,18994,92,13761,128,19060,127,111762,127,111762,,2025-03-23T06:19:07+00:00
1,23.3,99.9,0.8,0.2,66.6,61,7,270,45,104,134,133,3,1,124,17892,156,17910,117,18463,156,17910,110,110878,110,110878,,2025-03-23T06:21:07+00:00
0,23.3,99.9,0.8,0.2,66.6,61,247,324,45,104,145,133,3,1,119,16537,136,16074,109,16716,136,16074,101,110410,101,110410,,2025-03-23T06:23:07+00:00
0,23.3,99.9,0.8,0.2,66.6,61,56,216,45,104,123,136,3,1,68,9195,77,8937,59,8723,76,8795,117,111216,117,111216,,2025-03-23T06:25:07+00:00
2,23.5,99.9,0.9,0.2,66.6,61,73,432,45,107,135,144,3,2,4274,1896422,3829,1514064,4901,1996937,4558,1562178,115,111138,115,111138,,2025-03-23T06:27:07+00:00
2,23.6,99.9,0.9,0.2,66.6,61,8,384,45,107,111,144,5,2,5378,4167791,3945,3755134,7382,4375080,6295,3910294,104,111060,104,111060,,2025-03-23T06:29:07+00:00
2,23.6,99.9,0.9,0.2,66.6,61,6,216,45,107,128,142,3,2,5357,4506612,3715,4115177,7546,4725537,6313,4286689,115,111632,115,111632,,2025-03-23T06:31:07+00:00
2,23.6,99.9,0.9,0.2,66.6,61,9,378,45,107,141,135,3,2,143,24161,166,20063,136,24998,166,20063,113,111706,113,111706,,2025-03-23T06:33:07+00:00
3,23.6,99.9,0.9,0.2,66.6,61,11,486,45,107,126,135,3,2,15,2556,24,2331,10,1917,23,2221,142,114265,142,114265,,2025-03-23T06:35:07+00:00
3,23.5,99.9,0.9,0.2,66.6,61,11,486,45,107,137,136,3,2,597,663902,374,640365,950,694855,771,666567,167,117140,167,117140,,2025-03-23T06:37:07+00:00
3,23.5,99.9,0.9,0.2,66.6,61,8,324,52,127,108,145,4,2,265,51016,291,37524,258,53561,291,37524,129,112962,129,112962,,2025-03-23T06:39:07+00:00
0,23.3,99.9,0.8,0.2,66.6,60.9,58,324,49,120,135,141,5,1,122,22436,141,23660,115,22979,141,23660,119,112018,119,112018,,2025-03-23T06:41:07+00:00
0,23.3,99.9,0.8,0.2,66.6,60.9,9,378,48,117,144,135,4,1,103,14241,116,14098,96,14518,116,14098,127,112434,127,112434,,2025-03-23T06:43:07+00:00
6,23.4,99.9,0.9,0.2,66.6,60.9,609,216,45,107,124,139,4,2,207,73067,243,43064,187,70403,246,43262,221,214318,221,214318,,2025-03-23T06:45:07+00:00
3,23.7,99.9,0.9,0.2,66.6,60.9,7,270,45,107,132,141,3,2,252,51986,276,41453,230,50460,278,41585,141,113672,141,113672,,2025-03-23T06:47:07+00:00
2,23.7,99.9,0.9,0.2,66.6,60.9,11,486,45,107,111,140,3,2,109,14848,121,14355,98,14509,121,14355,123,111732,123,111732,,2025-03-23T06:49:07+00:00
2,23.7,99.9,0.9,0.2,66.6,60.9,9,378,45,107,132,140,3,2,114,16666,142,16807,113,18158,142,16807,121,111628,121,111628,,2025-03-23T06:51:07+00:00
2,23.7,99.9,0.9,0.2,66.6,60.9,11,486,45,107,144,141,3,2,59,8160,68,8416,59,8986,68,8416,113,111212,113,111212,,2025-03-23T06:53:07+00:00
2,23.7,99.9,0.9,0.2,66.6,60.9,98,378,45,107,125,140,4,2,98,14176,112,14130,98,15548,112,14130,104,110744,104,110744,,2025-03-23T06:55:07+00:00
3,23.7,99.9,0.9,0.3,66.6,60.9,14,648,45,107,140,139,3,2,423,89356,444,60008,420,94813,444,60008,106,110670,106,110670,,2025-03-23T06:57:07+00:00
0,23.3,99.9,0.8,0.2,66.6,60.9,61,486,45,104,109,136,3,1,110,14934,126,14639,96,14144,126,14639,111,110420,111,110420,,2025-03-23T06:59:07+00:00
1,23.7,99.9,1.1,0.2,66.6,60.9,8,324,45,110,142,153,4,3,190,51120,210,46191,183,52577,211,46257,179,124721,179,124721,,2025-03-23T07:01:07+00:00
1,23.6,99.9,1,0.2,66.6,60.9,98,432,45,107,147,152,4,2,113,31003,116,28784,110,32060,117,28850,197,122478,197,122478,,2025-03-23T07:03:07+00:00
2,23.6,99.9,1,0.3,66.6,60.9,9,378,45,107,126,147,3,2,169,36502,182,32820,155,36455,183,32886,222,125599,222,125599,,2025-03-23T07:05:07+00:00
1,23.6,99.9,1,0.4,66.6,60.9,8,324,45,107,133,148,5,2,191,44017,202,36705,185,45592,202,36705,160,118829,160,118829,,2025-03-23T07:07:07+00:00
1,23.3,99.9,0.8,0.2,66.6,60.9,9,378,45,104,108,143,3,1,173,30532,189,24127,166,31789,189,24127,118,111294,118,111294,,2025-03-23T07:09:07+00:00
1,23.3,99.9,0.8,0.2,66.6,60.9,6,216,45,104,129,140,5,1,313,62395,345,49263,284,60580,346,49329,120,111398,120,111398,,2025-03-23T07:11:07+00:00
1,23.3,99.9,0.8,0.2,66.6,60.9,59,378,45,104,143,141,3,1,116,18106,130,19417,94,14698,131,19483,120,111398,120,111398,,2025-03-23T07:13:07+00:00
5,23.4,99.9,0.8,0.2,66.6,60.9,41,54,45,107,120,146,3,2,127,25930,140,17214,117,25930,140,17214,112,110956,112,110956,,2025-03-23T07:15:07+00:00
0,23.3,99.9,0.8,0.2,66.6,60.9,9,378,45,104,141,161,4,1,98,18980,111,20926,98,20352,111,20926,122,113072,122,113072,,2025-03-23T07:17:07+00:00
1,23.3,99.9,0.8,0.2,66.6,60.9,410,1194,45,104,113,158,4,1,156,31938,168,29074,149,32957,168,29074,114,111086,114,111086,,2025-03-23T07:19:07+00:00
1,23.3,99.9,0.8,0.2,66.6,60.9,8,324,46,104,135,159,3,1,116,22068,134,23168,109,22527,134,23168,117,111242,117,111242,,2025-03-23T07:21:07+00:00
1,23.3,99.9,0.8,0.2,66.6,60.9,12,540,46,104,145,157,3,1,116,21879,130,21994,109,22338,130,21994,119,111346,119,111346,,2025-03-23T07:23:07+00:00
1,23.3,99.9,0.8,0.2,66.6,60.9,8,400,45,104,124,158,3,1,199,41239,211,34775,187,42011,211,34775,122,111476,122,111476,,2025-03-23T07:25:07+00:00
2,23.6,99.9,0.9,0.2,66.6,60.9,5,205,45,107,127,168,3,2,4859,2132120,4363,1697990,5545,2244719,5157,1750394,190,118272,190,118272,,2025-03-23T07:27:07+00:00
2,23.6,99.9,0.9,0.2,66.6,60.9,423,136059,45,107,110,168,4,2,4876,4214093,3525,3905007,7026,4422953,5939,4064331,141,113960,141,113960,,2025-03-23T07:29:07+00:00
2,23.6,99.9,0.9,0.2,66.6,60.9,10,551,45,107,140,168,4,2,5129,4520716,3654,4125283,7466,4746185,6232,4295431,153,114584,153,114584,,2025-03-23T07:31:07+00:00
2,23.6,99.9,0.9,0.2,66.6,60.8,6,216,45,107,140,165,3,2,152,26753,164,21838,145,27716,164,21838,120,111398,120,111398,,2025-03-23T07:33:07+00:00
3,23.6,99.9,0.9,0.2,66.6,60.8,58,367,45,107,125,167,3,2,370,282326,322,330537,484,290931,509,342879,189,227685,189,227685,,2025-03-23T07:35:07+00:00
3,23.5,99.9,0.9,0.2,66.6,60.8,7,357,45,107,131,164,2,2,278,149003,259,196651,313,151625,358,203185,192,118809,192,118809,,2025-03-23T07:37:07+00:00
3,23.5,99.9,0.9,0.2,66.6,60.8,9,378,45,107,111,164,3,2,956,1019565,630,973449,1483,1063715,1227,1012851,205,144299,205,144299,,2025-03-23T07:39:07+00:00
0,23.3,99.9,0.8,0.2,66.6,60.8,27,486,45,104,144,158,5,1,208,69447,240,94579,223,72646,282,97351,105,110618,105,110618,,2025-03-23T07:41:07+00:00
0,23.3,99.9,0.8,0.2,66.6,60.8,8,324,45,104,141,152,3,1,98,13493,110,13387,91,13700,110,13387,124,111606,124,111606,,2025-03-23T07:43:07+00:00
4,23.4,99.9,0.9,0.2,66.6,60.8,8,324,45,107,124,158,3,2,255,83750,286,41772,247,85331,287,41838,205,210420,205,210420,,2025-03-23T07:45:07+00:00
2,23.7,99.9,0.9,0.2,66.6,60.8,8,324,45,107,133,160,5,2,107,20204,115,20979,100,20537,115,20979,119,111346,119,111346,,2025-03-23T07:47:07+00:00
2,23.8,99.9,0.9,0.2,66.6,60.8,11,486,45,107,113,162,3,2,108,14751,124,14895,96,14319,124,14895,115,111138,115,111138,,2025-03-23T07:49:07+00:00
3,23.7,99.9,0.9,0.2,66.6,60.8,61,486,45,107,140,163,9,2,125,18483,143,16751,113,18211,143,16751,110,110878,110,110878,,2025-03-23T07:51:07+00:00
3,23.7,99.9,0.9,0.2,66.6,60.8,10,432,45,107,144,160,5,2,103,14057,116,13973,96,14334,116,13973,121,111414,121,111414,,2025-03-23T07:53:06+00:00
2,23.7,99.9,0.9,0.2,66.6,60.8,10,432,45,107,126,160,3,2,119,21627,132,22693,107,21279,132,22693,118,111268,118,111268,,2025-03-23T07:55:07+00:00
2,23.7,99.9,0.9,0.3,66.6,60.8,24,324,45,107,134,160,3,2,101,14460,111,13543,98,15409,111,13543,122,111502,122,111502,,2025-03-23T07:57:07+00:00
0,23.3,99.9,0.8,0.2,66.6,60.8,45,270,45,104,107,154,3,1,360,78597,376,57695,355,82851,376,57695,124,111606,124,111606,,2025-03-23T07:59:07+00:00
1,23.3,99.9,0.8,0.2,66.6,60.8,6,216,45,104,143,151,5,1,184,32380,206,26654,170,32626,206,26654,116,111190,116,111190,,2025-03-23T08:01:07+00:00
3,23.3,99.9,0.8,0.2,66.6,60.8,6,270,45,104,148,155,4,1,191,35653,213,28325,184,37162,213,28325,130,111918,130,111918,,2025-03-23T08:03:07+00:00
2,23.3,99.9,1,0.2,66.6,60.8,5,162,45,106,121,160,3,1,1715,561768,1770,381673,1733,583303,1787,382795,122,111476,122,111476,,2025-03-23T08:05:07+00:00
0,23.3,99.9,0.8,0.2,66.6,60.8,54,108,45,104,126,154,3,1,124,19162,140,20204,97,14935,141,20270,114,111086,114,111086,,2025-03-23T08:07:07+00:00
0,23.3,99.9,0.8,0.2,66.6,60.8,8,324,45,104,108,150,3,1,210,37646,225,28498,196,38256,225,28498,121,115906,121,115906,,2025-03-23T08:09:07+00:00
0,23.3,99.9,0.8,0.2,66.6,60.8,90,378,45,104,139,154,5,1,121,21859,141,20535,114,22366,142,20601,131,116426,131,116426,,2025-03-23T08:11:07+00:00
1,23.3,99.9,0.8,0.2,66.6,60.8,11,486,45,104,144,148,3,1,102,14645,114,13753,95,14908,114,13753,112,115438,112,115438,,2025-03-23T08:13:07+00:00
0,23.3,99.9,0.8,0.2,66.6,60.8,8,324,45,104,124,144,3,1,103,14143,116,13971,95,14271,116,13971,119,115776,119,115776,,2025-03-23T08:15:07+00:00
0,23.3,99.9,0.8,0.2,66.6,60.8,11,134244,45,104,136,126,4,1,2549,355138,2577,631578,2539,389333,2686,637500,130,121014,130,121014,,2025-03-23T08:17:07+00:00
2,23.3,99.9,0.8,0.2,66.6,60.8,5,162,45,106,112,126,3,1,111,20632,123,21866,104,21021,123,21866,113,115490,113,115490,,2025-03-23T08:19:07+00:00
1,23.3,99.9,0.8,0.2,66.6,60.8,5,162,45,104,132,127,3,1,112,15960,132,15763,105,16363,132,15763,119,115802,119,115802,,2025-03-23T08:21:07+00:00
0,23.3,99.9,0.8,0.2,66.6,60.8,6,216,45,104,141,127,3,1,102,14005,114,13753,95,14268,114,13753,120,115854,120,115854,,2025-03-23T08:23:07+00:00
0,23.3,99.9,0.8,0.2,66.6,60.8,96,324,45,104,123,131,3,1,95,13396,109,13621,95,14726,109,13621,123,116010,123,116010,,2025-03-23T08:25:07+00:00
2,23.6,99.9,0.9,0.2,66.6,60.8,7,389,45,107,130,138,3,2,4200,1797060,3814,1415744,4751,1888770,4455,1458110,166,121082,166,121082,,2025-03-23T08:27:07+00:00
2,23.6,99.9,0.9,0.2,66.6,60.8,6,335,48,111,107,138,4,2,5016,4735402,3465,4354264,7526,4967706,6231,4536820,155,119144,155,119144,,2025-03-23T08:29:07+00:00
2,23.6,99.9,0.9,0.2,66.6,60.8,13,594,45,107,134,140,2,2,4816,4696241,3263,4418494,7324,4925613,6075,4604042,167,119768,167,119768,,2025-03-23T08:31:07+00:00
2,23.6,99.9,0.9,0.2,66.6,60.8,7,270,45,107,144,139,3,2,96,13257,109,13353,93,14136,109,13353,137,116738,137,116738,,2025-03-23T08:33:07+00:00
3,23.6,99.9,0.9,0.2,66.6,60.8,12,540,45,107,127,137,3,2,1901,2427752,1143,2334886,3253,2542794,2531,2426494,183,123468,183,123468,,2025-03-23T08:35:07+00:00
4,23.6,99.9,0.9,0.2,66.6,60.8,9,378,48,111,132,140,2,2,589,658787,388,634164,955,690486,776,659772,151,119151,151,119151,,2025-03-23T08:37:07+00:00
3,23.6,99.9,0.9,0.2,66.6,60.8,37,486,45,107,113,141,3,2,408,481791,259,433101,672,504224,525,450657,139,117768,139,117768,,2025-03-23T08:39:07+00:00
0,23.3,99.9,0.8,0.2,66.6,60.8,46,324,45,104,140,136,5,1,122,22268,138,23302,115,22811,138,23302,135,116634,135,116634,,2025-03-23T08:41:07+00:00
0,23.3,99.9,0.8,0.2,66.6,60.8,8,324,45,104,141,133,3,1,102,14101,114,13897,95,14364,114,13897,117,115698,117,115698,,2025-03-23T08:43:07+00:00
4,23.4,99.9,0.9,0.2,66.6,60.8,9,422,45,107,127,141,4,2,131,24238,156,25295,121,24475,156,25295,161,138570,161,138570,,2025-03-23T08:45:07+00:00
2,23.7,99.9,0.9,0.2,66.6,60.8,58,324,45,107,130,145,3,2,107,14924,125,15062,100,15257,125,15062,119,115802,119,115802,,2025-03-23T08:47:07+00:00
3,23.8,99.9,0.9,0.2,66.6,60.8,7,270,45,107,107,142,2,2,127,21729,142,21815,115,21411,142,21815,129,116322,129,116322,,2025-03-23T08:49:07+00:00
4,24,99.9,0.9,0.2,66.6,60.8,11,1091,45,110,136,154,4,3,1133,702442,1238,234907,1288,727831,1289,238273,1525,3137876,1525,3137876,,2025-03-23T08:51:07+00:00
4,24.1,99.9,0.9,0.2,66.6,60.8,102,1253,45,110,152,153,3,3,1289,763076,1324,276203,1408,788273,1386,280295,1719,3238987,1719,3238987,,2025-03-23T08:53:07+00:00
4,24.1,99.9,0.9,0.2,66.6,60.8,11,615,45,110,128,152,4,3,1203,680098,1272,296008,1309,699366,1339,300430,1520,2391585,1520,2391585,,2025-03-23T08:55:07+00:00
4,24.1,99.9,0.9,0.3,66.6,60.8,8,405,45,110,135,153,4,3,1510,782699,1530,290820,1567,801936,1587,294582,2045,3366588,2045,3366588,,2025-03-23T08:57:06+00:00
2,23.6,99.9,0.8,0.2,66.6,60.8,79,14996,45,107,121,145,4,2,731,467182,884,182016,856,478896,922,184524,1051,1776525,1051,1776525,,2025-03-23T08:59:07+00:00
2,23.6,99.9,0.8,0.2,66.6,60.8,58,324,45,107,136,154,4,2,157,26567,190,23540,132,22533,190,23540,124,116062,124,116062,,2025-03-23T09:01:07+00:00
2,23.6,99.9,0.8,0.2,66.6,60.8,7,6685,45,107,150,148,3,2,1132,622040,1168,250699,1215,638784,1223,254329,1710,3300277,1710,3300277,,2025-03-23T09:03:07+00:00
0,23.3,99.9,0.8,0.2,66.6,60.8,9,378,45,104,133,137,4,1,138,22686,159,19464,112,18237,159,19464,117,115672,117,115672,,2025-03-23T09:05:07+00:00
1,23.3,99.9,0.8,0.2,66.6,60.8,8,324,45,104,130,141,4,1,196,47108,223,36161,179,44841,223,36167,121,116054,121,116054,,2025-03-23T09:07:07+00:00
1,23.3,99.9,0.8,0.2,66.6,60.8,13,594,45,104,112,136,3,1,129,20247,150,18211,104,15821,150,18211,101,112826,101,112826,,2025-03-23T09:09:07+00:00
0,23.3,99.9,0.8,0.2,66.6,60.8,8,324,45,104,131,140,4,1,183,32190,211,26002,154,27975,211,26002,113,115490,113,115490,,2025-03-23T09:11:07+00:00
0,23.3,99.9,0.8,0.2,66.6,60.8,13,594,45,104,149,138,3,1,125,19764,147,17844,100,15282,147,17844,122,115958,122,115958,,2025-03-23T09:13:07+00:00
2,23.4,99.9,0.8,0.2,66.6,60.8,11,486,45,107,127,143,3,2,219,49021,247,33677,193,45555,247,33677,181,170665,181,170665,,2025-03-23T09:15:07+00:00
0,23.3,99.9,0.8,0.2,66.6,60.8,111,432,45,104,143,166,4,1,211,40091,234,30097,186,36813,234,30097,142,119078,142,119078,,2025-03-23T09:17:07+00:00
2,23.3,99.9,0.8,0.2,66.6,60.8,8,324,45,104,114,154,3,1,211,40503,234,30285,186,37225,234,30285,123,116010,123,116010,,2025-03-23T09:19:07+00:00
4,23.4,99.9,0.9,0.2,66.6,60.8,58,367,45,109,150,172,5,2,411,121955,454,66433,406,126495,456,66565,168,125414,168,125414,,2025-03-23T09:21:07+00:00
0,23.3,99.9,0.8,0.2,66.6,60.8,9,378,45,104,150,169,4,1,128,19449,154,18293,121,20076,154,18293,113,111034,113,111034,,2025-03-23T09:23:07+00:00
0,23.3,99.9,0.8,0.2,66.6,60.8,6,216,45,104,121,170,3,1,117,21695,136,23166,109,22019,136,23166,110,110852,110,110852,,2025-03-23T09:25:07+00:00
3,23.6,99.9,0.9,0.2,66.6,60.8,6,216,45,107,127,177,2,2,4436,1837916,4018,1441273,4996,1936239,4675,1484635,168,116392,168,116392,,2025-03-23T09:27:07+00:00
3,23.6,99.9,0.9,0.2,66.6,60.8,12,540,48,111,114,176,4,2,5587,4570379,4081,4206719,7934,4832321,6705,4379843,198,121931,198,121931,,2025-03-23T09:29:07+00:00
2,23.6,99.9,0.9,0.2,66.6,60.8,84168,56470,45,107,137,176,5,2,5164,4516174,3677,4145610,7474,4739524,6229,4314042,157,114792,157,114792,,2025-03-23T09:31:07+00:00
2,23.6,99.9,0.9,0.2,66.6,60.8,4,108,45,107,143,176,4,2,194,40185,217,34649,191,42436,217,34649,112,110982,112,110982,,2025-03-23T09:33:07+00:00
3,23.6,99.9,0.9,0.2,66.6,60.8,9,378,45,107,122,170,3,2,334,351843,344,205767,509,367283,449,212697,153,113806,153,113806,,2025-03-23T09:35:07+00:00
3,23.6,99.9,0.9,0.2,66.6,60.8,1862,2255,45,107,136,176,3,2,203,55190,221,41291,203,57765,224,41489,190,133239,190,133239,,2025-03-23T09:37:07+00:00
2,23.6,99.9,0.9,0.2,66.6,60.8,19,918,45,107,121,174,4,2,1393,1507010,915,1437363,2218,1580259,1788,1494981,166,116937,166,116937,,2025-03-23T09:39:07+00:00
1,23.3,99.9,0.8,0.2,66.6,60.8,8,324,45,104,137,163,5,1,158,29441,191,32634,129,25456,192,32700,102,110462,102,110462,,2025-03-23T09:41:07+00:00
0,23.3,99.9,0.8,0.2,66.6,60.8,8,324,45,104,141,162,3,1,158,26894,188,26625,136,24074,189,26691,109,110826,109,110826,,2025-03-23T09:43:07+00:00
4,23.4,99.9,0.9,0.2,66.6,60.8,615,540,45,107,128,172,3,2,209,58795,251,36169,186,55913,251,36125,221,252099,221,252099,,2025-03-23T09:45:07+00:00
3,23.7,99.9,0.9,0.2,66.6,60.8,11,486,45,107,141,178,3,2,250,47589,273,36264,243,49924,273,36264,109,110826,109,110826,,2025-03-23T09:47:07+00:00
2,23.8,99.9,0.9,0.2,66.6,60.8,11,486,45,107,113,179,4,2,107,14840,127,15079,100,15173,127,15079,106,110670,106,110670,,2025-03-23T09:49:07+00:00
2,23.8,99.9,0.9,0.2,66.6,60.8,46,324,45,107,130,174,3,2,110,15555,130,15673,108,16861,130,15673,116,111190,116,111190,,2025-03-23T09:51:07+00:00
2,23.8,99.9,0.9,0.2,66.6,60.8,13,594,45,107,149,166,3,2,107,14885,128,15195,100,15218,128,15195,130,111918,130,111918,,2025-03-23T09:53:07+00:00
2,23.8,99.9,0.9,0.2,66.6,60.8,61,486,45,107,126,169,4,2,117,21599,138,23202,109,21923,138,23202,118,111268,118,111268,,2025-03-23T09:55:07+00:00
2,23.8,99.9,0.9,0.3,66.6,60.8,14,648,45,107,137,171,2,2,103,14412,121,14484,96,14689,121,14484,104,110566,104,110566,,2025-03-23T09:57:07+00:00
0,23.3,99.9,0.8,0.2,66.6,60.8,101,1950,45,104,109,159,3,1,113,16232,126,15416,106,16649,126,15416,115,111138,115,111138,,2025-03-23T09:59:07+00:00
1,23.3,99.9,0.8,0.2,66.6,60.8,8,324,45,104,133,149,3,1,117,16520,135,16197,110,16993,135,16197,116,111190,116,111190,,2025-03-23T10:01:07+00:00
1,23.3,99.9,0.8,0.2,66.6,60.8,5,216,45,104,148,156,5,1,152,30133,173,28679,145,31096,173,28679,112,110982,112,110982,,2025-03-23T10:03:07+00:00
0,23.3,99.9,0.8,0.2,66.6,60.8,7,270,45,104,127,153,3,1,101,14175,114,14060,98,15124,114,14060,114,111086,114,111086,,2025-03-23T10:05:07+00:00
0,23.3,99.9,0.8,0.2,66.6,60.8,8,324,45,104,135,152,4,1,85,12583,91,11149,78,12608,91,11149,110,110878,110,110878,,2025-03-23T10:07:07+00:00
0,23.3,99.9,0.8,0.2,66.6,60.8,6,216,45,104,106,154,4,1,126,18938,147,21513,100,15192,148,21579,117,113888,117,113888,,2025-03-23T10:09:07+00:00
0,23.3,99.9,0.8,0.2,66.6,60.8,8,324,45,104,129,154,4,1,301,60790,324,47100,282,60659,325,47166,164,116936,164,116936,,2025-03-23T10:11:07+00:00
2,23.3,99.9,0.8,0.2,66.6,60.8,49,324,45,104,146,149,3,1,118,21751,133,22938,109,21955,133,22938,160,116728,160,116728,,2025-03-23T10:13:07+00:00
1,23.3,99.9,0.8,0.2,66.6,60.8,137,162,45,104,121,152,3,1,124,17679,136,16043,109,16936,136,16043,125,112330,125,112330,,2025-03-23T10:15:07+00:00
1,23.3,99.9,0.8,0.2,66.6,60.8,69,324,45,104,133,129,4,1,96,13559,110,13797,96,14903,110,13797,143,132454,143,132454,,2025-03-23T10:17:07+00:00
3,23.3,99.9,0.8,0.2,66.6,60.8,9,378,45,104,112,128,4,1,107,14875,122,14767,100,15208,122,14767,123,129831,123,129831,,2025-03-23T10:19:07+00:00
1,23.3,99.9,0.8,0.2,66.6,60.8,8,324,45,104,137,124,3,1,114,16879,129,15849,107,17310,129,15849,129,130169,129,130169,,2025-03-23T10:21:07+00:00
1,23.3,99.9,0.8,0.2,66.6,60.8,99,486,45,104,145,124,4,1,113,21136,129,22838,110,22253,129,22838,133,130357,133,130357,,2025-03-23T10:23:07+00:00
0,23.3,99.9,0.8,0.2,66.6,60.8,8,324,45,104,124,125,3,1,118,17462,133,16809,110,17800,133,16809,132,130410,132,130410,,2025-03-23T10:25:07+00:00
2,23.5,99.9,0.9,0.2,66.6,60.8,11,605,45,107,139,134,3,2,3900,1727459,3539,1375164,4482,1819768,4171,1416876,157,115968,157,115968,,2025-03-23T10:27:07+00:00
2,23.5,99.9,0.9,0.2,66.6,60.8,12,600,45,107,114,133,4,2,5867,4570430,4322,4129327,8148,4802411,6898,4299343,144,114116,144,114116,,2025-03-23T10:29:07+00:00
2,23.5,99.9,0.9,0.2,66.6,60.8,60,33956,45,107,132,137,4,2,5186,4269033,3682,3889498,7345,4483272,6154,4052650,145,113874,145,113874,,2025-03-23T10:31:07+00:00
2,23.5,99.9,0.9,0.2,66.6,60.8,5,162,45,107,143,133,3,2,125,18885,144,20924,103,15603,145,20990,112,110982,112,110982,,2025-03-23T10:33:07+00:00
3,23.5,99.9,0.9,0.2,66.6,60.8,10,432,45,107,124,131,3,2,1083,1260641,674,1213823,1771,1317548,1443,1264577,192,122128,192,122128,,2025-03-23T10:35:07+00:00
