cpu_pct_used,mem_pct_used,swap_pct_used,transient_pct_used,saswork_pct_used,workspace_pct_used,xythosfs_pct_used,TotalRecvQ_bytes,TotalSendQ_bytes,usockets_servers,usockets_connections,tcp_active_connections,tcp_inactive_connections,active_https_conn,inactive_https_conn,eth0_rx_packets,eth0_rx_bytes,eth0_tx_packets,eth0_tx_bytes,eth1_rx_packets,eth1_rx_bytes,eth1_tx_packets,eth1_tx_bytes,lo_rx_packets,lo_rx_bytes,lo_tx_packets,lo_tx_bytes,high_usage,date
3,23.5,99.9,0.9,0.2,66.6,60.8,14,648,45,107,139,132,3,2,117,18195,137,16694,105,16070,137,16694,126,113828,126,113828,,2025-03-23T10:37:07+00:00
3,23.5,99.9,0.9,0.2,66.6,60.8,8,324,45,107,109,132,3,2,672,709323,470,722610,1050,742976,911,751716,199,143868,199,143868,,2025-03-23T10:39:07+00:00
0,23.2,99.9,0.8,0.2,66.6,60.8,8,384,45,104,139,131,5,1,194,34027,216,27182,183,34878,216,27182,110,110878,110,110878,,2025-03-23T10:41:07+00:00
0,23.2,99.9,0.8,0.2,66.6,60.8,13,594,45,104,146,129,3,1,111,15280,124,14998,104,15669,124,14998,102,110462,102,110462,,2025-03-23T10:43:07+00:00
4,23.3,99.9,0.9,0.2,66.6,60.8,13,594,45,107,129,134,4,1,360,131085,394,60634,355,134858,396,60766,206,249776,206,249776,,2025-03-23T10:45:07+00:00
2,23.7,99.9,0.9,0.2,66.6,60.8,13,594,45,107,143,141,3,2,121,16631,141,16538,107,15995,141,16538,109,110826,109,110826,,2025-03-23T10:47:07+00:00
3,23.7,99.9,0.9,0.2,66.6,60.8,64,648,45,107,114,143,3,2,134,20123,162,19307,123,20134,162,19307,113,111034,113,111034,,2025-03-23T10:49:07+00:00
3,23.7,99.9,0.9,0.2,66.6,60.8,8,324,45,107,130,138,3,2,116,15931,135,15749,105,15690,135,15749,113,111034,113,111034,,2025-03-23T10:51:07+00:00
3,23.7,99.9,0.9,0.2,66.6,60.8,9,454,45,107,146,143,3,2,404,90182,419,57819,398,94739,419,57819,120,111398,120,111398,,2025-03-23T10:53:07+00:00
2,23.7,99.9,0.9,0.2,66.6,60.8,21,1026,45,107,135,143,3,2,107,16461,127,15746,105,17560,127,15746,110,110878,110,110878,,2025-03-23T10:55:07+00:00
7,23.7,99.9,0.9,0.3,66.6,60.8,10,432,45,107,137,142,4,2,99,13867,116,14295,99,15253,116,14295,108,110774,108,110774,,2025-03-23T10:57:07+00:00
2,23.2,99.9,0.8,0.2,66.6,60.8,7,270,45,104,108,132,3,1,110,15183,133,15542,103,15558,133,15542,115,111138,115,111138,,2025-03-23T10:59:07+00:00
1,23.3,99.9,0.8,0.2,66.6,60.8,8,324,45,104,143,136,4,1,133,19995,156,18489,123,20118,156,18489,118,111294,118,111294,,2025-03-23T11:01:07+00:00
0,23.3,99.9,0.8,0.2,66.6,60.8,8,324,45,104,142,139,3,1,125,18885,143,20858,103,15603,144,20924,125,111658,125,111658,,2025-03-23T11:03:07+00:00
0,23.3,99.9,0.8,0.2,66.6,60.8,6,216,45,104,122,141,3,1,121,18079,140,20265,98,14592,141,20331,107,110696,107,110696,,2025-03-23T11:05:07+00:00
0,23.2,99.9,0.8,0.2,66.6,60.8,57,270,45,104,132,139,3,1,130,19891,147,17855,123,20546,147,17855,119,111346,119,111346,,2025-03-23T11:07:07+00:00
2,23.3,99.9,0.8,0.2,66.6,60.8,6,216,45,104,107,137,4,1,105,14223,119,14243,98,14528,119,14243,116,111190,116,111190,,2025-03-23T11:09:07+00:00
0,23.3,99.9,0.8,0.2,66.6,60.8,4,108,45,104,125,141,5,1,107,14343,119,14191,100,14676,119,14191,115,111138,115,111138,,2025-03-23T11:11:07+00:00
0,23.3,99.9,0.8,0.2,66.6,60.8,6,260,45,104,143,137,3,1,115,16258,126,15128,108,16703,126,15128,109,110826,109,110826,,2025-03-23T11:13:07+00:00
3,23.3,99.9,0.8,0.2,66.6,60.8,7,307,45,107,128,142,9,2,255,85587,274,36888,245,87361,275,36954,329,297159,329,297159,,2025-03-23T11:15:07+00:00
0,23.3,99.9,0.8,0.2,66.6,60.8,10,432,45,104,142,156,3,1,114,16985,127,15397,104,16782,127,15397,126,113280,126,113280,,2025-03-23T11:17:07+00:00
1,23.3,99.9,0.8,0.2,66.6,60.8,47,378,45,104,113,159,4,1,100,13581,113,13745,96,14412,113,13745,118,129610,118,129610,,2025-03-23T11:19:07+00:00
1,23.3,99.9,0.8,0.2,66.6,60.8,746,1710,45,104,142,155,3,1,121,17976,139,20287,99,14638,140,20353,114,129402,114,129402,,2025-03-23T11:21:07+00:00
0,23.3,99.9,0.8,0.2,66.6,60.8,3,54,45,104,138,150,3,1,124,18523,139,20189,102,15227,140,20255,118,129610,118,129610,,2025-03-23T11:23:07+00:00
0,23.3,99.9,0.8,0.2,66.6,60.8,4,108,45,104,120,149,3,1,110,15004,121,14375,102,15230,121,14375,122,129902,122,129902,,2025-03-23T11:25:07+00:00
2,23.5,99.9,0.9,0.2,66.6,60.8,678,2316,45,107,133,162,4,2,4281,1809251,3892,1420648,4860,1906572,4549,1464010,182,135624,182,135624,,2025-03-23T11:27:07+00:00
2,23.5,99.9,0.9,0.2,66.6,60.8,60,492,45,107,109,162,3,2,5658,4638407,4072,4194231,7921,4866398,6666,4365495,156,133146,156,133146,,2025-03-23T11:29:07+00:00
6,23.5,99.9,0.9,0.2,66.6,60.8,49,486,45,107,141,160,4,2,5893,4499057,4425,4085878,8084,4732957,6908,4266169,151,114186,151,114186,,2025-03-23T11:31:07+00:00
2,23.6,99.9,0.9,0.2,66.6,60.8,24,324,45,107,143,161,4,2,99,13573,111,13555,94,14173,111,13555,118,110985,118,110985,,2025-03-23T11:33:06+00:00
3,23.5,99.9,0.9,0.2,66.6,60.8,13,594,45,107,125,159,3,2,1871,2429811,1062,2333461,3271,2547619,2555,2431999,194,119604,194,119604,,2025-03-23T11:35:07+00:00
4,23.5,99.9,0.9,0.2,66.6,60.8,23,270,45,107,131,161,3,2,359,350225,258,337275,545,367260,453,350145,187,121178,187,121178,,2025-03-23T11:37:07+00:00
3,23.5,99.9,0.9,0.2,66.6,60.8,4,108,45,107,105,158,4,2,125,25958,136,25078,124,27375,138,25210,160,118489,160,118489,,2025-03-23T11:39:07+00:00
1,23.3,99.9,0.8,0.2,66.6,60.8,4,108,45,104,137,154,5,1,156,30799,177,29553,142,30653,177,29553,118,111294,118,111294,,2025-03-23T11:41:07+00:00
1,23.3,99.9,0.8,0.2,66.6,60.8,1937,378,45,104,141,158,3,1,109,15036,129,15167,102,15397,129,15167,112,110982,112,110982,,2025-03-23T11:43:07+00:00
4,23.3,99.9,0.9,0.2,66.6,60.8,10,524,45,107,126,159,4,2,114,16076,138,15874,102,15784,138,15874,160,118036,160,118036,,2025-03-23T11:45:07+00:00
3,23.7,99.9,0.9,0.2,66.6,60.8,16,756,48,111,143,157,3,2,103,14003,115,13852,96,14280,115,13852,115,111138,115,111138,,2025-03-23T11:47:07+00:00
2,23.7,99.9,0.9,0.2,66.6,60.8,11,486,46,107,111,158,3,2,144,26890,159,29445,115,22709,160,29511,116,111190,116,111190,,2025-03-23T11:49:07+00:00
2,23.7,99.9,0.9,0.2,66.6,60.8,11,486,45,107,131,158,3,2,145,20104,153,38673,121,16926,164,39399,117,111242,117,111242,,2025-03-23T11:51:07+00:00
2,23.7,99.9,0.9,0.2,66.6,60.8,27,508,45,107,145,163,3,2,130,16492,135,32822,121,16971,144,33416,119,111346,119,111346,,2025-03-23T11:53:07+00:00
2,23.7,99.9,0.9,0.2,66.6,60.8,11,486,45,107,128,159,3,2,189,29613,196,41049,177,30390,206,41709,92,11454,92,11454,,2025-03-23T11:55:06+00:00
2,23.7,99.9,0.9,0.3,66.6,60.8,13,594,45,107,136,161,3,2,331,394746,324,179862,517,410909,410,185538,375,324279,375,324279,,2025-03-23T11:57:07+00:00
2,23.3,99.9,0.8,0.2,66.6,60.8,7,270,45,104,106,149,3,1,131,16595,134,32850,122,17088,144,33510,114,111086,114,111086,,2025-03-23T11:59:07+00:00
0,23.3,99.9,0.8,0.2,66.6,60.8,95,270,45,104,131,151,3,1,134,22327,139,40441,129,23562,149,41101,115,111138,115,111138,,2025-03-23T12:01:07+00:00
0,23.3,99.7,0.8,0.2,66.6,60.8,6,270,45,104,146,155,4,1,130,16498,140,33258,121,16977,149,33852,119,111346,119,111346,,2025-03-23T12:03:07+00:00
1,23.3,99.7,0.8,0.2,66.6,60.8,6,216,45,104,120,150,3,1,143,18088,148,34006,126,17435,156,34534,118,111268,118,111268,,2025-03-23T12:05:07+00:00
0,23.3,99.7,0.8,0.2,66.6,60.8,72,400,45,104,133,153,3,1,131,16519,135,32765,122,17012,144,33359,121,111450,121,111450,,2025-03-23T12:07:07+00:00
0,23.3,99.7,0.8,0.2,66.6,60.8,7,270,45,104,105,151,3,1,161,23539,169,37440,152,24452,178,38034,114,111086,114,111086,,2025-03-23T12:09:07+00:00
0,23.3,99.7,0.8,0.2,66.6,60.8,9,378,45,106,131,158,4,1,216,36039,227,45335,207,37722,237,45995,111,110930,111,110930,,2025-03-23T12:11:07+00:00
0,23.3,99.7,0.8,0.2,66.6,60.8,932,2004,45,106,143,162,3,1,141,18915,143,34103,132,19530,152,34697,119,111346,119,111346,,2025-03-23T12:13:07+00:00
0,23.3,99.7,0.8,0.2,66.6,60.8,9,378,45,106,129,155,4,1,138,18933,143,34026,129,19441,151,34554,111,110904,111,110904,,2025-03-23T12:15:07+00:00
0,23.3,99.7,0.8,0.2,66.6,60.8,59,378,45,106,133,140,3,1,151,23806,160,40247,127,20712,170,40907,110,110878,110,110878,,2025-03-23T12:17:07+00:00
0,23.3,99.7,0.8,0.2,66.6,60.8,55,362,45,106,109,140,4,1,129,16360,132,32574,120,16825,142,33234,119,111346,119,111346,,2025-03-23T12:19:07+00:00
1,23.3,99.7,0.8,0.2,66.6,60.8,48,162,45,106,135,137,3,1,130,16412,135,32773,121,16891,145,33433,111,110930,111,110930,,2025-03-23T12:21:07+00:00
0,23.3,99.7,0.8,0.2,66.6,60.8,6,216,45,106,140,138,3,1,230,39311,235,46816,221,41190,245,47476,113,111034,113,111034,,2025-03-23T12:23:07+00:00
1,23.3,99.7,0.8,0.2,66.6,60.8,5,162,45,106,120,136,3,1,134,16906,138,33098,123,17071,147,33692,119,111320,119,111320,,2025-03-23T12:25:07+00:00
2,23.5,99.7,0.9,0.2,66.6,60.7,134,432,45,109,136,150,3,2,4502,1955246,4065,1564426,5155,2060797,4801,1613002,119,111346,119,111346,,2025-03-23T12:27:07+00:00
2,23.6,99.7,0.9,0.2,66.6,60.7,13,654,45,109,114,150,3,2,4863,3647690,3599,3286813,6587,3829369,5627,3420645,116,111190,116,111190,,2025-03-23T12:29:07+00:00
2,23.6,99.7,0.9,0.2,66.6,60.7,59,454,45,109,131,153,4,2,5137,4524084,3569,4164936,7490,4750553,6239,4341156,133,112074,133,112074,,2025-03-23T12:31:07+00:00
2,23.6,99.7,0.9,0.2,66.6,60.7,13,594,45,109,149,150,3,2,141,18569,156,34878,132,19202,166,35538,111,110930,111,110930,,2025-03-23T12:33:07+00:00
3,23.6,99.7,0.9,0.2,66.6,60.7,13,594,45,109,131,148,3,2,135,17189,136,33352,125,17589,146,34012,147,114031,147,114031,,2025-03-23T12:35:07+00:00
3,23.6,99.7,0.9,0.2,66.6,60.7,14,1604,45,109,138,150,3,2,1172,1354458,698,1310804,1928,1420015,1530,1365716,154,135504,154,135504,,2025-03-23T12:37:07+00:00
3,23.5,99.7,0.9,0.2,66.6,60.7,8,324,45,109,109,151,3,2,136,17403,144,33767,125,17683,154,34427,147,113767,147,113767,,2025-03-23T12:39:07+00:00
1,23.3,99.7,0.8,0.2,66.6,60.7,8,324,45,106,144,142,4,1,147,25328,149,42785,138,26045,159,43445,113,111034,113,111034,,2025-03-23T12:41:07+00:00
3,23.3,99.7,0.8,0.2,66.6,60.6,49,324,45,106,142,146,3,1,201,38518,215,54822,181,36824,226,55548,109,110826,109,110826,,2025-03-23T12:43:07+00:00
4,23.4,99.7,0.9,0.2,66.6,60.6,13,108,45,109,120,148,3,2,226,54267,244,52535,199,51791,255,53261,197,222912,197,222912,,2025-03-23T12:45:07+00:00
2,23.7,99.7,0.9,0.2,66.6,60.6,56,216,45,109,133,153,3,2,130,16432,138,33016,121,16911,147,33610,125,111658,125,111658,,2025-03-23T12:47:07+00:00
2,23.7,99.7,0.9,0.2,66.6,60.6,7,270,45,109,111,150,4,2,127,16256,130,32407,118,16693,140,33067,111,110930,111,110930,,2025-03-23T12:49:07+00:00
3,23.7,99.7,0.9,0.2,66.6,60.6,1483,2328,45,109,134,151,3,2,273,51184,281,54157,271,54830,291,54817,119,111346,119,111346,,2025-03-23T12:51:07+00:00
2,23.7,99.7,0.9,0.2,66.6,60.6,7,270,45,109,144,148,3,2,125,16141,131,32529,120,17250,141,33189,110,110878,110,110878,,2025-03-23T12:53:06+00:00
2,23.7,99.7,0.9,0.2,66.6,60.6,26,432,48,113,128,147,3,2,140,18603,154,34692,130,19073,164,35352,112,110956,112,110956,,2025-03-23T12:55:07+00:00
2,23.7,99.7,0.9,0.3,66.6,60.6,71,432,46,109,134,154,3,2,117,14998,125,32058,115,16460,135,32718,115,111138,115,111138,,2025-03-23T12:57:07+00:00
0,23.3,99.7,0.8,0.2,66.6,60.6,7,270,46,106,107,147,3,1,131,16464,135,32753,122,16957,145,33413,110,110878,110,110878,,2025-03-23T12:59:07+00:00
0,23.3,99.7,0.8,0.2,66.6,60.6,7,270,45,106,139,148,4,1,137,19860,147,26279,129,20525,152,26609,113,111034,113,111034,,2025-03-23T13:01:07+00:00
0,23.3,99.7,0.8,0.2,66.6,60.5,9,378,45,104,146,140,3,1,171,26149,177,38698,162,27202,187,39358,119,111346,119,111346,,2025-03-23T13:03:07+00:00
0,23.3,99.7,0.8,0.2,66.6,60.5,9,378,45,104,121,138,2,1,130,16543,134,32754,120,16873,144,33414,117,111216,117,111216,,2025-03-23T13:05:07+00:00
1,23.3,99.7,0.8,0.2,66.6,60.5,57,270,45,104,131,141,3,1,140,18492,152,34416,131,19111,162,35076,106,110670,106,110670,,2025-03-23T13:07:07+00:00
0,23.3,99.7,0.8,0.2,66.6,60.5,45,108,45,104,103,140,3,1,187,31181,198,45533,170,29756,209,46259,113,111034,113,111034,,2025-03-23T13:09:07+00:00
4,23.3,99.7,0.8,0.2,66.6,60.5,5,162,45,104,125,140,6,1,193,46555,209,66577,183,45676,230,67963,120,112929,120,112929,,2025-03-23T13:11:07+00:00
1,23.3,99.7,0.8,0.2,66.6,60.5,6,216,45,104,142,137,3,1,136,20952,142,35912,127,21493,153,36638,130,115168,130,115168,,2025-03-23T13:13:07+00:00
2,23.3,99.7,0.8,0.2,66.6,60.5,8,973,45,107,126,143,3,2,147,22947,151,34340,129,22370,161,35000,164,118752,164,118752,,2025-03-23T13:15:07+00:00
0,23.3,99.7,0.8,0.2,66.6,60.5,45,270,45,104,135,164,3,1,217,42448,226,53350,212,44845,236,54010,168,119224,168,119224,,2025-03-23T13:17:07+00:00
2,23.3,99.7,0.8,0.2,66.6,60.5,9,378,45,106,112,157,3,1,251,49316,261,57270,242,51489,271,57930,128,113022,128,113022,,2025-03-23T13:19:07+00:00
2,23.3,99.7,0.8,0.2,66.6,60.5,7,270,48,108,136,154,2,1,138,24312,141,41812,133,25603,151,42472,109,110826,109,110826,,2025-03-23T13:21:07+00:00
1,23.3,99.7,0.8,0.2,66.6,60.5,7,270,45,104,140,151,4,1,127,21700,131,39917,125,23302,141,40577,127,111762,127,111762,,2025-03-23T13:23:07+00:00
1,23.3,99.7,0.8,0.2,66.6,60.5,61,486,45,104,125,153,3,1,139,23215,143,40864,129,23671,153,41524,122,111476,122,111476,,2025-03-23T13:25:07+00:00
4,23.5,99.7,0.9,0.2,66.6,60.5,6,216,45,107,131,161,3,2,5214,1759213,4958,1335949,5622,1859116,5433,1367387,155,141786,155,141786,,2025-03-23T13:27:07+00:00
2,23.5,99.7,0.9,0.2,66.6,60.5,6,216,45,107,108,161,3,2,5323,5530075,3382,5187047,8392,5806881,6762,5410127,115,111138,115,111138,,2025-03-23T13:29:07+00:00
2,23.6,99.7,0.9,0.2,66.6,60.5,13,594,45,107,141,161,4,2,413,88683,427,86632,394,90045,438,87358,123,111554,123,111554,,2025-03-23T13:31:07+00:00
2,23.6,99.7,0.9,0.2,66.6,60.5,15,746,45,107,151,159,4,2,420,89470,426,78115,396,90142,436,78775,115,111138,115,111138,,2025-03-23T13:33:07+00:00
3,23.6,99.7,0.9,0.2,66.6,60.5,9,378,45,107,126,160,3,2,1021,783557,792,729530,1389,818432,1213,757316,120,111710,120,111710,,2025-03-23T13:35:07+00:00
3,23.5,99.7,0.9,0.2,66.6,60.5,11,530,45,107,135,163,3,2,420,89388,425,74632,411,93927,435,75292,131,112675,131,112675,,2025-03-23T13:37:07+00:00
4,23.5,99.7,0.9,0.2,66.6,60.5,933,1963,45,107,108,162,3,2,577,520364,429,513949,842,544482,725,533485,130,112946,130,112946,,2025-03-23T13:39:07+00:00
1,23.3,99.7,0.8,0.2,66.6,60.5,60,432,45,104,144,155,6,1,411,83684,414,73632,402,88097,424,74292,113,111034,113,111034,,2025-03-23T13:41:07+00:00
1,23.3,99.7,0.8,0.2,66.6,60.5,7,270,45,104,138,154,3,1,456,91717,463,79182,451,97603,472,79776,111,110930,111,110930,,2025-03-23T13:43:07+00:00
4,23.4,99.7,0.9,0.2,66.6,60.5,7,270,45,107,121,160,3,2,264,58954,291,56213,250,60309,301,56873,192,145648,192,145648,,2025-03-23T13:45:07+00:00
3,23.7,99.7,0.9,0.2,66.6,60.5,7,270,45,107,131,162,3,2,140,18492,157,34799,131,19111,167,35459,116,111190,116,111190,,2025-03-23T13:47:07+00:00
2,23.7,99.7,0.9,0.2,66.6,60.5,8,324,45,107,112,159,4,2,138,22936,148,41020,129,23527,158,41680,118,111294,118,111294,,2025-03-23T13:49:07+00:00
3,23.7,99.7,0.9,0.2,66.6,60.5,12,540,45,107,133,161,3,2,133,16942,139,33131,124,17463,148,33725,138,112334,138,112334,,2025-03-23T13:51:07+00:00
2,23.7,99.7,0.9,0.2,66.6,60.5,11,486,45,107,145,160,3,2,153,25319,170,43155,144,26120,178,43683,111,110930,111,110930,,2025-03-23T13:53:07+00:00
2,23.7,99.7,0.9,0.2,66.6,60.5,13,594,45,107,130,159,3,2,129,16491,139,33137,119,16807,148,33731,115,111112,115,111112,,2025-03-23T13:55:07+00:00
2,23.7,99.7,0.9,0.3,66.6,60.5,9,378,45,107,135,162,5,2,129,16380,137,32915,120,16845,147,33575,127,111762,127,111762,,2025-03-23T13:57:07+00:00
0,23.3,99.7,0.8,0.2,66.6,60.5,62,540,45,104,111,158,3,1,129,16388,140,33120,120,16853,149,33714,115,111138,115,111138,,2025-03-23T13:59:07+00:00
0,23.3,99.7,0.8,0.2,66.6,60.5,6,216,45,104,129,152,3,1,144,20017,155,38717,120,16825,166,39443,104,110566,104,110566,,2025-03-23T14:01:07+00:00
0,23.3,99.7,0.8,0.2,66.6,60.5,9,432,45,104,153,158,4,1,144,20062,154,38700,120,16870,165,39426,119,111346,119,111346,,2025-03-23T14:03:07+00:00
0,23.3,99.7,0.8,0.2,66.6,60.4,10,432,45,104,123,155,3,1,211,35480,226,48448,186,33077,237,49174,118,111268,118,111268,,2025-03-23T14:05:07+00:00
1,23.3,99.7,0.8,0.2,66.6,60.4,9,378,45,104,133,154,3,1,137,22904,145,40815,128,23481,155,41475,111,110930,111,110930,,2025-03-23T14:07:07+00:00
1,23.3,99.7,0.8,0.2,66.6,60.4,4,108,45,104,105,153,3,1,135,17092,144,33452,122,16941,153,34046,110,110878,110,110878,,2025-03-23T14:09:07+00:00
1,23.3,99.7,0.8,0.2,66.6,60.4,43,162,45,104,123,154,4,1,140,18472,158,34820,131,19091,168,35480,117,111242,117,111242,,2025-03-23T14:11:07+00:00
1,23.3,99.7,0.8,0.2,66.6,60.4,98,270,45,104,142,156,3,1,129,16405,140,33170,120,16870,150,33830,117,111242,117,111242,,2025-03-23T14:13:07+00:00
0,23.3,99.7,0.8,0.2,66.6,60.4,8,324,45,104,125,147,3,1,143,23797,155,41727,133,24309,161,42123,122,111476,122,111476,,2025-03-23T14:15:07+00:00
0,23.3,99.7,0.8,0.2,66.6,60.4,5,162,45,104,127,127,3,1,145,19188,162,35248,132,19177,172,35908,117,112812,117,112812,,2025-03-23T14:17:07+00:00
1,23.3,99.7,0.8,0.2,66.6,60.4,9,378,45,104,113,129,4,1,137,22849,146,40958,129,23661,156,41618,141,115080,141,115080,,2025-03-23T14:19:07+00:00
1,23.3,99.7,0.8,0.2,66.6,60.4,9,378,45,104,137,129,3,1,155,22968,166,41958,127,19430,177,42684,108,110774,108,110774,,2025-03-23T14:21:07+00:00
1,23.3,99.7,0.8,0.2,66.6,60.4,1190,2364,45,104,144,131,3,1,139,18471,158,34922,130,19076,167,35516,109,110826,109,110826,,2025-03-23T14:23:07+00:00
0,23.3,99.7,0.8,0.2,66.6,60.4,94,162,45,104,117,131,3,1,139,22971,141,41565,136,24657,149,42093,111,110930,111,110930,,2025-03-23T14:25:07+00:00
2,23.5,99.7,0.9,0.2,66.6,60.4,57,330,45,107,132,150,3,2,4017,1750200,3623,1408284,4592,1843641,4281,1451712,157,115968,157,115968,,2025-03-23T14:27:07+00:00
2,23.5,99.7,0.9,0.2,66.6,60.4,7,270,48,111,107,145,3,2,6453,4763329,4149,6974399,8928,5016256,8596,7267901,157,115668,157,115668,,2025-03-23T14:29:07+00:00
2,23.6,99.7,0.9,0.2,66.6,60.4,55,659,45,107,141,158,5,2,5121,4533988,3677,4149464,7485,4761147,6245,4318996,165,115502,165,115502,,2025-03-23T14:31:07+00:00
2,23.6,99.7,0.9,0.2,66.6,60.4,13,594,45,107,155,159,4,2,130,16581,133,32799,121,17060,143,33459,115,111138,115,111138,,2025-03-23T14:33:07+00:00
4,23.5,99.7,0.9,0.2,66.6,60.4,10,432,45,107,127,152,3,2,152,19965,161,35249,135,19438,171,35909,130,112316,130,112316,,2025-03-23T14:35:07+00:00
4,23.5,99.7,0.9,0.2,66.6,60.4,16,756,45,107,139,156,3,2,686,856493,469,772428,1183,898855,950,804174,163,130603,163,130603,,2025-03-23T14:37:07+00:00
3,23.5,99.7,0.9,0.2,66.6,60.4,14,2401,45,107,114,155,3,2,866,998336,567,973242,1428,1047508,1142,1011192,199,144154,199,144154,,2025-03-23T14:39:07+00:00
1,23.3,99.7,0.8,0.2,66.6,60.4,53,432,45,104,141,146,5,1,184,28787,201,41713,176,30070,211,42373,128,112106,128,112106,,2025-03-23T14:41:07+00:00
0,23.3,99.7,0.8,0.2,66.6,60.4,96,324,45,104,144,149,4,1,146,19549,162,36708,137,20234,172,37368,125,111804,125,111804,,2025-03-23T14:43:07+00:00
4,23.4,99.7,0.9,0.2,66.6,60.4,48,432,45,107,124,154,3,2,294,97869,302,71337,288,100582,316,72261,228,142223,228,142223,,2025-03-23T14:45:07+00:00
2,23.7,99.7,0.9,0.2,66.6,59.9,8,324,45,107,134,154,4,2,152,21774,169,40217,130,19073,180,40943,111,110930,111,110930,,2025-03-23T14:47:07+00:00
2,23.7,99.7,0.9,0.2,66.6,59.9,11,486,45,107,112,155,4,2,425,93386,446,87152,404,94326,461,88142,155,144427,155,144427,,2025-03-23T14:49:07+00:00
2,23.7,99.7,0.9,0.2,66.6,59.9,13,594,45,107,135,155,4,2,136,17956,142,33813,127,18519,152,34473,106,110670,106,110670,,2025-03-23T14:51:07+00:00
3,23.7,99.7,0.9,0.2,66.6,59.9,12,540,45,107,146,152,3,2,130,16615,143,33578,121,17094,152,34172,124,111606,124,111606,,2025-03-23T14:53:06+00:00
2,23.7,99.7,0.9,0.2,66.6,59.9,12,540,45,107,129,149,3,2,141,18631,148,34284,127,18415,156,34812,112,110956,112,110956,,2025-03-23T14:55:07+00:00
2,23.7,99.7,0.9,0.3,66.6,59.9,14,648,45,107,143,155,3,2,131,16636,138,33138,122,17129,148,33798,112,110982,112,110982,,2025-03-23T14:57:07+00:00
0,23.3,99.7,0.8,0.2,66.6,59.9,55,162,45,104,104,146,3,1,129,16360,134,32671,120,16825,143,33265,106,110670,106,110670,,2025-03-23T14:59:07+00:00
0,23.3,99.7,0.8,0.2,66.6,59.9,12,540,45,104,141,144,5,1,255,49161,278,58705,237,49942,286,59233,117,111242,117,111242,,2025-03-23T15:01:07+00:00
0,23.3,99.7,0.8,0.2,66.6,59.9,5,162,45,104,143,150,3,1,127,16280,138,33250,120,17134,148,33910,105,110618,105,110618,,2025-03-23T15:03:07+00:00
2,23.3,99.7,0.8,0.2,66.6,59.9,5,162,45,104,118,148,3,1,164,26804,179,44903,153,27526,188,45497,119,111320,119,111320,,2025-03-23T15:05:07+00:00
0,23.3,99.7,0.8,0.2,66.6,59.9,70,270,45,104,131,152,3,1,135,17218,141,33253,126,17767,149,33781,111,110930,111,110930,,2025-03-23T15:07:07+00:00
0,23.3,99.7,0.8,0.2,66.6,59.8,8,324,45,104,108,146,3,1,137,17992,147,34142,128,18569,157,34802,117,111242,117,111242,,2025-03-23T15:09:07+00:00
1,23.3,99.7,0.8,0.2,66.6,59.8,49,216,45,104,124,146,4,1,142,18728,162,35241,133,19375,171,35835,110,110878,110,110878,,2025-03-23T15:11:07+00:00
1,23.3,99.7,0.8,0.2,66.6,59.8,9,378,45,104,143,146,3,1,140,23237,156,41649,131,23856,162,42045,121,111450,121,111450,,2025-03-23T15:13:07+00:00
3,23.4,99.7,0.8,0.2,66.6,59.8,6,216,45,107,122,149,3,2,149,20711,165,39591,122,17157,176,40317,127,112147,127,112147,,2025-03-23T15:15:07+00:00
0,23.3,99.7,0.8,0.2,66.6,59.8,47,378,45,104,146,154,3,1,193,49299,220,55709,177,47321,235,56699,269,281802,269,281802,,2025-03-23T15:17:07+00:00
0,23.3,99.7,0.8,0.2,66.6,59.8,9,378,45,104,117,158,9,1,119,21255,131,32547,93,17227,137,32943,128,113384,128,113384,,2025-03-23T15:19:07+00:00
1,23.3,99.7,0.8,0.2,66.6,59.8,914,2094,45,104,133,161,3,1,150,24548,162,42266,134,24142,171,42860,114,111086,114,111086,,2025-03-23T15:21:07+00:00
1,23.3,99.7,0.8,0.2,66.6,59.8,7,270,45,104,146,158,3,1,151,25445,172,43413,142,26218,182,44073,102,110462,102,110462,,2025-03-23T15:23:07+00:00
0,23.3,99.7,0.8,0.2,66.6,59.8,12,540,45,104,125,155,3,1,147,24123,156,41779,133,23991,164,42307,128,111788,128,111788,,2025-03-23T15:25:07+00:00
2,23.6,99.7,0.9,0.2,66.6,59.8,70,373,48,111,132,164,3,2,4028,1843568,3582,1508114,4669,1942079,4320,1556822,180,117458,180,117458,,2025-03-23T15:27:07+00:00
2,23.6,99.7,0.9,0.2,66.6,59.8,9,465,45,107,112,165,5,2,5383,4255976,3900,3865123,7453,4466587,6307,4023925,140,113908,140,113908,,2025-03-23T15:29:07+00:00
2,23.6,99.7,0.9,0.2,66.6,59.8,134455,90681,45,107,143,158,4,2,5509,5684023,3557,5412890,8616,5980839,7037,5642570,151,114480,151,114480,,2025-03-23T15:31:07+00:00
2,23.6,99.7,0.9,0.2,66.6,59.8,26,432,45,107,143,158,3,2,131,16661,139,33155,122,17154,149,33815,109,110826,109,110826,,2025-03-23T15:33:07+00:00
3,23.6,99.7,0.9,0.2,66.6,59.8,49,486,45,107,126,157,3,2,981,1219493,574,1193516,1686,1279010,1327,1243214,202,122668,202,122668,,2025-03-23T15:35:07+00:00
