cpu_pct_used,mem_pct_used,swap_pct_used,transient_pct_used,saswork_pct_used,workspace_pct_used,xythosfs_pct_used,TotalRecvQ_bytes,TotalSendQ_bytes,usockets_servers,usockets_connections,tcp_active_connections,tcp_inactive_connections,active_https_conn,inactive_https_conn,enP65410s1_rx_packets,enP65410s1_rx_bytes,enP65410s1_tx_packets,enP65410s1_tx_bytes,eth0_rx_packets,eth0_rx_bytes,eth0_tx_packets,eth0_tx_bytes,lo_rx_packets,lo_rx_bytes,lo_tx_packets,lo_tx_bytes,high_usage,eth1_rx_packets,eth1_rx_bytes,eth1_tx_packets,eth1_tx_bytes,date
0,23.4,88.2,0.8,0.2,66.3,61.1,84,54,42,102,123,155,5,1,,,,,20,2699,28,2406,111,114352,111,114352,,13,1814,28,2406,2025-03-25T21:11:07+00:00
0,23.4,88.2,0.8,0.2,66.3,61.1,41,114,42,102,138,149,3,1,,,,,20,2744,28,2402,121,114872,121,114872,,13,1859,28,2402,2025-03-25T21:13:07+00:00
3,23.5,88.2,0.8,0.2,66.3,61.1,98,593,42,105,125,158,3,2,,,,,26,8410,40,4287,112,114404,112,114404,,23,8244,40,4287,2025-03-25T21:15:07+00:00
0,23.4,88.2,0.8,0.2,66.3,61.1,5,162,42,102,144,165,4,1,,,,,49,7571,57,7515,118,114716,118,114716,,38,6392,57,7515,2025-03-25T21:17:07+00:00
0,23.4,88.2,0.8,0.2,66.3,61.1,94,216,42,102,111,168,4,1,,,,,27,6937,41,6240,122,114924,122,114924,,24,6828,42,6306,2025-03-25T21:19:07+00:00
0,23.4,88.2,0.8,0.2,66.3,61.1,9,378,42,102,138,164,4,1,,,,,65,12333,73,13724,116,116182,116,116182,,56,11699,72,13639,2025-03-25T21:21:07+00:00
2,23.4,88.2,0.8,0.2,66.3,61.1,5,162,42,102,140,163,3,1,,,,,55,9978,64,10378,111,115922,111,115922,,48,9583,64,10378,2025-03-25T21:23:07+00:00
1,23.4,88.2,0.8,0.2,66.3,61.1,5,162,42,102,119,165,3,1,,,,,21,2884,29,2501,114,114482,114,114482,,13,1864,29,2501,2025-03-25T21:25:07+00:00
2,23.7,88.2,0.9,0.2,66.3,61.1,129,281,42,105,128,177,3,2,,,,,4292,1818779,3862,1424824,177,120430,177,120430,,4840,1915035,4517,1468146,2025-03-25T21:27:07+00:00
3,23.7,88.2,0.9,0.2,66.3,61.1,65306,27793,42,105,107,177,3,2,,,,,4940,4261574,3570,3942417,144,117244,144,117244,,7047,4467747,5977,4101279,2025-03-25T21:29:07+00:00
2,23.7,88.2,0.9,0.2,66.3,61.1,91,324,42,105,134,177,5,2,,,,,5131,3949285,4046,3462693,168,118786,168,118786,,7040,4146962,6021,3593043,2025-03-25T21:31:07+00:00
4,23.7,88.2,0.9,0.2,66.3,61.1,8,368,42,105,142,172,3,2,,,,,45,13321,56,11761,171,137744,171,137744,,25,9051,57,11827,2025-03-25T21:33:07+00:00
3,23.7,88.2,0.9,0.2,66.3,61.1,9,378,42,105,125,174,3,2,,,,,2001,2869471,970,2781169,193,122746,193,122746,,3669,3006084,2791,2901355,2025-03-25T21:35:07+00:00
3,23.7,88.2,0.9,0.2,66.3,61.1,9,422,42,105,135,174,3,2,,,,,992,1189600,562,1148577,200,123792,200,123792,,1638,1244718,1302,1197417,2025-03-25T21:37:07+00:00
3,23.7,88.2,0.9,0.2,66.3,61.1,2,145203,42,105,105,172,5,2,,,,,776,992709,440,945983,196,143752,196,143752,,1333,1040233,1036,985319,2025-03-25T21:39:07+00:00
0,23.4,88.2,0.8,0.2,66.3,61.1,57,314,42,102,130,167,4,1,,,,,20,2701,28,2406,116,114612,116,114612,,13,1816,28,2406,2025-03-25T21:41:07+00:00
0,23.4,88.2,0.8,0.2,66.3,61.1,8,324,42,102,144,162,3,1,,,,,21,3018,31,2910,110,114300,110,114300,,14,2147,31,2910,2025-03-25T21:43:07+00:00
4,23.5,88.2,0.9,0.2,66.3,61.1,3,178,45,109,118,171,4,2,,,,,121,19207,146,18791,177,147263,177,147263,,112,19392,146,18791,2025-03-25T21:45:07+00:00
3,23.9,88.2,0.9,0.2,66.3,61.1,6,276,42,105,138,172,10,2,,,,,375,63423,279,653989,170,134810,170,134810,,375,67217,636,677551,2025-03-25T21:47:07+00:00
2,23.9,88.2,0.9,0.2,66.3,61.1,32,275,42,105,109,176,3,2,,,,,13,1864,21,1870,116,114612,116,114612,,10,1581,21,1870,2025-03-25T21:49:07+00:00
3,23.9,88.2,0.9,0.2,66.3,61.1,8,384,42,105,132,172,3,2,,,,,17,5347,26,2885,120,114968,120,114968,,15,5186,26,2885,2025-03-25T21:51:07+00:00
2,23.9,88.2,0.9,0.2,66.3,61.1,55,162,42,107,143,182,3,2,,,,,154,19644,161,35010,107,113526,107,113526,,134,18594,171,35670,2025-03-25T21:53:07+00:00
2,23.9,88.2,0.9,0.2,66.3,61.1,137,432,42,107,127,178,3,2,,,,,17,4085,22,2561,115,114708,115,114708,,18,4389,22,2561,2025-03-25T21:55:07+00:00
2,23.9,88.2,0.9,0.3,66.3,61.1,9,378,42,107,139,179,3,2,,,,,63,19014,82,15142,125,118368,125,118368,,43,14996,84,15274,2025-03-25T21:57:07+00:00
0,23.5,88.2,0.8,0.2,66.3,61.1,45,270,42,104,109,169,4,1,,,,,54,20444,66,20602,170,139363,170,139363,,38,16564,70,20866,2025-03-25T21:59:07+00:00
3,23.7,88.2,0.8,0.2,66.3,61.1,1928,2192,42,107,144,175,4,2,,,,,430,261333,567,103256,573,725834,573,725834,,493,267931,568,103322,2025-03-25T22:01:07+00:00
1,23.5,88.2,0.8,0.2,66.3,61.1,135,422,42,104,145,172,3,1,,,,,41,13205,55,8487,133,121676,133,121676,,36,12746,56,8553,2025-03-25T22:03:07+00:00
0,23.5,88.2,0.8,0.2,66.3,61.1,48,432,45,108,126,174,4,1,,,,,16,3987,25,2807,120,114968,120,114968,,14,3812,25,2807,2025-03-25T22:05:07+00:00
0,23.5,88.2,0.8,0.2,66.3,61.1,5,162,42,104,129,172,3,1,,,,,22,4707,30,3150,113,114604,113,114604,,16,3916,30,3150,2025-03-25T22:07:07+00:00
1,23.5,88.2,0.8,0.2,66.3,61.1,7,3041,42,104,108,173,3,1,,,,,50,21365,65,13089,136,183645,136,183645,,48,21230,68,13287,2025-03-25T22:09:07+00:00
1,23.5,88.2,0.8,0.2,66.3,61.1,8,324,42,104,131,173,4,1,,,,,15,2157,23,2035,109,114248,109,114248,,10,1581,23,2035,2025-03-25T22:11:07+00:00
4,23.5,88.2,0.8,0.2,66.3,61.1,102,530,42,104,147,170,3,1,,,,,20,3199,28,2402,225,141528,225,141528,,13,2314,28,2402,2025-03-25T22:13:07+00:00
0,23.5,88.2,0.8,0.2,66.3,61.1,58,324,42,104,125,167,3,1,,,,,111,20737,117,21184,109,114222,109,114222,,103,20977,117,21184,2025-03-25T22:15:07+00:00
1,23.5,88.2,0.8,0.2,66.3,61.1,7,270,42,104,134,144,3,1,,,,,25,3380,33,2794,110,114300,110,114300,,14,1865,33,2794,2025-03-25T22:17:07+00:00
0,23.5,88.2,0.8,0.2,66.3,61.1,7,675,42,104,109,148,3,1,,,,,8,1296,17,1562,115,114560,115,114560,,8,1408,17,1562,2025-03-25T22:19:07+00:00
0,23.5,88.2,0.8,0.2,66.3,61.1,49,216,42,104,135,147,3,1,,,,,24,3177,32,2722,105,114040,105,114040,,14,1883,32,2722,2025-03-25T22:21:07+00:00
1,23.5,88.2,0.8,0.2,66.3,61.1,5,162,42,104,143,146,4,1,,,,,43,9170,56,10117,106,113730,106,113730,,18,4328,57,10183,2025-03-25T22:23:07+00:00
1,23.5,88.2,0.8,0.2,66.3,61.1,3,54,42,104,123,147,4,1,,,,,35,8066,48,9315,130,117058,130,117058,,14,3812,49,9381,2025-03-25T22:25:07+00:00
3,23.8,88.2,0.9,0.2,66.3,61.1,57,330,42,107,133,160,3,2,,,,,4227,1819651,3845,1422854,173,120222,173,120222,,4816,1917124,4502,1466292,2025-03-25T22:27:07+00:00
2,23.8,88.2,0.9,0.2,66.3,61.1,9,378,42,107,111,157,3,2,,,,,4925,3998133,3717,3590873,137,117027,137,117027,,6917,4197976,5870,3732971,2025-03-25T22:29:07+00:00
2,23.8,88.2,0.9,0.2,66.3,61.1,8,400,42,107,132,155,3,2,,,,,4667,3851995,3477,3466108,124,116204,124,116204,,6592,4043848,5585,3605268,2025-03-25T22:31:07+00:00
2,23.8,88.2,0.9,0.2,66.3,61.1,41,54,42,107,139,158,4,2,,,,,19,2657,27,2336,106,114092,106,114092,,12,1758,27,2336,2025-03-25T22:33:07+00:00
3,23.8,88.2,0.9,0.2,66.3,61.1,7,270,42,107,124,159,3,2,,,,,186,330010,181,206919,133,115935,133,115935,,372,344104,302,214905,2025-03-25T22:35:07+00:00
3,23.7,88.2,0.9,0.2,66.3,61.1,11,530,42,107,138,157,3,2,,,,,635,818039,374,785713,199,125785,199,125785,,1096,856652,859,817723,2025-03-25T22:37:07+00:00
3,23.7,88.2,0.9,0.2,66.3,61.1,10,432,42,107,113,158,4,2,,,,,134,160580,86,156201,128,115896,128,115896,,216,167273,190,163109,2025-03-25T22:39:07+00:00
1,23.5,88.2,0.8,0.2,66.3,61.1,7,271,42,104,129,149,4,1,,,,,32,5919,37,3720,112,114555,112,114555,,25,5180,37,3720,2025-03-25T22:41:07+00:00
1,23.5,88.2,0.8,0.2,66.3,61.1,6,216,42,104,141,150,3,1,,,,,22,2975,30,2653,109,114248,109,114248,,14,2014,30,2653,2025-03-25T22:43:07+00:00
4,23.6,88.2,0.9,0.2,66.3,61.1,59,378,48,115,133,159,3,2,,,,,336,128491,353,56791,225,204926,225,204926,,313,127863,355,56923,2025-03-25T22:45:07+00:00
2,23.9,88.2,0.9,0.2,66.3,61.1,11,486,42,105,143,147,3,2,,,,,39,6901,56,9341,96,112042,96,112042,,17,2415,57,9407,2025-03-25T22:47:07+00:00
2,23.8,88.2,0.9,0.2,66.3,61.1,8,368,42,103,117,138,4,2,,,,,20,2664,28,2440,130,120464,130,120464,,13,1779,28,2440,2025-03-25T22:49:07+00:00
2,23.8,88.2,0.9,0.2,66.3,61.1,9,438,42,103,132,138,3,2,,,,,20,2664,28,2441,174,122752,174,122752,,13,1779,28,2441,2025-03-25T22:51:07+00:00
2,23.8,88.2,0.9,0.2,66.3,61.1,5,206,42,103,137,138,3,2,,,,,21,2790,30,2714,176,123366,176,123366,,14,1919,30,2714,2025-03-25T22:53:07+00:00
2,23.8,88.2,0.9,0.2,66.3,61.1,99,520,45,107,125,137,3,2,,,,,10,1438,18,1679,116,115832,116,115832,,9,1474,18,1679,2025-03-25T22:55:07+00:00
4,23.8,88.2,0.9,0.3,66.3,61.1,74,486,42,103,136,139,3,2,,,,,20,2684,28,2433,112,114404,112,114404,,13,1799,28,2433,2025-03-25T22:57:07+00:00
1,23.4,88.2,0.8,0.2,66.3,61.1,12,584,42,100,111,135,4,1,,,,,32,4014,39,3286,115,114560,115,114560,,18,2132,39,3286,2025-03-25T22:59:07+00:00
1,23.4,88.2,0.8,0.2,66.3,61.1,8,470,42,100,129,133,3,1,,,,,142,45957,144,44049,110,114300,110,114300,,135,46780,151,44511,2025-03-25T23:01:07+00:00
1,23.4,88.2,0.8,0.2,66.3,61.1,57,270,42,100,142,139,3,1,,,,,160,25753,167,42636,114,113890,114,113890,,137,24322,177,43296,2025-03-25T23:03:07+00:00
0,23.4,88.2,0.8,0.2,66.3,61.1,163,152,42,100,119,135,3,1,,,,,21,2847,29,2536,116,114586,116,114586,,13,1827,29,2536,2025-03-25T23:05:07+00:00
0,23.4,88.2,0.8,0.2,66.3,61.1,6,216,42,100,127,130,3,1,,,,,41,7089,53,8808,118,114716,118,114716,,15,1931,54,8874,2025-03-25T23:07:07+00:00
0,23.4,88.2,0.8,0.2,66.3,61.1,5,162,42,100,105,132,3,1,,,,,39,6684,50,8567,114,114508,114,114508,,16,1977,51,8633,2025-03-25T23:09:07+00:00
2,23.4,88.2,0.8,0.2,66.3,61.1,5,231,42,100,129,131,5,1,,,,,92,18316,101,18855,137,116315,137,116315,,69,14496,104,19103,2025-03-25T23:11:07+00:00
0,23.4,88.2,0.8,0.2,66.3,61.1,4,152,42,100,138,136,3,1,,,,,21,2761,28,2437,111,114352,111,114352,,14,1890,28,2437,2025-03-25T23:13:07+00:00
0,23.4,88.2,0.8,0.2,66.3,61.1,47,260,42,100,123,131,3,1,,,,,21,2847,29,2536,113,114430,113,114430,,13,1827,29,2536,2025-03-25T23:15:07+00:00
0,23.4,88.2,0.8,0.2,66.3,61.1,44,216,42,100,135,127,3,1,,,,,20,2684,28,2433,118,114716,118,114716,,13,1799,28,2433,2025-03-25T23:17:07+00:00
0,23.4,88.2,0.8,0.2,66.3,61.1,7,314,42,100,109,127,4,1,,,,,25,3217,34,2941,107,114144,107,114144,,15,1937,34,2941,2025-03-25T23:19:07+00:00
0,23.4,88.2,0.8,0.2,66.3,61.1,56,260,42,100,134,130,4,1,,,,,32,4028,39,3293,109,114248,109,114248,,18,2146,39,3293,2025-03-25T23:21:07+00:00
0,23.4,88.2,0.8,0.2,66.3,61.1,1026,1950,42,100,140,129,3,1,,,,,15,2137,23,2097,112,114404,112,114404,,12,1882,23,2097,2025-03-25T23:23:07+00:00
0,23.4,88.2,0.8,0.2,66.3,61.1,5,162,42,100,122,130,3,1,,,,,21,2847,31,2774,113,116000,113,116000,,13,1827,31,2774,2025-03-25T23:25:07+00:00
2,23.7,88.2,0.9,0.2,66.3,61.1,8,416,42,103,131,140,3,2,,,,,3235,1753725,2693,1483916,114,114842,114,114842,,3892,1841674,3499,1537112,2025-03-25T23:27:07+00:00
3,23.7,88.2,0.9,0.2,66.3,61.1,4,108,42,103,105,138,3,2,,,,,5566,4927570,3800,4511851,106,114092,106,114092,,8063,5169717,6695,4702981,2025-03-25T23:29:07+00:00
2,23.7,88.2,0.9,0.2,66.3,61.1,8,324,42,103,131,135,3,2,,,,,5095,3857223,3816,3458937,110,114300,110,114300,,6920,4045423,5934,3598725,2025-03-25T23:31:07+00:00
3,23.7,88.2,0.9,0.2,66.3,61.1,12,628,42,103,145,136,3,2,,,,,36,6446,52,8680,121,114872,121,114872,,14,1918,53,8746,2025-03-25T23:33:07+00:00
3,23.7,88.2,0.9,0.2,66.3,61.1,14,648,42,103,129,138,4,2,,,,,845,1111360,476,1081138,128,116238,128,116238,,1436,1158533,1154,1117762,2025-03-25T23:35:07+00:00
3,23.7,88.2,0.9,0.2,66.3,61.1,64,648,42,103,140,138,3,2,,,,,15,2048,23,2051,150,117901,150,117901,,11,1667,23,2051,2025-03-25T23:37:07+00:00
3,23.6,88.2,0.9,0.2,66.3,61.1,11,530,42,103,114,138,4,2,,,,,1089,1434323,570,1387169,121,115291,121,115291,,1869,1499643,1471,1446635,2025-03-25T23:39:07+00:00
1,23.4,88.2,0.8,0.2,66.3,61.1,7,315,42,100,127,132,4,1,,,,,32,4058,42,3699,114,116039,114,116039,,18,2176,42,3699,2025-03-25T23:41:07+00:00
0,23.4,88.2,0.8,0.2,66.3,61.1,6,216,42,100,141,133,3,1,,,,,365,121621,372,66816,149,153270,149,153270,,347,124718,372,66996,2025-03-25T23:43:07+00:00
5,23.5,88.2,0.9,0.2,66.3,61.1,6,260,42,102,124,136,3,1,,,,,959,412244,998,150197,218,212799,218,212799,,947,423238,999,150263,2025-03-25T23:45:07+00:00
2,23.8,88.2,0.9,0.2,66.3,61.1,75,584,42,103,136,138,4,2,,,,,20,2684,29,2552,102,113884,102,113884,,13,1799,29,2552,2025-03-25T23:47:07+00:00
2,23.8,88.2,0.9,0.2,66.3,61.1,9,422,42,103,110,139,3,2,,,,,30,3910,38,3185,97,113624,97,113624,,16,2000,38,3185,2025-03-25T23:49:07+00:00
2,23.8,88.2,0.9,0.2,66.3,61.1,14,648,42,103,139,137,3,2,,,,,148,18687,158,34834,119,114496,119,114496,,132,18253,168,35494,2025-03-25T23:51:08+00:00
2,23.9,88.2,0.9,0.2,66.3,61.1,10,432,42,103,143,138,3,2,,,,,21,2773,29,2503,115,114560,115,114560,,14,1902,29,2503,2025-03-25T23:53:07+00:00
2,23.8,88.2,0.9,0.2,66.3,61.1,61,486,42,103,128,142,4,2,,,,,74,10060,86,9324,119,114742,119,114742,,57,8334,86,9324,2025-03-25T23:55:07+00:00
5,23.8,88.2,0.9,0.3,66.3,61.1,11,546,42,103,136,140,3,2,,,,,32,4999,49,4376,112,114404,112,114404,,23,3999,49,4376,2025-03-25T23:57:07+00:00
1,23.4,88.2,0.8,0.2,66.3,61.1,7,270,42,100,109,130,4,1,,,,,29,5573,41,7884,105,114040,105,114040,,11,1647,42,7950,2025-03-25T23:59:07+00:00
