cpu_pct_used,mem_pct_used,swap_pct_used,transient_pct_used,saswork_pct_used,workspace_pct_used,xythosfs_pct_used,TotalRecvQ_bytes,TotalSendQ_bytes,usockets_servers,usockets_connections,tcp_active_connections,tcp_inactive_connections,active_https_conn,inactive_https_conn,enP65410s1_rx_packets,enP65410s1_rx_bytes,enP65410s1_tx_packets,enP65410s1_tx_bytes,eth0_rx_packets,eth0_rx_bytes,eth0_tx_packets,eth0_tx_bytes,lo_rx_packets,lo_rx_bytes,lo_tx_packets,lo_tx_bytes,high_usage,eth1_rx_packets,eth1_rx_bytes,eth1_tx_packets,eth1_tx_bytes,date
3,24.2,95,2.5,0.2,66.6,58,12,1622,42,128,284,313,19,9,,,,,4059,2238413,4873,866345,622,260349,622,260349,,4455,2320628,4900,868127,2025-03-25T00:01:07+00:00
4,23.8,95,1.3,0.2,66.6,58,22,922,42,122,316,309,17,7,,,,,1233,528239,1352,230199,187,157904,187,157904,,1283,547551,1363,230925,2025-03-25T00:03:07+00:00
3,23.9,95,1.3,0.2,66.6,58,12,627,42,109,217,274,11,4,,,,,367,172225,370,160624,402,44703,402,44703,,387,177853,407,163066,2025-03-25T00:05:06+00:00
3,23.3,95,0.8,0.2,66.6,58,7,270,42,103,165,226,5,2,,,,,364,107751,424,79648,192,125567,192,125567,,360,111026,435,80434,2025-03-25T00:07:07+00:00
0,23.3,95,0.8,0.2,66.6,58,15,702,42,100,123,191,4,1,,,,,112,17656,126,35905,113,111093,113,111093,,103,17883,136,36565,2025-03-25T00:09:07+00:00
15,24.4,95,3.7,0.2,66.6,58.1,64,4466,42,129,437,322,37,10,,,,,3978,2024907,4610,801577,1522,990535,1522,990535,,4323,2101493,4652,804349,2025-03-25T00:11:07+00:00
7,24.3,94.9,2.2,0.2,66.6,58.2,10,664,42,136,289,329,14,11,,,,,2151,1052490,2450,410163,373,143126,373,143126,,2316,1091204,2465,411153,2025-03-25T00:13:07+00:00
4,23.9,94.9,1.8,0.2,66.6,58.2,11,519,42,118,266,305,18,5,,,,,2374,1293908,2646,605148,1731,899723,1731,899723,,2550,1335443,2706,609108,2025-03-25T00:15:07+00:00
10,23.9,94.9,1.2,0.2,66.6,58.2,15,2626,42,124,234,310,10,7,,,,,2521,1081656,2591,516621,131,113701,131,113701,,2589,1121127,2615,518205,2025-03-25T00:17:07+00:00
6,23.8,94.9,2.7,0.2,66.6,58.2,12,540,42,112,216,255,9,5,,,,,294,88088,306,88518,666,921416,666,921416,,277,87458,324,89706,2025-03-25T00:19:07+00:00
7,23.9,94.9,3.5,0.3,66.6,58.2,8,616,42,118,252,286,14,7,,,,,1937,1145911,2252,498989,2968,626160,2968,626160,,2152,1177763,2311,502883,2025-03-25T00:21:07+00:00
7,23.8,94.9,1.1,0.2,66.6,58.2,62,827,42,114,261,263,14,5,,,,,1081,596597,1308,179923,938,103578,938,103578,,1193,618376,1317,180657,2025-03-25T00:23:06+00:00
5,23.5,94.9,1,0.2,66.6,58.2,62,562,42,108,174,245,6,3,,,,,591,272320,633,173297,784,361916,784,361916,,599,279124,659,175013,2025-03-25T00:25:07+00:00
7,23.9,94.9,8.3,0.2,66.6,58.4,12,540,42,112,240,256,15,5,,,,,4850,2407174,4192,2001161,198,119804,198,119804,,5734,2532795,5231,2069795,2025-03-25T00:27:07+00:00
8,24.1,94.9,5.6,0.6,66.6,58.5,11,605,42,115,182,253,9,6,,,,,5989,4853346,4430,4415478,284,128103,284,128103,,8424,5097155,7149,4594932,2025-03-25T00:29:07+00:00
10,24.3,94.9,3.7,1.3,66.6,58.5,12,584,45,113,138,224,4,4,,,,,5489,3386912,4578,3009124,140,122380,140,122380,,6969,3559988,6264,3120400,2025-03-25T00:31:07+00:00
6,24.1,94.9,3.7,0.4,66.6,58.5,16,756,45,113,153,220,4,4,,,,,159,29103,185,48080,143,113503,143,113503,,150,29988,194,48674,2025-03-25T00:33:07+00:00
2,23.7,94.9,0.9,0.2,66.6,58.5,59,454,45,112,150,237,5,3,,,,,1951,702809,1991,353697,688,236605,688,236605,,1959,728690,2017,355413,2025-03-25T00:35:07+00:00
9,23.8,94.9,1,0.2,66.6,58.5,67,810,45,113,183,245,7,4,,,,,1235,1686716,719,1571038,967,214731,967,214731,,2203,1767147,1728,1637632,2025-03-25T00:37:07+00:00
6,23.7,94.9,0.9,0.2,66.6,58.5,10,432,45,110,145,226,6,3,,,,,203,185262,205,129245,258,138386,258,138386,,291,193165,273,133733,2025-03-25T00:39:07+00:00
17,24.5,94.9,3.6,0.2,66.6,58.6,15,3415,45,135,393,353,32,10,,,,,2933,1288077,3002,799133,1137,709556,1137,709556,,3044,1335111,3093,805139,2025-03-25T00:41:07+00:00
13,24.2,94.9,2,0.2,66.6,58.7,13,1891,45,133,355,332,21,8,,,,,4433,1862685,4852,948039,1223,405729,1223,405729,,4556,1929307,4902,951307,2025-03-25T00:43:07+00:00
12,23.7,94.9,1.5,0.2,66.6,58.7,9,526,45,118,256,277,15,4,,,,,4242,1691662,4395,896399,713,780844,713,780844,,4360,1757310,4431,898775,2025-03-25T00:45:07+00:00
6,24,94.9,1.1,0.2,66.6,58.7,74,638,45,118,183,267,7,5,,,,,117,17551,208,296274,127,112844,127,112844,,112,18635,310,303006,2025-03-25T00:47:07+00:00
2,23.8,94.9,0.9,0.2,66.6,58.7,78,648,45,107,145,208,3,2,,,,,136,17516,161,35072,73,105953,73,105953,,127,18079,169,35600,2025-03-25T00:49:07+00:00
6,24.3,94.8,2.6,0.2,66.6,58.8,64,4130,45,128,341,298,23,7,,,,,3367,2042643,4121,660755,1238,1243037,1238,1243037,,3755,2113910,4147,662471,2025-03-25T00:51:07+00:00
8,24.6,94.8,2.9,0.2,66.6,58.9,13,1121,48,137,299,300,14,10,,,,,2984,1273603,3537,592315,252,125032,252,125032,,3158,1326819,3551,593239,2025-03-25T00:53:07+00:00
5,24.1,94.8,2.7,0.3,66.6,58.9,56,864,45,113,205,239,10,4,,,,,145,21882,174,40042,151,113685,151,113685,,135,22422,184,40702,2025-03-25T00:55:07+00:00
5,24.5,94.8,2.7,0.7,66.6,58.9,11,486,45,113,145,220,3,4,,,,,139,25715,153,43860,144,113691,144,113691,,128,26037,163,44520,2025-03-25T00:57:07+00:00
3,23.7,94.8,2.8,0.3,66.6,58.9,9,519,45,113,119,202,4,3,,,,,778,215356,836,210429,662,483460,662,483460,,793,226491,857,211815,2025-03-25T00:59:07+00:00
7,23.8,94.8,2.2,0.2,66.6,58.9,8,456,45,118,351,266,25,5,,,,,2801,1964155,3356,583980,883,231345,883,231345,,3219,2026694,3403,587007,2025-03-25T01:01:07+00:00
11,24,94.8,1.5,0.2,66.6,58.9,9,638,45,128,261,325,13,7,,,,,2208,921539,2465,456570,773,190891,773,190891,,2311,958502,2486,457956,2025-03-25T01:03:07+00:00
4,23.7,94.8,1.3,0.2,66.6,58.9,61,530,45,123,230,275,11,6,,,,,136,24916,150,38036,128,111873,128,111873,,134,26644,160,38696,2025-03-25T01:05:07+00:00
4,23.4,94.8,1.2,0.2,66.6,58.9,922,2526,45,107,145,217,3,2,,,,,163,27773,189,49191,133,112133,133,112133,,139,24847,200,49917,2025-03-25T01:07:07+00:00
0,23.3,94.8,0.8,0.2,66.6,58.9,35,400,45,104,131,193,5,1,,,,,107,16339,135,35688,122,111561,122,111561,,90,13794,145,36348,2025-03-25T01:09:07+00:00
3,23.7,94.8,1.8,0.2,66.6,58.9,6,3401,45,116,253,260,18,5,,,,,822,225784,880,218929,654,527837,654,527837,,822,233770,904,220557,2025-03-25T01:11:07+00:00
1,23.4,94.8,0.8,0.2,66.6,58.9,5,162,45,107,171,223,6,2,,,,,131,21282,143,39261,127,111821,127,111821,,122,21775,153,39921,2025-03-25T01:13:07+00:00
0,23.4,94.8,0.8,0.2,66.6,58.9,7,270,45,109,150,210,5,2,,,,,139,17632,154,34805,135,112211,135,112211,,129,18088,163,35399,2025-03-25T01:15:07+00:00
0,23.4,94.8,0.8,0.2,66.6,58.9,15,746,45,107,179,200,8,2,,,,,160,25368,221,250769,113,111093,113,111093,,151,26267,306,256379,2025-03-25T01:17:07+00:00
4,23.7,94.8,1.6,0.2,66.6,58.9,15,702,45,113,118,214,3,4,,,,,116,17053,129,34962,313,132248,313,132248,,112,18210,139,35682,2025-03-25T01:19:07+00:00
0,23.3,94.8,0.8,0.2,66.6,58.9,47,378,45,104,142,197,2,1,,,,,146,23904,164,42685,109,110885,109,110885,,137,24607,173,43279,2025-03-25T01:21:07+00:00
0,23.3,94.8,0.8,0.2,66.6,58.9,61,486,45,104,152,189,3,1,,,,,137,22857,160,40760,129,111925,129,111925,,128,23434,170,41420,2025-03-25T01:23:07+00:00
2,23.4,94.8,0.8,0.2,66.6,58.9,9,378,45,107,126,191,3,2,,,,,1642,916320,1674,261303,637,1565127,637,1565127,,1642,938042,1680,261559,2025-03-25T01:25:07+00:00
4,24,94.8,1,0.2,66.6,58.9,8,843,45,121,210,256,13,6,,,,,5907,2403587,5701,1763050,421,147963,421,147963,,6548,2527852,6380,1807864,2025-03-25T01:27:07+00:00
2,23.8,94.8,0.9,0.2,66.6,58.9,11,674,45,115,167,234,8,4,,,,,5068,3716528,3893,3319186,162,115151,162,115151,,6849,3901294,5906,3452044,2025-03-25T01:29:07+00:00
8,23.9,94.8,1.2,0.2,66.6,59,57,1764,45,118,283,262,19,4,,,,,8611,7354834,7908,5169892,944,422307,944,422307,,11708,7674627,10763,5358376,2025-03-25T01:31:07+00:00
6,24,94.8,2.3,0.2,66.6,59,9,538,45,123,192,270,8,6,,,,,1517,1014520,1846,263162,324,176491,324,176491,,1701,1047015,1856,263746,2025-03-25T01:33:07+00:00
7,24.2,94.8,2.1,0.2,66.6,59.1,13,720,45,121,182,269,8,6,,,,,1915,1934992,1398,1606767,959,283999,959,283999,,2834,2018076,2325,1667949,2025-03-25T01:35:07+00:00
10,23.8,94.8,0.9,0.2,66.6,59.1,44,260,45,112,226,246,13,3,,,,,1215,538904,1410,262095,267,179783,267,179783,,1258,557854,1441,264141,2025-03-25T01:37:07+00:00
7,24,94.8,1.2,0.2,66.6,59.1,60,520,45,118,178,277,9,5,,,,,714,378272,673,315284,270,135182,270,135182,,825,394847,765,321356,2025-03-25T01:39:07+00:00
1,23.4,94.8,0.8,0.2,66.6,59.1,17,124619,45,107,264,224,17,2,,,,,1192,1051782,1562,292074,69,105745,69,105745,,1546,1091195,1607,295168,2025-03-25T01:41:07+00:00
2,23.7,94.8,1.4,0.2,66.6,59.1,827,530,45,115,203,237,8,4,,,,,797,219737,851,219088,692,439628,692,439628,,821,232435,872,220474,2025-03-25T01:43:06+00:00
15,23.5,94.8,1,0.2,66.6,59.1,22,1161,45,108,195,221,8,1,,,,,3398,1608295,3499,591058,807,1134002,807,1134002,,3448,1658186,3539,593790,2025-03-25T01:45:07+00:00
3,24,94.8,1.1,0.2,66.6,59.1,7,270,45,115,139,222,3,4,,,,,91,13321,97,31244,111,110989,111,110989,,82,13254,107,31904,2025-03-25T01:47:07+00:00
6,24,94.8,1.1,0.2,66.6,59.1,49,6195,45,113,111,216,4,4,,,,,792,433429,786,220331,1360,1614979,1360,1614979,,855,448631,840,223895,2025-03-25T01:49:07+00:00
6,24.4,94.8,2.8,0.2,66.6,59.1,8,1232,45,121,255,269,17,6,,,,,2410,1433781,2707,562945,1042,1045192,1042,1045192,,2668,1483802,2766,566839,2025-03-25T01:51:07+00:00
5,24.6,94.8,2.1,0.2,66.6,59.2,97,422,45,119,173,278,5,6,,,,,1287,947045,1618,329289,447,49002,447,49002,,1480,969784,1639,330631,2025-03-25T01:53:06+00:00
3,24,94.8,1,0.2,66.6,59.2,104,746,45,110,189,242,8,3,,,,,286,128381,369,63648,136,112289,136,112289,,277,124991,380,64374,2025-03-25T01:55:07+00:00
7,24.3,94.8,2.8,0.3,66.6,59.2,62,540,45,116,150,241,3,5,,,,,104,18708,116,34838,192,117686,192,117686,,84,14921,126,35498,2025-03-25T01:57:07+00:00
5,23.9,94.8,2.8,0.3,66.6,59.2,9,422,45,113,126,216,5,4,,,,,104,18106,110,32652,132,112248,132,112248,,76,13074,120,33312,2025-03-25T01:59:07+00:00
7,24.5,94.8,4.8,0.4,66.6,59.3,10,475,45,130,273,279,17,9,,,,,2842,1567124,3325,623823,1064,635809,1064,635809,,3109,1619908,3367,626595,2025-03-25T02:01:07+00:00
16,24.3,94.8,6.6,0.5,66.6,59.5,50,270,45,124,179,277,6,7,,,,,166,42855,179,57381,321,133207,321,133207,,136,37957,191,58173,2025-03-25T02:03:07+00:00
13,24.7,94.8,8.8,0.6,66.6,59.6,11,486,45,138,210,295,9,11,,,,,281,60822,321,68525,279,167890,279,167890,,251,57916,331,69185,2025-03-25T02:05:07+00:00
8,25.6,94.8,5.9,0.4,66.6,59.7,13,594,45,125,171,257,4,8,,,,,220,50690,250,52067,197,119041,197,119041,,178,44655,258,52595,2025-03-25T02:07:07+00:00
7,24.7,94.8,5.9,0.5,66.6,59.7,70,216,45,125,121,256,4,8,,,,,272,84966,320,68026,167,116077,167,116077,,245,81352,330,68686,2025-03-25T02:09:07+00:00
4,24.7,94.8,5.6,0.6,66.6,59.7,62,600,45,122,167,247,7,7,,,,,425,181972,479,112078,203,120375,203,120375,,418,181820,495,113134,2025-03-25T02:11:07+00:00
7,25,94.8,6,0.3,66.6,59.7,98,432,45,125,170,278,5,8,,,,,415,171535,404,185165,575,158021,575,158021,,405,171045,443,187739,2025-03-25T02:13:07+00:00
8,24.5,94.8,2.8,0.2,66.6,59.7,6,260,45,121,143,248,5,6,,,,,772,351197,799,125395,997,1905168,997,1905168,,758,359086,809,126055,2025-03-25T02:15:07+00:00
6,24.6,94.8,3.8,0.4,66.6,59.7,6,336,45,124,164,252,6,7,,,,,1250,460931,1260,293481,298,148246,298,148246,,1259,477700,1276,294537,2025-03-25T02:17:07+00:00
1,24.5,94.8,3.1,0.2,66.6,59.7,7,314,45,119,147,252,6,6,,,,,815,520111,1066,142479,137,115513,137,115513,,922,536386,1076,143139,2025-03-25T02:19:07+00:00
8,24.4,94.8,3,0.2,66.6,59.7,11,486,45,122,166,247,5,7,,,,,165,32718,176,47947,118,111814,118,111814,,134,28366,187,48673,2025-03-25T02:21:07+00:00
0,23.5,94.8,0.9,0.2,66.6,59.7,4,108,45,107,148,196,4,2,,,,,127,22077,139,39560,113,111093,113,111093,,96,17295,150,40330,2025-03-25T02:23:07+00:00
0,23.3,94.8,0.8,0.2,66.6,59.7,3,54,45,104,119,184,4,1,,,,,101,15959,105,29403,118,111353,118,111353,,91,15655,115,30063,2025-03-25T02:25:07+00:00
3,23.6,94.8,0.9,0.2,66.6,59.7,8,368,45,107,131,192,3,2,,,,,3918,2370769,3207,2082950,102,110521,102,110521,,4925,2490322,4382,2160500,2025-03-25T02:27:07+00:00
2,23.6,94.8,0.9,0.2,66.6,59.7,1083,594,45,107,115,194,3,2,,,,,4786,4218447,3464,3810370,124,111665,124,111665,,6966,4428584,5786,3963622,2025-03-25T02:29:07+00:00
3,23.6,94.8,0.9,0.2,66.6,59.7,65,904,45,110,144,204,3,3,,,,,5964,4940273,4545,4197581,153,115086,153,115086,,8306,5177718,7151,4369653,2025-03-25T02:31:07+00:00
3,23.6,94.8,0.9,0.2,66.6,59.7,11,486,45,107,144,194,3,2,,,,,139,23262,154,41896,119,111405,119,111405,,130,23867,164,42556,2025-03-25T02:33:07+00:00
3,23.6,94.8,0.9,0.2,66.6,59.7,7,270,45,107,126,184,4,2,,,,,131,16696,142,33386,123,112011,123,112011,,121,17040,152,34046,2025-03-25T02:35:07+00:00
3,23.6,94.8,0.9,0.2,66.6,59.7,13,594,45,107,141,182,3,2,,,,,172,53454,173,52813,217,173490,217,173490,,168,54851,186,53671,2025-03-25T02:37:07+00:00
3,23.6,94.8,0.9,0.2,66.6,59.7,13,594,45,107,115,183,3,2,,,,,134,17050,145,33443,126,112193,126,112193,,119,16508,156,34229,2025-03-25T02:39:07+00:00
3,23.6,94.8,1.7,0.2,66.6,59.7,6,368,45,110,198,222,11,3,,,,,1810,662769,2103,377310,727,619535,727,619535,,1899,692313,2126,378828,2025-03-25T02:41:07+00:00
1,23.5,94.8,0.9,0.2,66.6,59.7,63,724,45,109,185,227,6,2,,,,,833,244200,968,254321,415,321354,415,321354,,826,251210,998,256301,2025-03-25T02:43:07+00:00
13,23.6,94.8,1.1,0.2,66.6,60.1,61,486,45,112,163,225,5,3,,,,,1203,588296,1268,187843,1364,1956385,1364,1956385,,1189,599334,1279,188569,2025-03-25T02:45:07+00:00
6,24.2,94.8,2,0.2,66.6,60.1,12,1309,45,113,161,215,6,4,,,,,574,290351,566,162682,3514,2924960,3514,2924960,,600,299109,576,163342,2025-03-25T02:47:07+00:00
6,24.2,94.8,2.8,0.2,66.6,60.1,18,1212,45,115,136,241,4,4,,,,,1632,629879,1690,326736,136,137536,136,137536,,1687,655572,1698,327124,2025-03-25T02:49:07+00:00
5,24.2,94.8,2.2,0.2,66.6,60.1,10,476,45,115,160,240,5,4,,,,,1453,839170,1711,286814,861,1722843,861,1722843,,1588,866643,1728,287848,2025-03-25T02:51:07+00:00
4,24,94.8,1,0.2,66.6,60.1,8,368,45,110,165,223,5,3,,,,,836,560365,1094,140228,134,137395,134,137395,,959,579440,1102,140712,2025-03-25T02:53:07+00:00
5,24.3,94.8,3.7,0.3,66.6,60.1,15,702,45,116,139,229,3,5,,,,,89,16091,89,33592,126,112987,126,112987,,79,15847,99,34252,2025-03-25T02:55:07+00:00
5,24.4,94.8,3.7,0.4,66.6,60.1,58,324,45,116,141,222,3,5,,,,,138,18805,151,34647,126,112300,126,112300,,129,19396,161,35307,2025-03-25T02:57:07+00:00
5,23.9,94.8,3.6,0.4,66.6,60.1,47,378,45,113,112,212,3,4,,,,,82,13701,79,30872,112,111208,112,111208,,69,12808,89,31532,2025-03-25T02:59:07+00:00
7,24.4,94.8,3.7,0.5,66.6,60.1,8,595,45,119,151,253,4,6,,,,,747,221850,760,214393,877,647404,877,647404,,751,231825,785,216043,2025-03-25T03:01:07+00:00
6,24,94.7,3.7,0.5,66.6,60.1,134,324,45,113,170,227,6,4,,,,,136,32160,147,48911,133,112300,133,112300,,111,28167,160,50117,2025-03-25T03:03:07+00:00
4,24,94.7,3.7,0.7,66.6,60.1,45,270,45,113,133,210,3,4,,,,,146,25905,157,46258,82,107422,82,107422,,121,22592,167,46918,2025-03-25T03:05:07+00:00
4,24,94.7,3.5,0.7,66.6,60.1,75,540,45,113,136,206,3,4,,,,,128,24229,141,44945,187,540650,187,540650,,104,20813,151,45605,2025-03-25T03:07:07+00:00
2,25.3,94.7,3.2,0.2,66.6,60.2,14,692,45,119,121,230,4,6,,,,,422,121720,455,112079,577,1190658,577,1190658,,414,126353,465,112739,2025-03-25T03:09:07+00:00
2,24.3,94.7,4,0.2,66.6,60.2,7,442,45,119,151,230,6,6,,,,,127,35779,121,51103,559,164964,559,164964,,118,36216,133,51895,2025-03-25T03:11:07+00:00
5,24.4,94.7,4,0.2,66.6,60.2,7,716,45,119,162,226,4,6,,,,,133,25492,139,43998,151,114134,151,114134,,131,27178,149,44658,2025-03-25T03:13:07+00:00
2,24.4,94.7,3.2,0.2,66.6,60.2,93,243,45,119,141,227,5,6,,,,,1162,847332,1163,169754,762,1935528,762,1935528,,1152,862110,1171,170282,2025-03-25T03:15:07+00:00
1,24.3,94.7,3.2,0.2,66.6,60.2,78,1080,45,118,184,228,6,5,,,,,90,14411,95,29530,102,110521,102,110521,,79,14047,105,30190,2025-03-25T03:17:07+00:00
3,24.3,94.7,3.2,0.2,66.6,60.2,47,415,45,116,126,216,4,5,,,,,147,42318,140,57725,232,127318,232,127318,,146,43687,157,58891,2025-03-25T03:19:07+00:00
0,24.3,94.7,3.2,0.2,66.6,60.2,50,329,45,116,153,209,5,5,,,,,162,45328,162,53715,159,122940,159,122940,,162,47285,175,54573,2025-03-25T03:21:07+00:00
3,24.4,94.7,4.1,1,66.6,60.2,9,378,45,119,148,220,4,6,,,,,130,22050,140,40353,124,111665,124,111665,,125,23229,149,40947,2025-03-25T03:23:07+00:00
0,24.3,94.7,3.2,0.2,66.6,60.2,14,692,45,116,146,211,4,5,,,,,148,26684,165,37288,124,111639,124,111639,,138,27266,175,37948,2025-03-25T03:25:07+00:00
2,24.1,94.7,1.9,0.2,66.6,60.2,13,638,45,113,149,202,4,4,,,,,3980,1647098,3622,1309784,153,115525,153,115525,,4478,1734831,4209,1348586,2025-03-25T03:27:07+00:00
2,23.6,94.7,0.9,0.2,66.6,60.2,56,292,45,107,125,186,6,2,,,,,4578,3801575,3424,3446121,135,113413,135,113413,,6467,3989750,5474,3581421,2025-03-25T03:29:07+00:00
2,23.6,94.7,0.9,0.2,66.6,60.2,201124,67210,45,107,136,179,3,2,,,,,5526,5301101,3474,4987712,146,114279,146,114279,,8101,5544141,6689,5199902,2025-03-25T03:31:07+00:00
2,23.6,94.7,0.9,0.2,66.6,60.2,3,54,45,107,140,178,3,2,,,,,117,19826,124,39527,118,111353,118,111353,,89,15778,135,40253,2025-03-25T03:33:07+00:00
3,23.6,94.7,0.9,0.2,66.6,60.2,12,540,45,107,127,175,4,2,,,,,215,201858,140,216935,115,111680,115,111680,,290,205897,277,225977,2025-03-25T03:35:07+00:00
4,23.7,94.7,1.2,0.2,66.6,60.2,135,530,45,110,137,186,3,3,,,,,511,257240,549,142633,1939,2265825,1939,2265825,,564,267127,561,143425,2025-03-25T03:37:07+00:00
14,24.1,94.7,1.9,0.2,66.6,60.2,13,594,45,117,159,217,8,4,,,,,4394,1961615,4414,738099,192,258822,192,258822,,4384,2021097,4423,738649,2025-03-25T03:39:07+00:00
7,23.7,94.7,2,0.2,66.6,60.2,8,897,45,115,192,208,11,4,,,,,3024,1566789,3025,625941,390,407281,390,407281,,3009,1606685,3036,626667,2025-03-25T03:41:07+00:00
13,23.9,94.7,2.4,0.2,66.6,60.2,8,620,45,114,169,208,6,3,,,,,5060,2608666,5217,942588,296,255815,296,255815,,5321,2696140,5297,947944,2025-03-25T03:43:07+00:00
6,24,94.7,1.5,0.2,66.6,60.2,16,800,45,116,180,209,8,5,,,,,710,427761,634,343389,841,211118,841,211118,,810,442587,765,352035,2025-03-25T03:45:07+00:00
8,24.2,94.7,1.7,0.2,66.6,60.2,12,783,46,115,179,211,8,4,,,,,2608,1150545,2610,557326,739,1019275,739,1019275,,2744,1194583,2672,561246,2025-03-25T03:47:06+00:00
8,24.3,94.7,1.4,0.2,66.6,60.2,66,843,46,116,154,210,7,5,,,,,203,79620,195,90229,1863,282371,1863,282371,,209,82111,219,91813,2025-03-25T03:49:07+00:00
10,24.5,94.7,1.5,0.2,66.6,60.2,61,519,45,123,194,225,10,6,,,,,3213,2068505,3196,1470489,2769,3441022,2769,3441022,,3896,2157818,3579,1491297,2025-03-25T03:51:07+00:00
14,25,94.7,3.2,0.2,66.6,60.2,13,698,45,127,219,267,10,8,,,,,4196,2042019,4467,732124,1513,285239,1513,285239,,4454,2116451,4482,733270,2025-03-25T03:53:07+00:00
7,24.5,94.7,5.3,0.2,66.6,60.2,12,4083,45,119,147,236,5,6,,,,,2059,850199,2149,473905,1463,2945431,1463,2945431,,2127,882247,2206,477667,2025-03-25T03:55:07+00:00
5,24.6,94.7,2.9,0.3,66.6,60.2,11,649,45,118,155,233,5,5,,,,,1873,1083238,2203,383288,1103,1992868,1103,1992868,,2074,1118666,2253,386400,2025-03-25T03:57:07+00:00
6,24.1,94.7,8.2,0.2,66.6,60.3,42,4494,45,115,142,223,5,4,,,,,2361,1381066,2658,424812,2069,4320446,2069,4320446,,2597,1426072,2706,427980,2025-03-25T03:59:07+00:00
7,24.8,94.7,8.5,0.2,66.6,60.3,145,2953,45,132,191,279,7,9,,,,,4232,2055370,4320,1172073,3792,5259989,3792,5259989,,4455,2125572,4396,1176080,2025-03-25T04:01:07+00:00
3,24.2,94.7,4.4,0.2,66.6,60.3,66,746,45,117,184,243,5,4,,,,,2100,2486948,2281,410478,1361,2555447,1361,2555447,,3098,2580347,2340,414372,2025-03-25T04:03:07+00:00
5,24.2,94.7,18,0.2,66.6,60.3,111,7403,45,117,157,232,5,4,,,,,2170,1317797,2468,370428,1906,4796861,1906,4796861,,2440,1365167,2504,372804,2025-03-25T04:05:07+00:00
4,24.2,94.7,35,0.2,66.6,60.3,109,6969,45,117,148,217,3,4,,,,,3131,1594479,3168,622267,1368,2869580,1368,2869580,,3201,1642399,3204,624643,2025-03-25T04:07:08+00:00
6,24.1,94.7,4.4,0.2,66.6,60.3,148,533,45,115,140,229,4,4,,,,,1627,853222,1649,288821,2118,3521440,2118,3521440,,1720,881192,1690,292170,2025-03-25T04:09:07+00:00
19,24.7,94.7,23,0.2,66.6,60.5,10,519,45,139,192,303,6,10,,,,,148,26394,163,42623,720,213647,720,213647,,133,26328,171,43151,2025-03-25T04:11:07+00:00
17,24.8,94.7,20,0.3,66.6,60.5,96,448,45,134,209,279,3,9,,,,,1765,912287,1773,371541,2157,3443193,2157,3443193,,1862,941893,1847,376425,2025-03-25T04:13:07+00:00
13,24.7,94.7,17,0.4,66.6,60.5,1889,3817,45,129,175,256,3,8,,,,,741,392352,760,148768,1250,2280131,1250,2280131,,765,402777,783,150286,2025-03-25T04:15:07+00:00
8,24.6,94.7,15,0.5,66.6,60.5,58,503,46,124,260,252,6,7,,,,,551,292220,599,147088,772,1374966,772,1374966,,602,301850,632,149266,2025-03-25T04:17:07+00:00
7,24.5,94.7,13,0.6,66.6,60.5,9,3915,45,121,131,238,4,6,,,,,1380,770593,1383,320433,2321,3521402,2321,3521402,,1475,795000,1464,326303,2025-03-25T04:19:07+00:00
6,24.5,94.7,13,0.7,66.6,60.5,6,297,45,121,174,229,3,6,,,,,1207,518650,1252,252966,179,157310,179,157310,,1228,535920,1267,253956,2025-03-25T04:21:07+00:00
5,24.6,94.7,12,0.9,66.6,60.5,7,313,45,127,183,243,5,8,,,,,547,310635,556,149384,955,1433633,955,1433633,,586,320367,591,151694,2025-03-25T04:23:07+00:00
7,24.3,94.7,12,1,66.6,60.5,9,459,45,116,185,211,8,5,,,,,1283,734801,1322,289669,1782,3857603,1782,3857603,,1384,755722,1385,293827,2025-03-25T04:25:07+00:00
6,24.6,94.7,12,1.1,66.6,60.5,12,3428,45,119,145,217,4,6,,,,,4838,2029156,4553,1623459,171,116755,171,116755,,5436,2132732,5139,1662135,2025-03-25T04:27:07+00:00
6,24.6,94.7,12,1.1,66.6,60.5,11,523,45,119,116,215,3,6,,,,,5517,4077282,4268,3609612,707,699783,707,699783,,7420,4279559,6397,3750186,2025-03-25T04:29:07+00:00
10,24.6,94.7,12,1.2,66.6,60.5,49,3873,45,119,133,213,4,6,,,,,6604,4846622,5854,3379565,2543,6433686,2543,6433686,,8700,5077494,7713,3502859,2025-03-25T04:31:07+00:00
10,24.9,94.7,12,1.5,66.6,60.5,58,324,49,123,150,221,4,6,,,,,944,502075,951,225893,1219,1914429,1219,1914429,,1003,518438,1007,229589,2025-03-25T04:33:07+00:00
7,24.6,94.7,12,1.4,66.6,60.5,99,492,45,119,128,215,3,6,,,,,2019,652994,2021,281445,106,110729,106,110729,,2017,681084,2031,282105,2025-03-25T04:35:07+00:00
8,24.6,94.7,12,1.5,66.6,60.5,18,967,45,119,147,214,4,6,,,,,1703,1000309,1689,394929,2443,4322710,2443,4322710,,1849,1032337,1792,401727,2025-03-25T04:37:06+00:00
7,24.6,94.7,12,1.5,66.6,60.5,19,940,45,119,125,213,3,6,,,,,555,565296,383,549086,392,330116,392,330116,,844,592096,704,570272,2025-03-25T04:39:07+00:00
